Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
360	-6710.68	-6736.488	25.80757	21.28678	5.168332
370	-6698.5	-6730.342	31.84164	22.28038	4.889479
380	-6706.662	-6734.325	27.66283	18.65685	5.026906
390	-6701.428	-6734.659	33.23081	25.18776	4.797109
400	-6705.494	-6733.932	28.43819	19.25088	5.009323
410	-6704.473	-6739.707	35.23415	21.74113	4.732331
420	-6712.761	-6744.772	32.01109	19.99235	4.85102
430	-6703.159	-6736.526	33.36623	21.5791	4.816755
440	-6703.512	-6743.023	39.51088	24.19165	4.554794
450	-6687.085	-6722.681	35.59647	24.61666	4.711662
460	-6696.734	-6728.149	31.41547	21.08483	4.902694
470	-6698.778	-6734.175	35.39679	20.41847	4.69651
480	-6704.905	-6735.477	30.57177	18.99319	4.887489
490	-6721.949	-6747.769	25.82033	21.83832	5.164528
500	-6702.369	-6730.927	28.55809	24.10379	5.009469
510	-6696.056	-6733.903	37.84738	24.01334	4.624561
520	-6691.961	-6720.695	28.73366	18.34558	4.953589
530	-6700.968	-6735.334	34.36622	26.38591	4.726187
540	-6693.492	-6729.667	36.17589	22.9697	4.697945
550	-6704.502	-6734.883	30.38169	24.59522	4.923964
560	-6699.738	-6734.652	34.91438	24.79939	4.736674
570	-6712.318	-6745.423	33.10532	24.30058	4.817968
580	-6699.526	-6732.911	33.38561	23.6723	4.814268
590	-6705.606	-6739.511	33.90501	23.54856	4.79341
600	-6711.372	-6737.96	26.58786	21.03567	5.131576
610	-6698.498	-6728.333	29.83482	17.97204	4.87009
620	-6688.883	-6722.273	33.3902	20.33152	4.792426
630	-6698.996	-6731.384	32.38798	21.0272	4.855721
640	-6694.722	-6726.558	31.83536	23.12073	4.885714
650	-6711.962	-6745.226	33.26412	22.51228	4.825839
660	-6694.957	-6727.134	32.17775	23.62807	4.86583
670	-6701.828	-6731.977	30.14964	20.98722	4.961757
680	-6708.144	-6737.968	29.82314	25.58938	4.921704
690	-6694.132	-6729.767	35.63471	24.62572	4.70999
700	-6702.598	-6737.896	35.29847	23.80477	4.732498
710	-6705.31	-6733.914	28.60353	21.05376	5.03587
720	-6695.047	-6725.075	30.02814	22.59516	4.968997
730	-6696.005	-6726.103	30.09869	23.31267	4.958409
740	-6689.068	-6731.087	42.0188	25.19062	4.448192
750	-6706.177	-6734.305	28.12765	20.52613	5.053919
760	-6686.83	-6721.032	34.20214	22.44919	4.784053
770	-6694.62	-6721.196	26.5763	17.54698	5.024471
780	-6699.287	-6734.742	35.45519	23.50999	4.727786
790	-6690.54	-6717.782	27.24147	22.5735	5.092605
800	-6698.164	-6731.564	33.40022	26.40385	4.762334
810	-6695.864	-6728.57	32.70684	20.5511	4.831401
820	-6689.421	-6720.077	30.65641	20.7528	4.934482
830	-6688.784	-6724.42	35.63593	22.04818	4.717295
840	-6686.484	-6724.973	38.48914	23.05106	4.597637
850	-6697.426	-6736.779	39.35267	23.11734	4.560562
860	-6689.591	-6725.865	36.27409	23.1354	4.693728
870	-6703.543	-6736.374	32.83097	23.25511	4.841673
880	-6696.636	-6734.037	37.4008	26.47852	4.609304
890	-6701.005	-6733.958	32.95349	19.07121	4.76608
900	-6712.087	-6743.405	31.31753	24.02623	4.896277
910	-6709.139	-6737.196	28.05694	22.88988	5.052536
920	-6691.502	-6726.531	35.02897	23.98831	4.742173
930	-6690.561	-6733.843	43.28255	23.97523	4.398045
940	-6702.982	-6736.109	33.12647	22.89949	4.831021
950	-6699.311	-6731.529	32.218	21.73514	4.871025
960	-6694.031	-6732.645	38.61361	27.36678	4.545132
970	-6716.357	-6749.03	32.67301	22.65016	4.851804
980	-6695.25	-6726.862	31.61235	22.36507	4.899627
990	-6689.196	-6723.318	34.12113	20.62432	4.76445
1000	-6708.976	-6741.238	32.26115	21.51949	4.867478
1010	-6699.869	-6734.107	34.23761	23.78351	4.777266
1020	-6704.147	-6734.509	30.36245	21.97941	4.956547
1030	-6694.261	-6726.688	32.42738	21.3575	4.858152
1040	-6698.413	-6729.92	31.50734	20.90707	4.895925
1050	-6695.582	-6731.486	35.90392	27.06881	4.651768
1060	-6698.841	-6736.627	37.78546	23.39239	4.628719
1070	-6683.536	-6719.187	35.65052	24.10195	4.715241
1080	-6696.358	-6725.674	29.3154	21.74158	5.004568
1090	-6705.341	-6730.468	25.12719	23.23923	5.173296
1100	-6699.034	-6729.286	30.25284	19.72929	4.931623
1110	-6686.04	-6728.666	42.62631	24.29136	4.426158
1120	-6683.978	-6721.281	37.30298	24.69758	4.641488
1130	-6687.502	-6724.816	37.31368	23.28055	4.648919
1140	-6681.965	-6715.571	33.60575	24.76611	4.79002
1150	-6711.077	-6742.154	31.07783	21.15623	4.919489
1160	-6712.384	-6738.11	25.72671	21.72669	5.169746
1170	-6705.623	-6731.39	25.7675	21.99663	5.165427
1180	-6689.344	-6725.509	36.1648	22.73868	4.69796
1190	-6710.489	-6735.717	25.22784	22.90186	5.175901
1200	-6727.026	-6752.916	25.89053	19.43345	5.146365
1210	-6703.02	-6731.58	28.56035	22.12619	5.037778
1220	-6708.44	-6735.354	26.91396	20.69771	5.114452
1230	-6706.965	-6734.515	27.54987	20.39928	5.080574
1240	-6702.962	-6732.934	29.9718	22.35907	4.973012
1250	-6703.749	-6728.567	24.81863	18.73328	5.182067
1260	-6683.53	-6720.087	36.55748	21.79877	4.672307
1270	-6696.372	-6728.453	32.08093	26.75669	4.802265
1280	-6694.349	-6731.477	37.12708	23.37247	4.656885
1290	-6707.803	-6735.27	27.46643	23.4349	5.069042
1300	-6714.696	-6744.967	30.27074	24.48657	4.9308
1310	-6688.194	-6726.946	38.75178	25.56256	4.573157
1320	-6693.901	-6730.373	36.47256	25.26395	4.667233
1330	-6707.624	-6741.925	34.30097	23.64138	4.77586
1340	-6723.188	-6749.029	25.84081	19.72707	5.155209
1350	-6706.447	-6736.979	30.53164	21.87479	4.948828
1360	-6689.577	-6722.753	33.1755	20.69373	4.811842
1370	-6693.305	-6724.618	31.3137	19.70469	4.877036
1380	-6683.249	-6720.56	37.31097	21.01065	4.621159
1390	-6698.031	-6735.224	37.19296	25.75409	4.630938
1400	-6717.813	-6745.724	27.91153	19.87319	5.0536
1410	-6693.813	-6726.136	32.32313	28.07495	4.752329
1420	-6693.037	-6724.376	31.33914	23.25493	4.905826
1430	-6705.279	-6735.116	29.83659	19.35901	4.940686
1440	-6709.936	-6748.194	38.25749	25.6696	4.590903
1450	-6709.287	-6736.545	27.2581	27.34587	4.960857
1460	-6700.956	-6737.6	36.644	22.98378	4.67759
1470	-6698.375	-6733.428	35.05327	23.02308	4.746742
1480	-6702.484	-6734.82	32.33589	22.68102	4.866578
1490	-6702.537	-6729.965	27.42802	21.87535	5.090706
1500	-6694.993	-6726.025	31.03177	23.00222	4.921606
1510	-6708.682	-6736.326	27.64337	18.58338	5.024625
1520	-6709.863	-6733.666	23.803	24.22401	5.20312
1530	-6690.598	-6731.387	40.78985	22.92745	4.496655
1540	-6689.256	-6723.23	33.97466	21.90016	4.791629
1550	-6699.859	-6736.753	36.89455	24.32802	4.661794
1560	-6704.99	-6732.613	27.62291	20.54758	5.078743
1570	-6702.493	-6728.673	26.17983	22.91786	5.134052
1580	-6709.238	-6742.547	33.30846	21.59298	4.81957
1590	-6719.69	-6746.213	26.52341	23.71415	5.103207
1600	-6698.689	-6730.202	31.51291	21.83041	4.903833
1610	-6703.254	-6734.041	30.78682	20.77342	4.92851
1620	-6690.494	-6725.599	35.10539	26.65465	4.691748
1630	-6706.428	-6738.64	32.21181	22.77278	4.871646
1640	-6708.063	-6737.893	29.82936	19.87679	4.957192
1650	-6705.261	-6733.103	27.8419	26.2804	4.976994
1660	-6707.702	-6733.833	26.13141	20.90958	5.153066
1670	-6683.032	-6719.171	36.13837	25.47793	4.676879
1680	-6700.922	-6730.242	29.32075	21.96339	5.003986
1690	-6704.646	-6735.532	30.88538	18.7899	4.861126
1700	-6707.862	-6737.189	29.32688	21.03007	5.001322
1710	-6698.034	-6734.732	36.69782	20.98729	4.649751
1720	-6695.701	-6724.167	28.46628	22.19754	5.04157
1730	-6710.332	-6735.508	25.17576	26.3074	5.077437
1740	-6690.74	-6721.416	30.67552	20.5468	4.930166
1750	-6695.731	-6730.507	34.77596	23.429	4.757168
1760	-6696.181	-6727.306	31.12512	20.05589	4.897071
1770	-6695.038	-6726.162	31.12344	20.71754	4.911403
1780	-6684.25	-6713.747	29.49665	24.07983	4.971008
1790	-6711.246	-6738.32	27.07394	16.72565	4.927393
1800	-6694.85	-6722.972	28.12189	24.90914	5.007645
1810	-6713.256	-6742.564	29.30745	20.68587	4.998661
1820	-6704.452	-6734.111	29.65924	20.62815	4.980847
1830	-6701.043	-6729.705	28.66214	19.47089	5.004909
1840	-6707.577	-6739.168	31.59062	21.94937	4.900609
1850	-6713.652	-6743.676	30.02324	24.39473	4.942855
1860	-6711.332	-6739.391	28.05903	21.06267	5.061776
1870	-6704.889	-6733.002	28.11314	22.51335	5.054635
1880	-6716.409	-6736.749	20.34037	20.52526	5.433309
1890	-6696.918	-6726.192	29.27475	20.91779	5.002814
1900	-6705.238	-6732.83	27.59204	21.12523	5.084164
1910	-6694.574	-6726.636	32.06143	24.20293	4.862545
1920	-6698.54	-6728.687	30.14731	23.50451	4.953638
1930	-6708.605	-6737.946	29.34081	23.5749	4.986794
1940	-6690.37	-6722.411	32.0407	22.64646	4.879735
1950	-6694.136	-6731.978	37.84225	21.1163	4.598719
1960	-6698.186	-6733.894	35.70801	26.72861	4.667381
1970	-6694.83	-6731.241	36.41099	23.13141	4.687811
1980	-6709.833	-6738.756	28.92292	20.47922	5.014496
1990	-6690.898	-6726.586	35.68727	23.8307	4.715978
2000	-6709.524	-6740.91	31.38552	24.59511	4.883152
2010	-6694.317	-6729.617	35.30019	23.61467	4.733765
2020	-6700.178	-6729.757	29.57891	20.992	4.988995
2030	-6683.526	-6714.658	31.13181	18.96811	4.856819
2040	-6699.295	-6730.723	31.42805	20.35187	4.8894
2050	-6697.208	-6728.263	31.05419	24.46815	4.899168
2060	-6699.236	-6724.913	25.67691	21.21744	5.174657
2070	-6719.523	-6744.389	24.86651	20.17695	5.210378
2080	-6705.778	-6738.333	32.55495	21.92514	4.85657
2090	-6699.065	-6732.902	33.83763	25.25627	4.771681
2100	-6701.347	-6727.259	25.91285	25.27181	5.084956
2110	-6698.269	-6729.523	31.25415	25.33922	4.871984
2120	-6691.391	-6726.268	34.87706	27.23495	4.685263
2130	-6703.778	-6736.17	32.3913	19.93775	4.830283
2140	-6691.557	-6735.801	44.24379	24.11115	4.358752
2150	-6685.953	-6715.766	29.81234	21.43409	4.980953
2160	-6693.08	-6726.175	33.09473	26.7553	4.764414
2170	-6688.189	-6726.265	38.0764	24.9186	4.607909
2180	-6694.309	-6730.226	35.91703	23.3397	4.708756
2190	-6696.591	-6733.366	36.7752	22.54398	4.670082
2200	-6694.547	-6723.716	29.169	19.14336	4.967345
2210	-6713.565	-6741.475	27.91027	22.51132	5.063669
2220	-6694.726	-6729.197	34.47134	20.88985	4.753782
2230	-6699.895	-6733.13	33.23501	25.39239	4.792681
2240	-6699.721	-6732.273	32.55231	23.09456	4.854891
2250	-6708.581	-6741.988	33.40749	23.15933	4.817493
2260	-6712.253	-6737.466	25.21252	18.98064	5.169271
2270	-6689.038	-6726.242	37.20311	24.5527	4.647047
2280	-6699.352	-6726.645	27.29255	21.33051	5.09858
2290	-6695.611	-6727.183	31.57227	21.99476	4.90153
2300	-6700.258	-6731.161	30.90315	23.85403	4.916364
2310	-6716.996	-6746.992	29.9963	20.23661	4.957424
2320	-6711.225	-6738.909	27.68399	23.10726	5.065485
2330	-6685.274	-6721.086	35.81151	25.34383	4.692051
2340	-6691.321	-6726.556	35.23473	24.59143	4.726699
2350	-6685.121	-6724.954	39.83276	26.68762	4.513802
2360	-6709.147	-6737.415	28.26799	23.71405	5.029642
2370	-6692.631	-6729.84	37.20899	22.51713	4.650643
2380	-6692.356	-6726.146	33.79082	22.81271	4.80223
2390	-6711.524	-6738.963	27.43873	22.86369	5.079933
2400	-6711.282	-6740.566	29.28355	20.27153	4.99331
2410	-6714.757	-6738.929	24.17178	20.50012	5.246564
2420	-6710.834	-6739.582	28.74787	22.49208	5.026636
2430	-6699.19	-6725.911	26.72158	23.51921	5.099078
2440	-6697.159	-6725.144	27.98438	24.40662	5.026143
2450	-6709.43	-6736.342	26.9113	25.94259	5.023925
2460	-6707.256	-6735.437	28.18098	21.26621	5.056782
2470	-6707.697	-6736.588	28.89039	22.68142	5.018485
2480	-6710.504	-6737.641	27.13623	19.27817	5.077787
2490	-6701.748	-6729.717	27.96855	20.63513	5.06288
2500	-6697.617	-6734.134	36.51621	24.55648	4.674981
2510	-6689.343	-6720.758	31.41506	21.34433	4.905435
2520	-6709.084	-6741.43	32.34606	23.06359	4.864047
2530	-6699.561	-6736.194	36.63318	24.4254	4.671593
2540	-6706.199	-6738.394	32.19492	23.71911	4.863983
2550	-6691.549	-6725.819	34.26997	20.72399	4.75968
2560	-6693.645	-6723.842	30.19691	22.73639	4.960435
2570	-6708.246	-6733.554	25.3078	22.84449	5.173495
2580	-6708.927	-6737.111	28.18374	19.85987	5.039602
2590	-6696.054	-6731.532	35.47794	25.77595	4.697097
2600	-6690.37	-6726.036	35.66578	22.93893	4.720149
2610	-6717.556	-6744.281	26.72482	27.26648	4.983393
2620	-6699.199	-6729.819	30.62037	20.83166	4.937349
2630	-6693.637	-6719.565	25.92844	20.86989	5.162684
2640	-6693.19	-6723.837	30.64657	23.12903	4.93704
2650	-6703.156	-6732.844	29.68722	21.9611	4.987305
2660	-6688.267	-6725.483	37.21552	24.80768	4.643787
2670	-6688.757	-6723.726	34.96907	22.71729	4.750526
2680	-6726.303	-6752.492	26.18854	17.96504	5.07258
2690	-6710.315	-6734.081	23.7667	19.15606	5.249846
2700	-6702.485	-6736.646	34.16084	23.67179	4.781524
2710	-6677.357	-6716.543	39.18651	21.18052	4.536903
2720	-6697.936	-6729.46	31.52419	19.67905	4.865479
2730	-6690.852	-6723.509	32.65665	22.46888	4.852878
2740	-6707.302	-6737.541	30.23835	20.88795	4.956392
2750	-6691.308	-6719.759	28.45179	21.36961	5.044322
2760	-6692.595	-6724.15	31.55468	20.92576	4.893936
2770	-6687.791	-6719.198	31.40671	21.98062	4.909038
2780	-6710.544	-6734.521	23.97689	18.64933	5.224216
2790	-6698.723	-6724.101	25.37853	23.20998	5.163107
2800	-6692.066	-6730.887	38.82194	24.30364	4.582705
2810	-6709.082	-6743.046	33.96471	24.41147	4.781044
2820	-6716.408	-6743.902	27.49349	17.49881	4.968686
2830	-6712.144	-6737.247	25.10279	20.82546	5.202207
2840	-6698.57	-6733.54	34.97018	22.8239	4.750533
2850	-6692.469	-6729.331	36.86216	22.66788	4.666948
2860	-6698.244	-6728.037	29.79221	24.14804	4.957399
2870	-6700.686	-6731.149	30.46278	19.47968	4.912742
2880	-6715.993	-6746.319	30.32585	20.43981	4.945264
2890	-6701.404	-6737.98	36.57621	20.67656	4.646995
2900	-6697.389	-6731.657	34.26882	23.30811	4.779557
2910	-6677.954	-6711.292	33.33745	20.64389	4.802898
2920	-6695.472	-6726.571	31.09934	22.01315	4.923043
2930	-6697.672	-6727.6	29.92786	23.71175	4.959685
2940	-6700.794	-6733.577	32.78298	20.2371	4.819732
2950	-6704.381	-6732.448	28.06694	18.75187	5.009483
2960	-6702.056	-6731.702	29.64617	20.07372	4.971222
2970	-6707.613	-6736.004	28.39028	20.20648	5.036262
2980	-6689.883	-6722.548	32.66554	22.55313	4.85236
2990	-6694.438	-6718.462	24.02393	22.88497	5.228833
3000	-6706.285	-6733.983	27.69742	18.91054	5.035662
3010	-6697.016	-6730.423	33.40763	22.39881	4.8194
3020	-6692.955	-6724.32	31.36523	19.82808	4.878419
3030	-6703.496	-6729.314	25.81811	20.26791	5.164224
3040	-6710.85	-6737.237	26.38691	18.44119	5.085978
3050	-6702.379	-6731.573	29.19361	22.02984	5.009556
3060	-6683.305	-6717.275	33.96996	20.06009	4.755367
3070	-6693.951	-6724.79	30.83886	22.46397	4.933803
3080	-6702.167	-6732.493	30.32567	20.93643	4.952794
3090	-6692.544	-6722.878	30.3341	20.32906	4.942689
3100	-6707.473	-6736.62	29.14708	21.00729	5.009692
3110	-6715.615	-6745.88	30.26453	20.40129	4.947537
3120	-6708.891	-6741.632	32.74067	21.95286	4.848229
3130	-6702.517	-6739.088	36.57027	23.0286	4.680858
3140	-6691.421	-6724.288	32.86672	22.98014	4.841955
3150	-6694.131	-6723.029	28.89762	23.90534	4.999433
3160	-6683.674	-6711.486	27.81133	18.37766	5.005523
3170	-6692.492	-6724.029	31.53698	21.55618	4.901378
3180	-6696.579	-6731.072	34.49338	21.50916	4.763609
3190	-6692.787	-6727.86	35.07344	22.37984	4.744943
3200	-6711.533	-6739.638	28.10503	19.21396	5.025382
3210	-6716.914	-6745.839	28.92514	21.20834	5.02152
3220	-6712.462	-6744.807	32.34557	21.8044	4.865555
3230	-6703.364	-6737.64	34.27555	19.76883	4.729316
3240	-6704.255	-6733.761	29.50539	21.26086	4.994475
3250	-6694.745	-6732.523	37.77748	24.59017	4.623311
3260	-6706.727	-6739.155	32.42826	21.27746	4.857198
3270	-6709.055	-6738.572	29.51715	21.51978	4.994992
3280	-6705.301	-6744.066	38.76512	22.31824	4.579225
3290	-6701.589	-6732.581	30.99216	23.60477	4.916334
3300	-6685.382	-6727.419	42.0368	25.01822	4.448485
3310	-6686.412	-6724.628	38.2153	26.09105	4.585663
3320	-6695.977	-6725.341	29.3648	23.49051	4.987156
3330	-6697.161	-6726.162	29.00086	19.72778	4.99504
3340	-6699.387	-6731.287	31.89998	23.88491	4.874135
3350	-6703.229	-6732.968	29.73922	21.715	4.985055
3360	-6702.067	-6737.597	35.53003	23.17795	4.725805
3370	-6699.555	-6732.101	32.54573	21.77277	4.856187
3380	-6698.393	-6732.846	34.45293	22.6205	4.773196
3390	-6705.003	-6738.661	33.65733	21.49087	4.802263
3400	-6703.303	-6737.713	34.4098	22.51818	4.774959
3410	-6721.103	-6754.096	32.99282	23.86341	4.828646
3420	-6705.186	-6734.818	29.63242	21.97422	4.989773
3430	-6704.004	-6732.869	28.86566	22.48091	5.021496
3440	-6713.024	-6745.425	32.40091	23.04307	4.861811
3450	-6702.861	-6739.848	36.98674	29.1768	4.55456
3460	-6707.939	-6735.192	27.25291	23.76539	5.07134
3470	-6691.179	-6727.719	36.54002	27.2557	4.623688
3480	-6714.498	-6740.19	25.69153	20.68795	5.173471
3490	-6712.862	-6738.026	25.16396	17.38562	5.09415
3500	-6700.591	-6738.809	38.21855	24.63128	4.605017
3510	-6722.504	-6749.899	27.39438	24.15384	5.056557
3520	-6698.357	-6729.71	31.35287	23.19949	4.90581
3530	-6698.701	-6731.917	33.21548	23.65358	4.821649
3540	-6697.48	-6724.3	26.82	20.56049	5.117932
3550	-6701.997	-6730.674	28.67781	23.58935	5.014658
3560	-6697.287	-6728.405	31.11738	27.04873	4.82923
3570	-6689.994	-6724.344	34.35078	24.04693	4.769798
3580	-6699.086	-6730.103	31.01682	23.26814	4.919538
3590	-6703.959	-6734.197	30.2385	21.47044	4.961251
3600	-6693.433	-6724.559	31.12588	24.40238	4.897509
3610	-6688.027	-6720.45	32.42369	17.74417	4.708039
3620	-6698.824	-6729.247	30.42261	21.28702	4.951531
3630	-6702.806	-6733.711	30.90467	24.83029	4.897682
3640	-6690.213	-6722.795	32.58217	19.75584	4.814512
3650	-6698.927	-6723.984	25.05653	19.54106	5.191535
3660	-6695.428	-6730.339	34.91121	22.98162	4.752985
3670	-6699.791	-6726.892	27.1015	18.46367	5.048296
3680	-6715.493	-6745.443	29.95024	20.95064	4.970878
3690	-6706.037	-6729.511	23.47443	19.94854	5.27762
3700	-6685.924	-6715.892	29.96877	19.89575	4.950686
3710	-6708.646	-6740.248	31.60225	24.38151	4.878369
3720	-6689.376	-6723.879	34.50306	20.44577	4.741069
3730	-6688.702	-6721.665	32.96258	24.87002	4.814056
3740	-6697.546	-6729.816	32.26992	19.84117	4.83323
3750	-6690.567	-6727.478	36.91093	28.38698	4.580274
3760	-6699.424	-6735.542	36.11762	25.40223	4.678992
3770	-6686.701	-6723.69	36.98869	24.22743	4.658769
3780	-6686.407	-6719.988	33.58107	20.05779	4.774678
3790	-6702.154	-6729.905	27.7517	19.88682	5.061932
3800	-6714.069	-6737.767	23.69874	20.69825	5.269793
3810	-6697.405	-6731.732	34.32638	25.65791	4.744292
3820	-6698.483	-6738.452	39.96862	26.28057	4.515555
3830	-6695.552	-6728.886	33.3332	23.60184	4.817186
3840	-6699.286	-6734.205	34.91853	20.9367	4.733428
3850	-6712.847	-6747.977	35.1298	22.26468	4.741805
3860	-6713.325	-6742.694	29.36982	20.12428	4.986087
3870	-6697.118	-6731.856	34.73801	21.06624	4.744747
3880	-6697.877	-6731.452	33.57506	21.04592	4.799597
3890	-6689.548	-6724.232	34.68433	22.20587	4.761494
3900	-6690.492	-6725.298	34.8057	22.2821	4.756453
3910	-6688.518	-6728.757	40.23867	24.1229	4.524843
3920	-6707.212	-6731.752	24.54066	18.48728	5.187923
3930	-6715.82	-6742.696	26.87614	26.46109	5.007401
3940	-6686.176	-6722.326	36.1493	27.13707	4.641009
3950	-6710.798	-6747.878	37.07974	21.81865	4.648652
3960	-6704.573	-6737.79	33.21781	22.53984	4.827882
3970	-6686.988	-6723.11	36.12214	26.17744	4.664099
3980	-6690.333	-6716.925	26.59242	22.14273	5.126554
3990	-6700.193	-6730.374	30.18104	22.44386	4.963203
4000	-6685.922	-6726.165	40.2432	25.40793	4.516522
4010	-6688.393	-6723.536	35.14338	22.48296	4.742257
4020	-6700.681	-6729.424	28.74335	20.58742	5.024736
4030	-6694.732	-6728.928	34.1966	25.00115	4.762168
4040	-6689.019	-6730.956	41.93688	24.21716	4.454526
4050	-6699.409	-6731.128	31.71919	21.67362	4.893656
4060	-6712.819	-6741.389	28.56995	21.41019	5.038877
4070	-6694.899	-6726.726	31.82685	17.73861	4.741227
4080	-6701.59	-6733.839	32.24878	21.44714	4.867406
4090	-6687.869	-6721.959	34.09011	22.37322	4.788863
4100	-6693.022	-6730.294	37.27288	21.6519	4.637034
4110	-6703.002	-6733.642	30.63983	19.00426	4.88441
4120	-6690.038	-6720.631	30.59291	23.4655	4.935218
4130	-6707.42	-6737.45	30.0299	19.59196	4.938685
4140	-6706.648	-6735.03	28.38263	20.94384	5.045654
4150	-6701.485	-6736.353	34.86804	23.492	4.752872
4160	-6697.707	-6735.665	37.95812	22.56374	4.617778
4170	-6694.834	-6730.061	35.22755	20.3996	4.704214
4180	-6702.909	-6734.485	31.57521	21.30465	4.897558
4190	-6712.774	-6743.822	31.04805	24.67015	4.895324
4200	-6699.892	-6731.673	31.78154	18.76826	4.812274
4210	-6693.509	-6730.956	37.44772	24.61724	4.636453
4220	-6691.934	-6726.954	35.02005	20.60253	4.720272
4230	-6700.758	-6724.383	23.62496	27.33586	5.094141
4240	-6702.714	-6734.815	32.10104	22.10911	4.877732
4250	-6697.234	-6731.306	34.07162	21.00098	4.775149
4260	-6695.997	-6731.059	35.06163	22.9563	4.74647
4270	-6710.121	-6733.603	23.48235	18.8946	5.258119
4280	-6710.084	-6740.975	30.89109	20.14771	4.911076
4290	-6706.137	-6736.749	30.61232	20.74062	4.936425
4300	-6702.232	-6735.229	32.99645	20.69807	4.820586
4310	-6690.401	-6724.471	34.07009	22.68814	4.790115
4320	-6703.994	-6728.706	24.71238	19.15166	5.200365
4330	-6701	-6734.385	33.38543	21.63089	4.816378
4340	-6692.272	-6726.385	34.11359	20.32392	4.756621
4350	-6698.626	-6734.407	35.78158	21.3681	4.701294
4360	-6695.368	-6725.392	30.02432	24.41294	4.942429
4370	-6709.4	-6736.746	27.34637	19.7376	5.079129
4380	-6702.952	-6730.453	27.50015	22.65272	5.080152
4390	-6696.414	-6727.333	30.91895	23.22099	4.924277
4400	-6711.959	-6747.17	35.21098	20.02011	4.692014
4410	-6726.624	-6754.127	27.50215	20.43144	5.08331
4420	-6723.358	-6748.018	24.6602	23.97869	5.174682
4430	-6712.57	-6746.12	33.5507	25.33658	4.781406
4440	-6690.263	-6732.65	42.38621	21.29227	4.389694
4450	-6710.197	-6739.059	28.86156	20.68058	5.020154
4460	-6712.396	-6744.196	31.79992	19.16842	4.831049
4470	-6705.927	-6738.057	32.1307	20.40913	4.856248
4480	-6710.811	-6734.437	23.626	20.72712	5.273283
4490	-6717.32	-6744.725	27.40541	21.54295	5.093073
4500	-6702.26	-6734.926	32.66577	21.96587	4.851697
4510	-6694.919	-6731.373	36.45334	22.59713	4.684646
4520	-6683.142	-6719.156	36.01376	25.63773	4.6789
4530	-6678.779	-6719.875	41.09627	22.53855	4.478328
4540	-6698.954	-6731.559	32.60502	20.89135	4.843149
4550	-6714.737	-6739.745	25.00819	18.58326	5.166424
4560	-6704.301	-6730.851	26.55007	21.23263	5.133498
4570	-6694.747	-6727.294	32.54698	20.62257	4.840738
4580	-6701.291	-6730.41	29.11943	19.70342	4.988359
4590	-6704.745	-6736.908	32.16306	22.57313	4.874581
4600	-6702.726	-6731.855	29.12898	22.36475	5.010667
4610	-6702.887	-6728.76	25.87299	18.56117	5.118978
4620	-6698.23	-6730.113	31.88337	20.48098	4.869976
4630	-6688.026	-6718.425	30.39873	23.13848	4.947648
4640	-6701.031	-6730.868	29.83779	23.71492	4.96343
4650	-6707.803	-6742.655	34.85231	21.23248	4.742482
4660	-6719.089	-6741.141	22.05218	25.04565	5.246266
4670	-6693.537	-6725.321	31.78382	24.02201	4.876934
