Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
442	0	-6713.565	-6741.475	27.91027	22.51132	5.063669
443	1	-6702.551	-6736.542	33.99136	22.20384	4.792692
444	0	-6694.726	-6729.197	34.47134	20.88985	4.753782
445	1	-6724.795	-6745.106	20.31162	19.26582	5.431646
446	0	-6699.895	-6733.13	33.23501	25.39239	4.792681
447	1	-6706.552	-6735.56	29.00785	22.76198	5.012456
448	0	-6699.721	-6732.273	32.55231	23.09456	4.854891
449	1	-6715.701	-6742.861	27.16052	21.29587	5.104775
450	0	-6708.581	-6741.988	33.40749	23.15933	4.817493
451	1	-6694.29	-6732.608	38.31746	22.09937	4.596422
452	0	-6712.253	-6737.466	25.21252	18.98064	5.169271
453	1	-6708.035	-6738.858	30.8229	22.51184	4.934281
454	0	-6689.038	-6726.242	37.20311	24.5527	4.647047
455	1	-6703.119	-6733.628	30.50972	23.21592	4.94196
456	0	-6699.352	-6726.645	27.29255	21.33051	5.09858
457	1	-6685.925	-6725.977	40.05252	20.83862	4.484817
458	0	-6695.611	-6727.183	31.57227	21.99476	4.90153
459	1	-6699.463	-6728.15	28.68703	23.78246	5.010666
460	0	-6700.258	-6731.161	30.90315	23.85403	4.916364
461	1	-6691.753	-6729.436	37.6826	22.81959	4.631669
462	0	-6716.996	-6746.992	29.9963	20.23661	4.957424
463	1	-6693.51	-6734.984	41.47441	27.75307	4.433075
464	0	-6711.225	-6738.909	27.68399	23.10726	5.065485
465	1	-6701.47	-6736.988	35.51865	24.83418	4.711805
466	0	-6685.274	-6721.086	35.81151	25.34383	4.692051
467	1	-6694.121	-6726.24	32.11878	23.08234	4.873758
468	0	-6691.321	-6726.556	35.23473	24.59143	4.726699
469	1	-6698.838	-6731.898	33.05975	20.11885	4.802564
470	0	-6685.121	-6724.954	39.83276	26.68762	4.513802
471	1	-6701.299	-6731.616	30.3172	23.79722	4.941878
472	0	-6709.147	-6737.415	28.26799	23.71405	5.029642
473	1	-6704.092	-6740.674	36.58212	21.30337	4.662516
474	0	-6692.631	-6729.84	37.20899	22.51713	4.650643
475	1	-6690.142	-6726.673	36.5309	24.79129	4.671592
476	0	-6692.356	-6726.146	33.79082	22.81271	4.80223
477	1	-6689.141	-6725.602	36.4607	26.43446	4.645764
478	0	-6711.524	-6738.963	27.43873	22.86369	5.079933
479	1	-6700.371	-6729.381	29.01026	25.48119	4.956562
480	0	-6711.282	-6740.566	29.28355	20.27153	4.99331
481	1	-6706.012	-6734.059	28.04719	24.98608	5.008547
482	0	-6714.757	-6738.929	24.17178	20.50012	5.246564
483	1	-6696.84	-6732.374	35.53394	25.49717	4.70025
484	0	-6710.834	-6739.582	28.74787	22.49208	5.026636
485	1	-6711.166	-6738.133	26.96726	27.9802	4.946862
486	0	-6699.19	-6725.911	26.72158	23.51921	5.099078
487	1	-6701.433	-6733.918	32.48541	23.29262	4.856209
488	0	-6697.159	-6725.144	27.98438	24.40662	5.026143
489	1	-6705.078	-6733.188	28.1109	24.41944	5.020648
490	0	-6709.43	-6736.342	26.9113	25.94259	5.023925
491	1	-6703.632	-6734.809	31.17755	21.58283	4.918201
492	0	-6707.256	-6735.437	28.18098	21.26621	5.056782
493	1	-6707.264	-6738.279	31.01438	18.94642	4.861982
494	0	-6707.697	-6736.588	28.89039	22.68142	5.018485
495	1	-6709.206	-6736.064	26.85828	24.42415	5.07182
496	0	-6710.504	-6737.641	27.13623	19.27817	5.077787
497	1	-6704.152	-6738.191	34.03876	23.24823	4.789775
498	0	-6701.748	-6729.717	27.96855	20.63513	5.06288
499	1	-6681.82	-6718.356	36.53658	20.8741	4.654498
500	0	-6697.617	-6734.134	36.51621	24.55648	4.674981
501	1	-6685.34	-6723.073	37.73279	22.03333	4.621986
502	0	-6689.343	-6720.758	31.41506	21.34433	4.905435
503	1	-6706.635	-6733.073	26.43758	22.31617	5.131602
504	0	-6709.084	-6741.43	32.34606	23.06359	4.864047
505	1	-6683.978	-6717.089	33.11081	20.2557	4.804064
506	0	-6699.561	-6736.194	36.63318	24.4254	4.671593
507	1	-6712.95	-6738.997	26.04689	18.05378	5.085351
508	0	-6706.199	-6738.394	32.19492	23.71911	4.863983
509	1	-6696.821	-6728.282	31.46149	23.10506	4.902028
510	0	-6691.549	-6725.819	34.26997	20.72399	4.75968
511	1	-6709.907	-6737.428	27.52048	23.65584	5.06237
512	0	-6693.645	-6723.842	30.19691	22.73639	4.960435
513	1	-6704.604	-6735.839	31.23458	21.27132	4.913241
514	0	-6708.246	-6733.554	25.3078	22.84449	5.173495
515	1	-6699.763	-6734.771	35.00846	23.20174	4.74823
516	0	-6708.927	-6737.111	28.18374	19.85987	5.039602
517	1	-6711.354	-6741.654	30.2996	19.70469	4.928501
518	0	-6696.054	-6731.532	35.47794	25.77595	4.697097
519	1	-6694.927	-6726.898	31.97125	21.62659	4.881728
520	0	-6690.37	-6726.036	35.66578	22.93893	4.720149
521	1	-6697.768	-6729.751	31.98317	21.68514	4.881546
522	0	-6717.556	-6744.281	26.72482	27.26648	4.983393
523	1	-6709.636	-6737.609	27.97242	20.44728	5.060501
524	0	-6699.199	-6729.819	30.62037	20.83166	4.937349
525	1	-6704.051	-6738.582	34.53058	24.14064	4.761263
526	0	-6693.637	-6719.565	25.92844	20.86989	5.162684
527	1	-6692.06	-6730.027	37.96703	21.88815	4.609138
528	0	-6693.19	-6723.837	30.64657	23.12903	4.93704
529	1	-6698.535	-6730.245	31.71054	22.76806	4.893684
530	0	-6703.156	-6732.844	29.68722	21.9611	4.987305
531	1	-6699.604	-6731.875	32.27098	23.03763	4.867488
532	0	-6688.267	-6725.483	37.21552	24.80768	4.643787
533	1	-6691.965	-6734.279	42.31379	27.43827	4.408658
534	0	-6688.757	-6723.726	34.96907	22.71729	4.750526
535	1	-6699.158	-6732.545	33.38641	19.95972	4.781125
536	0	-6726.303	-6752.492	26.18854	17.96504	5.07258
537	1	-6713.563	-6740.212	26.64924	23.43278	5.103956
538	0	-6710.315	-6734.081	23.7667	19.15606	5.249846
539	1	-6717.99	-6745.185	27.19549	24.6434	5.052212
540	0	-6702.485	-6736.646	34.16084	23.67179	4.781524
541	1	-6712.205	-6741.543	29.33778	21.71146	5.003542
542	0	-6677.357	-6716.543	39.18651	21.18052	4.536903
543	1	-6697.212	-6734.364	37.15143	25.00003	4.643994
544	0	-6697.936	-6729.46	31.52419	19.67905	4.865479
545	1	-6689.932	-6720.023	30.09102	23.59703	4.95463
546	0	-6690.852	-6723.509	32.65665	22.46888	4.852878
547	1	-6689.433	-6720.357	30.92476	20.81112	4.922437
548	0	-6707.302	-6737.541	30.23835	20.88795	4.956392
549	1	-6702.658	-6738.623	35.96495	24.96434	4.69198
550	0	-6691.308	-6719.759	28.45179	21.36961	5.044322
551	1	-6696.077	-6728.605	32.52813	21.48541	4.854754
552	0	-6692.595	-6724.15	31.55468	20.92576	4.893936
553	1	-6698.842	-6731.083	32.24117	22.63238	4.870933
554	0	-6687.791	-6719.198	31.40671	21.98062	4.909038
555	1	-6692.261	-6730.094	37.83283	23.43619	4.626693
556	0	-6710.544	-6734.521	23.97689	18.64933	5.224216
557	1	-6707.6	-6742.316	34.71659	20.88273	4.741882
558	0	-6698.723	-6724.101	25.37853	23.20998	5.163107
559	1	-6697.93	-6736.469	38.5391	24.09387	4.595428
560	0	-6692.066	-6730.887	38.82194	24.30364	4.582705
561	1	-6724.216	-6750.944	26.72756	22.49157	5.116465
562	0	-6709.082	-6743.046	33.96471	24.41147	4.781044
563	1	-6693.655	-6724.407	30.75133	23.50272	4.927965
564	0	-6716.408	-6743.902	27.49349	17.49881	4.968686
565	1	-6726.722	-6751.404	24.68276	21.78191	5.217228
566	0	-6712.144	-6737.247	25.10279	20.82546	5.202207
567	1	-6703.762	-6729.69	25.92764	19.35195	5.142424
568	0	-6698.57	-6733.54	34.97018	22.8239	4.750533
569	1	-6708.974	-6743.9	34.92576	28.00193	4.661789
570	0	-6692.469	-6729.331	36.86216	22.66788	4.666948
571	1	-6694.358	-6726.061	31.70229	20.86864	4.886005
572	0	-6698.244	-6728.037	29.79221	24.14804	4.957399
573	1	-6693.453	-6726.35	32.89664	23.94364	4.831653
574	0	-6700.686	-6731.149	30.46278	19.47968	4.912742
575	1	-6706.188	-6735.344	29.15643	24.93864	4.965365
576	0	-6715.993	-6746.319	30.32585	20.43981	4.945264
577	1	-6707.646	-6732.574	24.92867	19.38531	5.194802
578	0	-6701.404	-6737.98	36.57621	20.67656	4.646995
579	1	-6712.915	-6749.745	36.82997	20.54177	4.630469
580	0	-6697.389	-6731.657	34.26882	23.30811	4.779557
581	1	-6703.635	-6737.2	33.56573	26.41524	4.755773
582	0	-6677.954	-6711.292	33.33745	20.64389	4.802898
583	1	-6702.592	-6726.923	24.33096	27.99264	5.040548
584	0	-6695.472	-6726.571	31.09934	22.01315	4.923043
585	1	-6698.355	-6728.727	30.37151	21.90501	4.956156
586	0	-6697.672	-6727.6	29.92786	23.71175	4.959685
587	1	-6683.287	-6720.296	37.00888	24.6918	4.653461
588	0	-6700.794	-6733.577	32.78298	20.2371	4.819732
589	1	-6702.638	-6729.473	26.83466	20.4265	5.115928
590	0	-6704.381	-6732.448	28.06694	18.75187	5.009483
591	1	-6698.753	-6727.522	28.76847	20.16654	5.016793
592	0	-6702.056	-6731.702	29.64617	20.07372	4.971222
593	1	-6700.432	-6728.204	27.77189	25.11868	5.015822
594	0	-6707.613	-6736.004	28.39028	20.20648	5.036262
595	1	-6695.004	-6725.557	30.55397	21.07486	4.94345
596	0	-6689.883	-6722.548	32.66554	22.55313	4.85236
597	1	-6701.584	-6734.05	32.46579	22.11448	4.861246
598	0	-6694.438	-6718.462	24.02393	22.88497	5.228833
599	1	-6695.987	-6727.38	31.39337	22.53819	4.908832
600	0	-6706.285	-6733.983	27.69742	18.91054	5.035662
601	1	-6689.976	-6722.56	32.5839	20.80762	4.842648
602	0	-6697.016	-6730.423	33.40763	22.39881	4.8194
603	1	-6690.451	-6727.127	36.67663	20.72362	4.643539
604	0	-6692.955	-6724.32	31.36523	19.82808	4.878419
605	1	-6699.676	-6728.27	28.59425	21.57839	5.037893
606	0	-6703.496	-6729.314	25.81811	20.26791	5.164224
607	1	-6710.395	-6739.857	29.46214	19.25007	4.956103
608	0	-6710.85	-6737.237	26.38691	18.44119	5.085978
609	1	-6698.89	-6731.948	33.05712	28.78441	4.702739
610	0	-6702.379	-6731.573	29.19361	22.02984	5.009556
611	1	-6705.856	-6742.385	36.52818	22.24886	4.678857
612	0	-6683.305	-6717.275	33.96996	20.06009	4.755367
613	1	-6699.513	-6728.927	29.41466	28.42459	4.842938
614	0	-6693.951	-6724.79	30.83886	22.46397	4.933803
615	1	-6685.304	-6726.746	41.44262	24.15592	4.474943
616	0	-6702.167	-6732.493	30.32567	20.93643	4.952794
617	1	-6695.505	-6731.562	36.05733	22.19856	4.699601
618	0	-6692.544	-6722.878	30.3341	20.32906	4.942689
619	1	-6682.036	-6727.091	45.05438	25.13968	4.327763
620	0	-6707.473	-6736.62	29.14708	21.00729	5.009692
621	1	-6713.955	-6737.202	23.24646	20.47443	5.291671
622	0	-6715.615	-6745.88	30.26453	20.40129	4.947537
623	1	-6697.386	-6726.139	28.75371	24.25936	4.997965
624	0	-6708.891	-6741.632	32.74067	21.95286	4.848229
625	1	-6695.364	-6734.775	39.4111	22.80774	4.555821
626	0	-6702.517	-6739.088	36.57027	23.0286	4.680858
627	1	-6711.626	-6741.05	29.42379	22.26835	4.998065
628	0	-6691.421	-6724.288	32.86672	22.98014	4.841955
629	1	-6699.216	-6734.882	35.66535	24.72613	4.707409
630	0	-6694.131	-6723.029	28.89762	23.90534	4.999433
631	1	-6699.131	-6735.847	36.71575	22.3266	4.671121
632	0	-6683.674	-6711.486	27.81133	18.37766	5.005523
633	1	-6696.268	-6730.684	34.41594	25.15609	4.750638
634	0	-6692.492	-6724.029	31.53698	21.55618	4.901378
635	1	-6712.215	-6742.868	30.65297	21.2199	4.940152
636	0	-6696.579	-6731.072	34.49338	21.50916	4.763609
637	1	-6701.427	-6730.514	29.08706	18.27347	4.930233
638	0	-6692.787	-6727.86	35.07344	22.37984	4.744943
639	1	-6696.132	-6732.63	36.49771	28.08903	4.603244
640	0	-6711.533	-6739.638	28.10503	19.21396	5.025382
641	1	-6706.854	-6737.274	30.4198	25.39843	4.903394
642	0	-6716.914	-6745.839	28.92514	21.20834	5.02152
643	1	-6694.967	-6736.321	41.35431	23.77798	4.478021
644	0	-6712.462	-6744.807	32.34557	21.8044	4.865555
645	1	-6689.904	-6722.611	32.70623	21.43084	4.845906
646	0	-6703.364	-6737.64	34.27555	19.76883	4.729316
647	1	-6706.493	-6731.259	24.76616	18.79585	5.186989
648	0	-6704.255	-6733.761	29.50539	21.26086	4.994475
649	1	-6706.19	-6736.288	30.09755	20.88615	4.963112
650	0	-6694.745	-6732.523	37.77748	24.59017	4.623311
651	1	-6692.387	-6721.96	29.57266	21.35417	4.9918
652	0	-6706.727	-6739.155	32.42826	21.27746	4.857198
653	1	-6693.742	-6719.995	26.25215	18.99372	5.114937
654	0	-6709.055	-6738.572	29.51715	21.51978	4.994992
655	1	-6698.872	-6727.167	28.29565	19.31055	5.018717
656	0	-6705.301	-6744.066	38.76512	22.31824	4.579225
657	1	-6704.576	-6734.177	29.60153	23.25752	4.98051
658	0	-6701.589	-6732.581	30.99216	23.60477	4.916334
659	1	-6689.446	-6721.745	32.29887	22.06796	4.868696
660	0	-6685.382	-6727.419	42.0368	25.01822	4.448485
661	1	-6698.807	-6736.093	37.28569	25.5273	4.631072
662	0	-6686.412	-6724.628	38.2153	26.09105	4.585663
663	1	-6701.777	-6733.38	31.60224	22.73533	4.898631
664	0	-6695.977	-6725.341	29.3648	23.49051	4.987156
665	1	-6690.517	-6726.217	35.69972	26.01352	4.683701
666	0	-6697.161	-6726.162	29.00086	19.72778	4.99504
667	1	-6694.536	-6720.256	25.71997	17.82644	5.090765
668	0	-6699.387	-6731.287	31.89998	23.88491	4.874135
669	1	-6704.764	-6734.282	29.5178	25.30843	4.941333
670	0	-6703.229	-6732.968	29.73922	21.715	4.985055
671	1	-6694.972	-6725.028	30.05655	21.96855	4.970478
672	0	-6702.067	-6737.597	35.53003	23.17795	4.725805
673	1	-6702.071	-6729.561	27.49015	19.8615	5.07456
674	0	-6699.555	-6732.101	32.54573	21.77277	4.856187
675	1	-6703.093	-6740.628	37.53451	24.17884	4.636577
676	0	-6698.393	-6732.846	34.45293	22.6205	4.773196
677	1	-6709.755	-6736.82	27.06583	22.95953	5.094722
678	0	-6705.003	-6738.661	33.65733	21.49087	4.802263
679	1	-6695.868	-6727.103	31.23446	23.57174	4.906511
680	0	-6703.303	-6737.713	34.4098	22.51818	4.774959
681	1	-6709.749	-6745.597	35.8482	25.01267	4.695932
682	0	-6721.103	-6754.096	32.99282	23.86341	4.828646
683	1	-6707.185	-6740.623	33.43867	24.27027	4.804689
684	0	-6705.186	-6734.818	29.63242	21.97422	4.989773
685	1	-6716.464	-6742.682	26.21793	22.03626	5.144568
686	0	-6704.004	-6732.869	28.86566	22.48091	5.021496
687	1	-6693.33	-6731.803	38.47236	22.86044	4.597329
688	0	-6713.024	-6745.425	32.40091	23.04307	4.861811
689	1	-6706.331	-6736.815	30.48478	24.45102	4.922791
690	0	-6702.861	-6739.848	36.98674	29.1768	4.55456
691	1	-6709.419	-6740.321	30.90252	24.95003	4.895092
692	0	-6707.939	-6735.192	27.25291	23.76539	5.07134
693	1	-6708.235	-6729.176	20.94107	23.19738	5.354666
694	0	-6691.179	-6727.719	36.54002	27.2557	4.623688
695	1	-6699.177	-6735.088	35.91162	26.23481	4.670916
696	0	-6714.498	-6740.19	25.69153	20.68795	5.173471
697	1	-6702.213	-6732.425	30.21156	17.56297	4.81859
698	0	-6712.862	-6738.026	25.16396	17.38562	5.09415
699	1	-6697.539	-6730.927	33.38797	20.69236	4.801544
700	0	-6700.591	-6738.809	38.21855	24.63128	4.605017
701	1	-6697.389	-6730.019	32.63018	20.80586	4.840391
702	0	-6722.504	-6749.899	27.39438	24.15384	5.056557
703	1	-6697.694	-6725.929	28.23446	24.03693	5.024365
704	0	-6698.357	-6729.71	31.35287	23.19949	4.90581
705	1	-6690.375	-6730.568	40.19236	24.93586	4.522863
706	0	-6698.701	-6731.917	33.21548	23.65358	4.821649
707	1	-6706.384	-6743.906	37.52231	21.99873	4.631065
708	0	-6697.48	-6724.3	26.82	20.56049	5.117932
709	1	-6708.59	-6747.239	38.64896	23.65687	4.591936
710	0	-6701.997	-6730.674	28.67781	23.58935	5.014658
711	1	-6684.465	-6724.003	39.53841	25.27901	4.545717
712	0	-6697.287	-6728.405	31.11738	27.04873	4.82923
713	1	-6693.435	-6725.168	31.73317	23.31617	4.888262
714	0	-6689.994	-6724.344	34.35078	24.04693	4.769798
715	1	-6690.733	-6720.9	30.16656	20.95364	4.960586
716	0	-6699.086	-6730.103	31.01682	23.26814	4.919538
717	1	-6688.869	-6722.249	33.37975	21.90625	4.818833
718	0	-6703.959	-6734.197	30.2385	21.47044	4.961251
719	1	-6689.606	-6725.357	35.75085	25.08316	4.698733
720	0	-6693.433	-6724.559	31.12588	24.40238	4.897509
721	1	-6699.35	-6733.422	34.0715	21.15417	4.777951
722	0	-6688.027	-6720.45	32.42369	17.74417	4.708039
723	1	-6700.684	-6733.522	32.83807	20.41703	4.821788
724	0	-6698.824	-6729.247	30.42261	21.28702	4.951531
725	1	-6693.868	-6728.661	34.79348	26.42171	4.70914
726	0	-6702.806	-6733.711	30.90467	24.83029	4.897682
727	1	-6690.517	-6724.419	33.90215	21.08461	4.784753
728	0	-6690.213	-6722.795	32.58217	19.75584	4.814512
729	1	-6702.957	-6732.429	29.47166	23.5532	4.981599
730	0	-6698.927	-6723.984	25.05653	19.54106	5.191535
731	1	-6709.851	-6738.14	28.28907	21.36987	5.051937
732	0	-6695.428	-6730.339	34.91121	22.98162	4.752985
733	1	-6702.165	-6732.704	30.53911	23.74151	4.933441
734	0	-6699.791	-6726.892	27.1015	18.46367	5.048296
735	1	-6698.128	-6730.383	32.2551	24.40345	4.851216
736	0	-6715.493	-6745.443	29.95024	20.95064	4.970878
737	1	-6695.289	-6730.387	35.09854	21.19527	4.73019
738	0	-6706.037	-6729.511	23.47443	19.94854	5.27762
739	1	-6695.92	-6727.186	31.26517	20.3573	4.897524
740	0	-6685.924	-6715.892	29.96877	19.89575	4.950686
741	1	-6701.893	-6735.281	33.38782	21.01714	4.807995
742	0	-6708.646	-6740.248	31.60225	24.38151	4.878369
743	1	-6693.657	-6731.15	37.4927	22.53573	4.638191
744	0	-6689.376	-6723.879	34.50306	20.44577	4.741069
745	1	-6685.8	-6724.39	38.58947	26.92962	4.555488
746	0	-6688.702	-6721.665	32.96258	24.87002	4.814056
747	1	-6716.09	-6743.674	27.58347	21.6858	5.084434
748	0	-6697.546	-6729.816	32.26992	19.84117	4.83323
749	1	-6698.29	-6727.108	28.8183	23.124	5.016159
750	0	-6690.567	-6727.478	36.91093	28.38698	4.580274
751	1	-6684.026	-6724.736	40.71001	23.03687	4.501166
752	0	-6699.424	-6735.542	36.11762	25.40223	4.678992
753	1	-6704.122	-6736.075	31.95303	21.23538	4.879064
754	0	-6686.701	-6723.69	36.98869	24.22743	4.658769
755	1	-6704.43	-6728.945	24.51501	19.43196	5.217116
756	0	-6686.407	-6719.988	33.58107	20.05779	4.774678
757	1	-6702.196	-6726.792	24.59527	18.90199	5.199445
758	0	-6702.154	-6729.905	27.7517	19.88682	5.061932
759	1	-6700.841	-6734.643	33.80169	23.51066	4.798113
760	0	-6714.069	-6737.767	23.69874	20.69825	5.269793
761	1	-6693.407	-6726.049	32.64247	25.79416	4.80666
762	0	-6697.405	-6731.732	34.32638	25.65791	4.744292
763	1	-6713.104	-6741.099	27.99486	26.10081	4.977068
764	0	-6698.483	-6738.452	39.96862	26.28057	4.515555
765	1	-6708.706	-6738.436	29.73059	22.30136	4.98412
766	0	-6695.552	-6728.886	33.3332	23.60184	4.817186
767	1	-6705.825	-6733.41	27.58472	21.6963	5.08434
768	0	-6699.286	-6734.205	34.91853	20.9367	4.733428
769	1	-6690.693	-6731.063	40.36988	21.95046	4.500653
770	0	-6712.847	-6747.977	35.1298	22.26468	4.741805
771	1	-6705.575	-6730.276	24.70064	20.90518	5.221496
772	0	-6713.325	-6742.694	29.36982	20.12428	4.986087
773	1	-6700.071	-6728.598	28.52702	25.01902	4.988461
774	0	-6697.118	-6731.856	34.73801	21.06624	4.744747
775	1	-6704.11	-6729.782	25.67207	20.85406	5.174937
776	0	-6697.877	-6731.452	33.57506	21.04592	4.799597
777	1	-6707.944	-6733.119	25.17502	19.63698	5.187343
778	0	-6689.548	-6724.232	34.68433	22.20587	4.761494
779	1	-6717.662	-6741.657	23.99513	20.99497	5.254981
780	0	-6690.492	-6725.298	34.8057	22.2821	4.756453
781	1	-6687.385	-6719.904	32.5191	22.3784	4.859079
782	0	-6688.518	-6728.757	40.23867	24.1229	4.524843
783	1	-6705.485	-6739.008	33.52217	22.9703	4.813474
784	0	-6707.212	-6731.752	24.54066	18.48728	5.187923
785	1	-6704.434	-6733.85	29.41552	20.49791	4.990739
786	0	-6715.82	-6742.696	26.87614	26.46109	5.007401
787	1	-6692.362	-6724.273	31.91159	21.77594	4.885327
788	0	-6686.176	-6722.326	36.1493	27.13707	4.641009
789	1	-6706.685	-6735.081	28.39527	24.64503	5.003486
790	0	-6710.798	-6747.878	37.07974	21.81865	4.648652
791	1	-6715.907	-6751.916	36.00965	26.65867	4.657729
792	0	-6704.573	-6737.79	33.21781	22.53984	4.827882
793	1	-6708.553	-6734.179	25.62603	22.06528	5.171103
794	0	-6686.988	-6723.11	36.12214	26.17744	4.664099
795	1	-6696.983	-6729.501	32.51786	26.10391	4.803698
796	0	-6690.333	-6716.925	26.59242	22.14273	5.126554
797	1	-6690.645	-6721.049	30.4036	22.91481	4.949781
798	0	-6700.193	-6730.374	30.18104	22.44386	4.963203
799	1	-6700.984	-6727.084	26.09927	18.70365	5.11256
800	0	-6685.922	-6726.165	40.2432	25.40793	4.516522
801	1	-6691.548	-6721.832	30.28435	22.71908	4.956729
802	0	-6688.393	-6723.536	35.14338	22.48296	4.742257
803	1	-6691.323	-6725.859	34.53583	20.86111	4.750057
804	0	-6700.681	-6729.424	28.74335	20.58742	5.024736
805	1	-6705.185	-6730.946	25.76122	21.64251	5.168768
806	0	-6694.732	-6728.928	34.1966	25.00115	4.762168
807	1	-6707.512	-6733.409	25.89769	22.83186	5.147894
808	0	-6689.019	-6730.956	41.93688	24.21716	4.454526
809	1	-6693.574	-6727.772	34.1985	20.7732	4.764272
810	0	-6699.409	-6731.128	31.71919	21.67362	4.893656
811	1	-6691.276	-6727.207	35.93103	22.86194	4.708499
812	0	-6712.819	-6741.389	28.56995	21.41019	5.038877
813	1	-6700.768	-6732.642	31.87415	22.83539	4.886113
814	0	-6694.899	-6726.726	31.82685	17.73861	4.741227
815	1	-6695.105	-6726.76	31.65499	19.40528	4.848623
816	0	-6701.59	-6733.839	32.24878	21.44714	4.867406
817	1	-6689.194	-6731.049	41.85559	23.56168	4.455864
818	0	-6687.869	-6721.959	34.09011	22.37322	4.788863
819	1	-6690.055	-6721.481	31.42637	22.12554	4.908248
820	0	-6693.022	-6730.294	37.27288	21.6519	4.637034
821	1	-6695.304	-6722.535	27.23163	22.93039	5.087962
822	0	-6703.002	-6733.642	30.63983	19.00426	4.88441
823	1	-6706.032	-6739.432	33.39961	22.51289	4.819821
824	0	-6690.038	-6720.631	30.59291	23.4655	4.935218
825	1	-6704.376	-6737.469	33.09337	23.57952	4.827572
826	0	-6707.42	-6737.45	30.0299	19.59196	4.938685
827	1	-6691.623	-6725.749	34.12685	23.20693	4.786201
828	0	-6706.648	-6735.03	28.38263	20.94384	5.045654
829	1	-6697.753	-6733.937	36.18357	23.93708	4.694423
830	0	-6701.485	-6736.353	34.86804	23.492	4.752872
831	1	-6701.903	-6727.058	25.15479	20.3355	5.197513
832	0	-6697.707	-6735.665	37.95812	22.56374	4.617778
833	1	-6708.951	-6736.467	27.51615	21.31877	5.088091
834	0	-6694.834	-6730.061	35.22755	20.3996	4.704214
835	1	-6701.871	-6734.456	32.58454	24.97714	4.827132
836	0	-6702.909	-6734.485	31.57521	21.30465	4.897558
837	1	-6687.898	-6723.236	35.33821	22.38986	4.733163
838	0	-6712.774	-6743.822	31.04805	24.67015	4.895324
839	1	-6691.94	-6723.52	31.58061	23.07618	4.897127
840	0	-6699.892	-6731.673	31.78154	18.76826	4.812274
841	1	-6691.128	-6724.549	33.42031	22.74797	4.818636
842	0	-6693.509	-6730.956	37.44772	24.61724	4.636453
843	1	-6692.996	-6728.317	35.32047	22.09279	4.731983
844	0	-6691.934	-6726.954	35.02005	20.60253	4.720272
845	1	-6699.567	-6731.263	31.69601	22.59627	4.895178
846	0	-6700.758	-6724.383	23.62496	27.33586	5.094141
847	1	-6702.977	-6732.507	29.53022	17.8616	4.879495
848	0	-6702.714	-6734.815	32.10104	22.10911	4.877732
849	1	-6699.351	-6724.864	25.51302	21.32489	5.182029
850	0	-6697.234	-6731.306	34.07162	21.00098	4.775149
851	1	-6701.102	-6734.591	33.48903	24.12479	4.80462
852	0	-6695.997	-6731.059	35.06163	22.9563	4.74647
853	1	-6691.517	-6727.664	36.14716	22.45736	4.697461
854	0	-6710.121	-6733.603	23.48235	18.8946	5.258119
855	1	-6709.141	-6742.408	33.26713	24.23893	4.812213
856	0	-6710.084	-6740.975	30.89109	20.14771	4.911076
857	1	-6698.032	-6730.015	31.98305	22.02797	4.882931
858	0	-6706.137	-6736.749	30.61232	20.74062	4.936425
859	1	-6701.747	-6737.268	35.52023	26.12519	4.688225
860	0	-6702.232	-6735.229	32.99645	20.69807	4.820586
861	1	-6706.532	-6736.829	30.29705	24.61854	4.926899
862	0	-6690.401	-6724.471	34.07009	22.68814	4.790115
863	1	-6699.597	-6726.658	27.06059	24.01863	5.073636
864	0	-6703.994	-6728.706	24.71238	19.15166	5.200365
865	1	-6699.723	-6729.631	29.90761	25.16072	4.929734
866	0	-6701	-6734.385	33.38543	21.63089	4.816378
867	1	-6689.321	-6723.603	34.28175	21.76471	4.776374
868	0	-6692.272	-6726.385	34.11359	20.32392	4.756621
869	1	-6698.881	-6733.071	34.19022	22.29026	4.784107
870	0	-6698.626	-6734.407	35.78158	21.3681	4.701294
871	1	-6698.434	-6732.444	34.01012	21.85261	4.789629
872	0	-6695.368	-6725.392	30.02432	24.41294	4.942429
873	1	-6709.909	-6740.042	30.13297	27.42109	4.853178
874	0	-6709.4	-6736.746	27.34637	19.7376	5.079129
875	1	-6707.849	-6740.489	32.63979	18.63127	4.758632
876	0	-6702.952	-6730.453	27.50015	22.65272	5.080152
877	1	-6712.135	-6733.388	21.25251	17.02522	5.29693
878	0	-6696.414	-6727.333	30.91895	23.22099	4.924277
879	1	-6691.192	-6722.603	31.41088	21.931	4.908763
880	0	-6711.959	-6747.17	35.21098	20.02011	4.692014
881	1	-6706.283	-6737.181	30.89858	22.2429	4.931899
882	0	-6726.624	-6754.127	27.50215	20.43144	5.08331
883	1	-6695.169	-6726.958	31.78867	22.15227	4.891888
884	0	-6723.358	-6748.018	24.6602	23.97869	5.174682
885	1	-6720.134	-6747.915	27.78114	18.21189	4.998342
886	0	-6712.57	-6746.12	33.5507	25.33658	4.781406
887	1	-6693.59	-6730.121	36.53108	25.60489	4.659297
888	0	-6690.263	-6732.65	42.38621	21.29227	4.389694
889	1	-6692.766	-6724.392	31.62563	24.34064	4.878147
890	0	-6710.197	-6739.059	28.86156	20.68058	5.020154
891	1	-6695.163	-6727.747	32.58435	22.36097	4.856167
