Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
4560	-6693.365	-6725.941	32.57625	21.8997	4.855481
4570	-6692.423	-6723.266	30.84324	23.59703	4.922752
4580	-6701.526	-6733.247	31.72097	24.03877	4.879288
4590	-6701.31	-6730.84	29.53022	24.70477	4.956036
4600	-6707.006	-6738.22	31.21428	18.60278	4.833559
4610	-6712.509	-6737.869	25.35984	21.49543	5.188329
4620	-6707.677	-6734.604	26.92708	20.82942	5.11463
4630	-6702.32	-6728.32	25.99913	19.40475	5.14007
4640	-6706.091	-6735.837	29.74544	18.37443	4.900096
4650	-6698.221	-6731.748	33.52653	20.12285	4.77949
4660	-6703.761	-6740.894	37.13266	22.85114	4.655897
4670	-6687.716	-6726.195	38.47964	20.52112	4.549402
4680	-6697.043	-6729.28	32.23706	25.83858	4.821268
4690	-6695.467	-6727.191	31.72409	22.13729	4.894797
4700	-6698.789	-6731.16	32.37053	19.91988	4.830751
4710	-6712.555	-6736.447	23.89189	22.76788	5.237093
4720	-6705.236	-6733.523	28.28759	21.5495	5.052121
4730	-6705.608	-6738.208	32.59923	19.56952	4.806667
4740	-6708.121	-6739.355	31.23373	25.63875	4.865319
4750	-6693.288	-6729.458	36.16999	23.83423	4.695699
4760	-6722.375	-6745.668	23.29265	20.42469	5.289327
4770	-6705.449	-6730.426	24.97776	18.94691	5.180612
4780	-6706.185	-6730.78	24.59508	17.91909	5.158876
4790	-6712.765	-6743.086	30.32064	18.43313	4.872204
4800	-6698.453	-6729.515	31.06226	21.03895	4.91891
4810	-6715.251	-6742.22	26.96922	19.79899	5.099533
4820	-6713.359	-6741.463	28.10417	18.68366	5.004469
4830	-6699.539	-6729.897	30.35792	20.24415	4.939719
4840	-6697.258	-6726.324	29.06596	18.93147	4.964187
4850	-6712.251	-6748.247	35.99643	23.43115	4.705068
4860	-6706.407	-6739.376	32.96919	21.8456	4.83722
4870	-6718.486	-6742.526	24.04028	22.86503	5.228544
4880	-6734.824	-6757.68	22.85605	24.12516	5.245358
4890	-6722.153	-6745.17	23.01727	25.43701	5.193411
4900	-6721.577	-6750.101	28.52368	20.27252	5.030812
4910	-6722.665	-6754.004	31.33915	23.17352	4.906662
4920	-6713.611	-6744.709	31.0977	22.18772	4.923038
4930	-6689.827	-6728.683	38.85597	25.62708	4.568189
4940	-6721.915	-6755.075	33.15949	25.2195	4.799291
4950	-6699.681	-6726.565	26.88418	21.30837	5.117743
4960	-6700.006	-6732.305	32.29976	21.67053	4.866848
4970	-6700.556	-6731.125	30.56885	21.21907	4.944109
4980	-6694.048	-6725.806	31.75824	22.14861	4.89326
4990	-6707.128	-6733.698	26.57028	20.79781	5.131611
5000	-6697.954	-6730.982	33.02807	20.90332	4.823119
5010	-6694.723	-6732.545	37.82181	24.55295	4.621846
5020	-6700.948	-6737.144	36.19642	22.57648	4.695917
5030	-6695.176	-6733.886	38.71055	25.59383	4.574333
5040	-6712.516	-6748.439	35.92221	23.26696	4.70872
5050	-6693.45	-6731.503	38.05347	24.93722	4.608623
5060	-6706.125	-6740.044	33.91913	22.7308	4.796729
5070	-6708.004	-6738.824	30.81926	19.31536	4.888222
5080	-6704.754	-6737.76	33.00618	20.71356	4.820443
5090	-6695.551	-6728.373	32.82178	22.54003	4.845452
5100	-6702.68	-6738.627	35.94704	22.40701	4.706078
5110	-6700.061	-6736.094	36.03321	25.00693	4.688621
5120	-6701.16	-6736.826	35.6654	23.67733	4.71793
5130	-6702.441	-6733.309	30.8675	20.17354	4.912878
5140	-6705.087	-6733.152	28.06511	21.14924	5.061866
5150	-6699.652	-6732.929	33.27684	21.44042	4.819393
5160	-6715.333	-6741.954	26.6213	25.27667	5.056771
5170	-6680.046	-6714.997	34.9512	23.48668	4.749363
5180	-6684.314	-6725.929	41.6151	24.03373	4.46769
5190	-6710.16	-6736.102	25.94266	18.66029	5.119243
5200	-6693.193	-6725.832	32.63891	20.81223	4.840091
5210	-6696.644	-6729.608	32.96388	23.69094	4.831878
5220	-6697.05	-6727.73	30.67971	24.76393	4.908215
5230	-6696.367	-6730.85	34.48326	21.47513	4.763614
5240	-6706.972	-6738.116	31.14445	26.55117	4.84344
5250	-6715.94	-6743.606	27.66533	20.70642	5.078225
5260	-6693.985	-6720.913	26.92764	20.00302	5.105474
5270	-6706.721	-6735.257	28.53587	24.55429	5.000014
5280	-6693.46	-6722.139	28.67957	22.45331	5.03002
5290	-6714.488	-6751.516	37.02732	23.24769	4.661225
5300	-6700.937	-6729.042	28.10535	25.35223	4.995871
5310	-6706.237	-6735.831	29.59412	24.68548	4.953901
5320	-6712.242	-6737.624	25.38128	19.27871	5.168834
5330	-6699.853	-6731.643	31.79058	21.80137	4.890995
5340	-6705.639	-6736.001	30.36207	21.43481	4.95531
5350	-6702.207	-6730.462	28.25472	24.23596	5.019073
5360	-6698.423	-6726.476	28.05266	18.96934	5.0192
5370	-6694.615	-6730.711	36.09667	25.78307	4.672957
5380	-6712.988	-6743.23	30.24201	23.67403	4.947037
5390	-6712.364	-6740.926	28.56171	18.39133	4.965422
5400	-6685.646	-6721.382	35.73612	24.5267	4.707115
5410	-6699.148	-6734.532	35.38335	22.64194	4.732123
5420	-6701.149	-6740.487	39.3378	23.65301	4.562816
5430	-6701.532	-6744.449	42.91627	23.83704	4.412664
5440	-6696.632	-6740.779	44.14721	26.54622	4.35377
5450	-6696.542	-6726.759	30.21665	21.90233	4.963226
5460	-6699.378	-6729.939	30.56093	22.36105	4.946656
5470	-6688.783	-6719.283	30.49948	21.14155	4.94669
5480	-6684.534	-6712.364	27.83032	22.98136	5.0611
5490	-6681.841	-6719.837	37.99589	24.75893	4.612828
5500	-6701.972	-6742.144	40.17258	26.62174	4.502211
5510	-6688.321	-6724.427	36.10616	22.60686	4.700053
5520	-6720.937	-6751.06	30.12386	19.51461	4.931332
5530	-6701.123	-6735.976	34.85262	22.16084	4.753631
5540	-6711.156	-6740.464	29.30844	23.51776	4.989113
5550	-6708.239	-6736.41	28.17156	24.81902	5.008051
5560	-6701.644	-6737.549	35.9043	22.77061	4.709496
5570	-6697.738	-6723.854	26.11509	23.75681	5.11942
5580	-6724.359	-6746.852	22.49336	20.77035	5.327758
5590	-6710.333	-6734.009	23.67646	21.02876	5.270011
5600	-6699.015	-6733.833	34.81815	21.69953	4.750984
5610	-6695.709	-6736.131	40.42167	24.43175	4.516465
5620	-6705.784	-6727.956	22.17147	19.26938	5.335171
5630	-6712.101	-6740.994	28.89336	20.24232	5.012031
5640	-6694.765	-6726.958	32.193	21.84491	4.872747
5650	-6702.901	-6732.874	29.9737	22.07266	4.974048
5660	-6703.251	-6733.843	30.59232	20.67538	4.936381
5670	-6695.665	-6727.17	31.50455	23.77672	4.892278
5680	-6695.06	-6730.668	35.60742	21.30896	4.708373
5690	-6709.844	-6740.228	30.38417	24.27362	4.930477
5700	-6693.887	-6728.291	34.40353	23.38069	4.773364
5710	-6713.922	-6750.529	36.60731	24.54255	4.671424
5720	-6700.556	-6727.057	26.50079	29.86807	4.884185
5730	-6710.23	-6736.815	26.58483	20.78237	5.130834
5740	-6702.933	-6729.608	26.67447	19.49882	5.107698
5750	-6699.556	-6729.741	30.18508	22.23246	4.964016
5760	-6709.289	-6728.093	18.80428	19.90649	5.511817
5770	-6696.382	-6722.668	26.28611	22.23012	5.139416
5780	-6676.826	-6720.633	43.80632	24.5204	4.37807
5790	-6689.132	-6724.633	35.50058	24.77116	4.713439
5800	-6692.093	-6726.498	34.40491	21.27774	4.764304
5810	-6700.182	-6733.433	33.25027	20.31488	4.798849
5820	-6691.949	-6726.146	34.19715	21.8718	4.781234
5830	-6695.574	-6730.79	35.21591	21.77471	4.733571
5840	-6688.379	-6716.641	28.26173	19.58559	5.028759
5850	-6710.463	-6744.785	34.32261	19.76797	4.726901
5860	-6701.607	-6733.036	31.42823	21.95744	4.908021
5870	-6694.153	-6728.642	34.48907	25.25795	4.745856
5880	-6711.337	-6738.324	26.98719	19.03883	5.077816
5890	-6697.151	-6726.07	28.91835	20.92603	5.019924
5900	-6683.164	-6723.855	40.69094	23.0939	4.502481
5910	-6706.507	-6736.275	29.76759	22.83341	4.978383
5920	-6700.158	-6733.878	33.72031	23.32809	4.802955
5930	-6706.011	-6740.139	34.12817	25.93175	4.745985
5940	-6701.971	-6732.438	30.46724	25.58665	4.896606
5950	-6696.06	-6735.936	39.87532	21.43145	4.5114
5960	-6695.294	-6728.115	32.82109	25.87252	4.797841
5970	-6700.814	-6732.23	31.41586	22.06937	4.90871
5980	-6703.326	-6733.929	30.60257	21.03079	4.94067
5990	-6704.81	-6737.983	33.17376	24.82916	4.806319
6000	-6685.566	-6724.269	38.70283	24.05246	4.588795
6010	-6697.167	-6732.414	35.24676	25.58563	4.709829
6020	-6694.165	-6730.119	35.95449	23.97527	4.703695
6030	-6695.918	-6727.555	31.63712	21.78042	4.89795
6040	-6710.498	-6741.268	30.77017	20.38297	4.922375
6050	-6711.745	-6739.268	27.52298	26.38852	4.985449
6060	-6716.572	-6740.752	24.18037	22.1265	5.235728
6070	-6702.757	-6731.757	28.99999	21.10662	5.017398
6080	-6695.173	-6732.913	37.74065	21.54925	4.613449
6090	-6707.766	-6741.439	33.67312	22.70947	4.807584
6100	-6693.815	-6727.995	34.18052	25.38649	4.755563
6110	-6696.254	-6731.212	34.95804	24.28302	4.741936
6120	-6689.613	-6724.639	35.02594	22.49678	4.747528
6130	-6693.102	-6725.958	32.85584	23.76757	4.835554
6140	-6698.939	-6731.795	32.85671	22.6799	4.843618
6150	-6695.605	-6723.723	28.11797	20.21143	5.049822
6160	-6696.547	-6731.907	35.35924	24.6224	4.721221
6170	-6704.211	-6736.051	31.84002	24.26016	4.87073
6180	-6702.028	-6733.426	31.39836	24.5529	4.883463
6190	-6702.97	-6737.228	34.25789	22.98417	4.781406
6200	-6697.806	-6728.718	30.91268	19.74572	4.8987
6210	-6691.997	-6732.941	40.94356	24.59354	4.494543
6220	-6705.218	-6738.834	33.61616	26.87835	4.741577
6230	-6704.311	-6736.621	32.31059	21.14781	4.861108
6240	-6686.984	-6717.92	30.93608	27.16458	4.832234
6250	-6709.011	-6733.741	24.73001	20.05651	5.215942
6260	-6695.268	-6730.972	35.70306	22.91107	4.718511
6270	-6703.435	-6734.237	30.80184	19.89785	4.908874
6280	-6708.312	-6733.878	25.56555	19.93664	5.172619
6290	-6699.438	-6729.344	29.90587	25.38661	4.923942
6300	-6694.835	-6730.574	35.7396	22.15398	4.713549
6310	-6701.12	-6731.662	30.5414	22.84619	4.944383
6320	-6690.334	-6719.846	29.51224	20.50498	4.986133
6330	-6704.798	-6739.497	34.69862	21.20744	4.749277
6340	-6701.094	-6736.803	35.70934	22.9133	4.718238
6350	-6705.286	-6729.229	23.94287	19.82181	5.252677
6360	-6699.396	-6734.375	34.97914	20.62043	4.722743
6370	-6689.936	-6729.558	39.62217	26.80701	4.519479
6380	-6717.216	-6750.445	33.22979	27.55912	4.736087
6390	-6705.035	-6736.313	31.27831	20.60413	4.901917
6400	-6701.091	-6733.675	32.58348	22.77731	4.855306
6410	-6692.623	-6729.524	36.90103	19.49031	4.582785
6420	-6709.77	-6737.131	27.3611	17.55801	4.980535
6430	-6701.581	-6724.012	22.43088	21.3716	5.326052
6440	-6706.08	-6729.82	23.74067	18.55858	5.233767
6450	-6693.037	-6718.15	25.11291	22.27697	5.19153
6460	-6707.606	-6741.459	33.85283	21.58354	4.794255
6470	-6700.112	-6726.892	26.78017	20.04046	5.113464
6480	-6712.386	-6736.747	24.36113	20.8191	5.237824
6490	-6708.841	-6736.323	27.48201	22.42027	5.08372
6500	-6695.446	-6729.337	33.89059	21.82557	4.794877
6510	-6695.543	-6728.337	32.79308	23.98523	4.835423
6520	-6701.048	-6726.616	25.56779	19.42067	5.162674
6530	-6704.702	-6732.147	27.44498	22.62532	5.08294
6540	-6705.606	-6738.2	32.5937	24.86879	4.828912
6550	-6689.976	-6729.231	39.2543	26.19928	4.544089
6560	-6690.021	-6720.917	30.89606	23.81622	4.917257
6570	-6699.008	-6726.918	27.91042	18.18077	4.989499
6580	-6678.827	-6716.286	37.45894	25.52631	4.6243
6590	-6691.64	-6728.663	37.02216	22.22055	4.656367
6600	-6700.885	-6732.25	31.36466	22.06957	4.91103
6610	-6700.153	-6730.436	30.28348	17.97186	4.845113
6620	-6703.003	-6729.677	26.67441	22.28424	5.121354
6630	-6685.944	-6713.554	27.60945	21.46482	5.083706
6640	-6687.215	-6719.945	32.73004	20.25973	4.822972
6650	-6682.821	-6715.334	32.51222	26.41664	4.795618
6660	-6679.13	-6714.469	35.33955	22.77501	4.734303
6670	-6691.456	-6725.786	34.33023	26.4461	4.726072
6680	-6695.573	-6729.506	33.93337	21.2206	4.785573
6690	-6688.916	-6722.924	34.0081	22.3787	4.792542
6700	-6693.064	-6725.536	32.47157	19.28224	4.801214
6710	-6686.511	-6721.884	35.37328	23.61552	4.730665
6720	-6691.843	-6722.875	31.03199	24.25412	4.904148
6730	-6694.52	-6726.829	32.30877	30.16895	4.678508
6740	-6715.646	-6737.66	22.01412	21.54138	5.343352
6750	-6700.357	-6731.885	31.52828	23.70072	4.892342
6760	-6706.845	-6734.876	28.03158	22.85474	5.054125
6770	-6687.88	-6715.508	27.62803	23.01353	5.069404
6780	-6694.51	-6730.664	36.15382	21.81764	4.691076
6790	-6695.916	-6728.571	32.6548	25.90501	4.803466
6800	-6685.491	-6721.3	35.80942	26.19885	4.675586
6810	-6695.708	-6729.217	33.50925	22.1628	4.814258
6820	-6711.233	-6741.882	30.64913	23.59035	4.931075
6830	-6698.451	-6725.632	27.18155	20.41648	5.098831
6840	-6695.702	-6734.044	38.34257	22.75997	4.602341
6850	-6698.256	-6737.575	39.31922	23.42193	4.563234
6860	-6701.581	-6738.797	37.21614	25.29507	4.637348
6870	-6703.044	-6731.954	28.90967	23.78204	5.001312
6880	-6717.226	-6741.484	24.25838	20.68193	5.24274
6890	-6695.858	-6726.752	30.89428	26.03959	4.867702
6900	-6702.016	-6735.808	33.79192	23.89054	4.794861
6910	-6690.817	-6728.832	38.0151	22.40315	4.613743
6920	-6683.183	-6718.45	35.26702	22.49773	4.736815
6930	-6700.493	-6738.049	37.55527	22.51433	4.635242
6940	-6704.869	-6732.21	27.34074	24.01136	5.06214
6950	-6697.008	-6725.083	28.07465	21.03425	5.060889
6960	-6693.73	-6728.381	34.65108	21.37494	4.754307
6970	-6702.504	-6736.543	34.03898	24.20064	4.780868
6980	-6702.523	-6740.481	37.95871	23.54712	4.62127
6990	-6700.414	-6733.595	33.18151	23.22043	4.826844
7000	-6699.363	-6740.171	40.80806	27.20227	4.468111
7010	-6699.553	-6727.634	28.08131	19.95259	5.046766
7020	-6687.529	-6721.479	33.95033	23.43815	4.792341
7030	-6703.372	-6729.675	26.3031	24.70069	5.086781
7040	-6696.333	-6728.009	31.67666	26.36618	4.828675
7050	-6697.633	-6729.55	31.91658	23.03141	4.88292
7060	-6696.799	-6726.211	29.41178	20.1429	4.984398
7070	-6691.139	-6720.396	29.25616	20.40006	4.996943
7080	-6690.673	-6727.131	36.45794	23.54103	4.685027
7090	-6679.275	-6717.457	38.18164	22.67529	4.608796
7100	-6701.089	-6734.544	33.45514	22.77127	4.817052
7110	-6695.359	-6721.593	26.23409	20.08509	5.141361
7120	-6699.279	-6728.988	29.70885	23.76128	4.96807
7130	-6699.078	-6728.173	29.09535	21.32326	5.014034
7140	-6696.788	-6731.257	34.46899	25.39009	4.74413
7150	-6712.396	-6743.118	30.72236	22.79388	4.936886
7160	-6698.641	-6725.482	26.84147	19.81344	5.106276
7170	-6703.718	-6729.407	25.6893	24.42897	5.119545
7180	-6707.465	-6737.946	30.48164	21.23046	4.948313
7190	-6710.728	-6732.865	22.1369	15.90506	5.144931
7200	-6708.072	-6737.924	29.85168	20.90061	4.975045
7210	-6714.978	-6741.872	26.89417	20.95622	5.116768
7220	-6718.842	-6744.682	25.84039	19.54283	5.151461
7230	-6681.503	-6720.347	38.84412	24.04214	4.582957
7240	-6698.172	-6730.056	31.88458	24.8148	4.858533
7250	-6702.792	-6735.73	32.93819	20.65537	4.822488
7260	-6698.781	-6730.999	32.21834	23.00365	4.870011
7270	-6698.404	-6728.593	30.18923	22.04769	4.964332
7280	-6698.508	-6725.671	27.16254	23.53687	5.079971
7290	-6707.022	-6736.496	29.47355	21.17607	4.995454
7300	-6707.083	-6736.961	29.87769	22.83479	4.973548
7310	-6692.4	-6730.025	37.62441	20.10748	4.575203
7320	-6680.315	-6718.759	38.44401	25.23837	4.589517
7330	-6692.829	-6727.682	34.85261	25.20056	4.732493
7340	-6699.982	-6729.647	29.66463	23.11612	4.979658
7350	-6710.403	-6739.781	29.37818	17.98419	4.896302
7360	-6704.627	-6736.604	31.97665	23.20685	4.878856
7370	-6703.132	-6731.502	28.37026	19.15546	5.009506
7380	-6702.199	-6735.69	33.49101	25.21478	4.78624
7390	-6697.635	-6735.5	37.86486	27.22923	4.575689
7400	-6705.362	-6736.977	31.6146	19.40073	4.850523
7410	-6710.195	-6739.54	29.34495	23.92839	4.980281
7420	-6703.309	-6730.996	27.68633	22.16768	5.076952
7430	-6699.914	-6729.325	29.41123	21.12535	4.99805
7440	-6695.04	-6726.762	31.72194	19.84779	4.86106
7450	-6709.114	-6731.75	22.63603	20.88466	5.320367
7460	-6700.865	-6731.582	30.71688	20.85206	4.932999
7470	-6714.594	-6741.9	27.30562	20.82013	5.096398
7480	-6705.086	-6738.243	33.15643	21.07311	4.819935
7490	-6689.556	-6725.429	35.87266	21.65492	4.701748
7500	-6700.436	-6733.688	33.25259	21.20582	4.817438
7510	-6707.142	-6739.035	31.89371	21.86641	4.88653
7520	-6689.738	-6730.553	40.81459	23.02268	4.496497
7530	-6690.523	-6724.722	34.19872	26.61453	4.726793
7540	-6700.266	-6732.141	31.87483	21.43474	4.884735
7550	-6706.751	-6738.464	31.71387	23.87806	4.882027
7560	-6685.237	-6719.686	34.44923	27.41599	4.695916
7570	-6699.85	-6731.015	31.16543	22.04337	4.920054
7580	-6700.976	-6735.315	34.3389	23.77973	4.773043
7590	-6702.089	-6735.537	33.44755	23.75718	4.81077
7600	-6708.175	-6739.611	31.43648	22.40363	4.907389
7610	-6700.53	-6735.735	35.2046	19.37097	4.663998
7620	-6704.436	-6734.818	30.38114	19.87157	4.929286
7630	-6701.258	-6728.391	27.13308	20.12163	5.097191
7640	-6698.931	-6735.184	36.25232	25.71789	4.668134
7650	-6694.463	-6725.931	31.46745	21.04864	4.899776
7660	-6691.199	-6729.372	38.17301	24.47801	4.608148
7670	-6699.719	-6735.26	35.54131	22.59664	4.725005
7680	-6717.281	-6743.458	26.17612	20.86764	5.150809
7690	-6698.237	-6731.353	33.11568	22.4555	4.832449
7700	-6697.262	-6728.627	31.36494	23.55657	4.901172
7710	-6691.946	-6729.268	37.32161	23.44016	4.648502
7720	-6699.873	-6730.907	31.03381	22.39749	4.925384
7730	-6700.573	-6728.966	28.39281	19.84949	5.028833
7740	-6696.535	-6724.916	28.38076	17.83371	4.941992
7750	-6694.189	-6726.941	32.75269	21.80663	4.846897
7760	-6705.247	-6732.404	27.15672	23.45863	5.081789
7770	-6698.044	-6732.71	34.66637	21.64704	4.757358
7780	-6704.647	-6737.624	32.97756	23.27781	4.835195
7790	-6684.045	-6718.346	34.30104	22.88431	4.779757
7800	-6706.889	-6739.532	32.64272	20.57113	4.83497
7810	-6691.896	-6729.026	37.13	24.02948	4.654334
7820	-6694.107	-6728.779	34.67194	21.27287	4.751672
7830	-6696.501	-6733.754	37.25244	22.63419	4.649524
7840	-6702.552	-6732.772	30.21984	21.22845	4.960629
7850	-6702.299	-6726.214	23.9146	20.59908	5.259301
7860	-6697.711	-6726.43	28.71902	22.03349	5.031082
7870	-6694.385	-6734.091	39.70623	26.46071	4.522541
7880	-6705.189	-6735.314	30.12575	22.68825	4.963964
7890	-6703.584	-6734.585	31.00134	28.28392	4.792099
7900	-6694.091	-6723.539	29.44774	26.38801	4.912526
7910	-6705.605	-6744.246	38.64087	21.30409	4.565895
7920	-6693.473	-6723.354	29.8811	22.87689	4.972976
7930	-6697.968	-6726.703	28.73497	24.95959	4.981716
7940	-6698.488	-6733.971	35.48287	19.2881	4.645352
7950	-6714.972	-6744.339	29.36718	23.35108	4.989217
7960	-6708.401	-6740.556	32.15417	23.05601	4.872423
7970	-6700.226	-6739.009	38.78274	26.28589	4.560586
7980	-6700.873	-6741.041	40.16746	22.7593	4.522154
7990	-6702.145	-6731.075	28.92998	20.63239	5.016253
8000	-6692.133	-6730.136	38.00316	22.03399	4.609724
8010	-6692.118	-6719.64	27.52178	24.85992	5.033105
8020	-6700.741	-6729.219	28.47797	25.5603	4.975132
8030	-6700.369	-6731.869	31.50073	21.0563	4.898293
8040	-6698.152	-6728.789	30.63698	18.55652	4.862056
8050	-6708.836	-6743.569	34.73302	25.15269	4.738094
8060	-6703.556	-6735.168	31.61182	25.97331	4.84192
8070	-6691.145	-6729.134	37.98943	19.09491	4.503534
8080	-6696.393	-6729.557	33.16355	26.9296	4.756974
8090	-6698.908	-6730.926	32.01773	22.5887	4.880966
8100	-6718.267	-6742.61	24.34335	18.68122	5.205674
8110	-6677.34	-6716.016	38.67613	24.34254	4.588476
8120	-6700.974	-6728.182	27.20855	20.79148	5.100881
8130	-6688.889	-6719.115	30.22669	21.6769	4.962526
8140	-6693.794	-6722.941	29.14653	21.21528	5.011119
8150	-6705.791	-6737.895	32.10428	22.11174	4.877589
8160	-6697.384	-6727.549	30.16445	22.71064	4.962077
8170	-6696.532	-6729.694	33.16207	23.49203	4.825491
8180	-6686.847	-6725.487	38.64012	22.95812	4.590597
8190	-6709.725	-6732.296	22.57072	26.79634	5.156015
8200	-6704.599	-6735.641	31.04202	23.4175	4.916684
8210	-6722.425	-6753.716	31.29054	19.40987	4.867583
8220	-6693.268	-6731.852	38.58339	26.4336	4.56548
8230	-6707.698	-6744.97	37.27167	21.92822	4.641486
8240	-6691.089	-6728.55	37.46107	23.2762	4.642586
8250	-6718.858	-6737.015	18.15634	17.72394	5.511344
8260	-6705.624	-6733.239	27.61469	21.18736	5.083262
8270	-6705.499	-6738.073	32.57354	23.54429	4.849997
8280	-6705.945	-6740.976	35.03056	24.84541	4.731286
8290	-6709.169	-6739.351	30.18266	20.9521	4.959801
8300	-6689.12	-6722.291	33.17106	24.27761	4.815606
8310	-6697.307	-6731.328	34.02083	25.47333	4.760086
8320	-6699.33	-6733.941	34.61048	25.08933	4.744089
8330	-6709.855	-6746.007	36.15199	23.28962	4.698801
8340	-6699.913	-6729.457	29.54349	18.01719	4.88929
8350	-6697.651	-6726.649	28.99836	20.77117	5.01458
8360	-6709.787	-6736.746	26.95936	25.01621	5.051203
8370	-6713.977	-6740.089	26.11192	19.27284	5.130774
8380	-6697.531	-6729.782	32.25054	24.10552	4.856253
8390	-6702.977	-6734.586	31.60946	18.79312	4.82276
8400	-6691.608	-6727.163	35.55538	27.31039	4.658376
8410	-6699.772	-6734.099	34.32753	21.09503	4.764773
8420	-6714.386	-6742.658	28.27175	22.50838	5.04764
8430	-6699.899	-6732.474	32.57516	22.92918	4.854936
8440	-6702.109	-6738.132	36.02314	29.10977	4.589682
8450	-6690.006	-6728.456	38.45024	26.06474	4.577105
8460	-6690.689	-6731.59	40.90126	21.86258	4.474509
8470	-6709.113	-6739.351	30.23804	21.90693	4.962249
8480	-6706.994	-6733.586	26.59173	19.27984	5.10608
8490	-6689.976	-6726.388	36.41176	25.71097	4.66206
8500	-6688.351	-6717.167	28.81611	27.8582	4.885311
8510	-6692.449	-6719.561	27.11223	17.14568	4.963016
8520	-6706.484	-6735.086	28.6016	21.90445	5.036958
8530	-6690.594	-6725.037	34.44374	21.59771	4.767052
8540	-6716.875	-6737.731	20.85588	18.65	5.391585
8550	-6708.706	-6732.085	23.3792	19.03686	5.267274
8560	-6701.866	-6729.857	27.991	19.77979	5.047477
8570	-6709.552	-6735.059	25.50657	18.97009	5.153445
8580	-6702.881	-6732.879	29.9986	22.58186	4.970404
8590	-6684.943	-6716.866	31.92247	18.83965	4.808572
8600	-6694.068	-6728.362	34.2938	19.33545	4.709313
8610	-6713.266	-6745.126	31.85972	21.73265	4.887497
8620	-6691.702	-6723.142	31.44011	21.20986	4.902952
8630	-6696.475	-6727.89	31.41528	19.33584	4.858201
8640	-6698.807	-6730.353	31.54588	21.22828	4.898162
8650	-6714.302	-6745.404	31.10293	23.37927	4.914549
8660	-6691.173	-6722.991	31.81826	21.812	4.889771
8670	-6691.951	-6721.136	29.18545	23.637	4.992316
8680	-6693.956	-6725.241	31.28527	24.59871	4.887156
8690	-6713.536	-6743.857	30.32055	21.89209	4.958482
8700	-6698.655	-6734.233	35.57745	22.80767	4.723906
8710	-6699.818	-6735.716	35.89805	21.08181	4.690029
8720	-6700.781	-6735.997	35.21613	22.50588	4.739107
8730	-6697.506	-6729.768	32.26137	19.90993	4.835912
8740	-6697.436	-6729.464	32.02783	21.63077	4.87914
8750	-6706.745	-6732.565	25.81986	20.7285	5.167443
8760	-6709.68	-6741.218	31.5382	21.96313	4.903024
8770	-6710.291	-6743.825	33.53423	23.13243	4.812172
8780	-6697.454	-6736.648	39.19477	22.90152	4.566039
8790	-6681.982	-6720.613	38.63118	26.01593	4.570972
8800	-6700.871	-6733.685	32.81446	21.26104	4.838836
8810	-6701.858	-6737.977	36.11856	23.90457	4.697375
8820	-6688.675	-6725.666	36.99154	25.86337	4.636814
8830	-6703.722	-6730.004	26.28193	23.35358	5.12129
8840	-6714.418	-6740.021	25.60296	19.23656	5.156217
8850	-6693.513	-6729.919	36.40552	19.60593	4.613943
8860	-6698.989	-6740.988	41.99909	26.84231	4.430261
8870	-6706.997	-6733.663	26.66655	18.23356	5.060662
8880	-6687.571	-6728.37	40.79924	25.25694	4.496036
8890	-6702.753	-6740.285	37.53118	22.61263	4.637059
8900	-6717.871	-6748.99	31.11866	20.95203	4.915126
8910	-6694.305	-6721.555	27.2502	18.62383	5.047581
8920	-6693.509	-6722.499	28.98994	20.84304	5.015729
8930	-6690.628	-6724.893	34.26527	22.03814	4.779394
8940	-6703.613	-6734.882	31.26829	21.63795	4.91429
8950	-6689.599	-6727.855	38.25649	25.33216	4.595733
8960	-6703.017	-6736.502	33.48423	20.99987	4.803099
8970	-6701.114	-6737.839	36.72511	20.70661	4.640696
8980	-6688.696	-6725.771	37.07493	22.12766	4.652976
8990	-6709.983	-6730.575	20.59241	19.70617	5.421143
9000	-6685.353	-6721.299	35.94549	20.50474	4.672384
9010	-6690.972	-6728.863	37.89092	22.70116	4.621798
9020	-6711.028	-6742.311	31.28232	22.45483	4.914096
9030	-6691.507	-6722.288	30.78106	18.37583	4.843819
9040	-6704.555	-6735.305	30.75005	25.15331	4.89643
9050	-6697.232	-6724.457	27.22482	21.00988	5.101206
9060	-6691.317	-6721.312	29.99465	23.74621	4.956295
9070	-6714.293	-6738.598	24.30545	19.08541	5.219916
9080	-6690.645	-6729.945	39.30043	24.68416	4.560712
9090	-6696.007	-6725.824	29.8175	22.40049	4.979672
9100	-6693.093	-6731.139	38.04661	22.03043	4.6077
9110	-6685.294	-6724.742	39.4476	20.78072	4.511849
9120	-6687.972	-6721.645	33.67215	23.88989	4.799882
9130	-6693.874	-6729.738	35.86387	20.311	4.670062
9140	-6709.055	-6732.839	23.78393	20.14333	5.263797
9150	-6718.274	-6744.667	26.39309	18.76481	5.099247
9160	-6694.708	-6735.655	40.94685	26.87752	4.468856
9170	-6702.449	-6739.452	37.00262	21.11322	4.638406
9180	-6705.314	-6741.384	36.0692	19.35835	4.618702
9190	-6715.218	-6740.747	25.52896	19.68751	5.170288
9200	-6688.347	-6722.106	33.75878	21.98413	4.802054
