Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
1270	-4110.36	-4116.695	6.33503	18.60069	5.917795
1280	-4106.132	-4123.297	17.16464	21.24013	5.353638
1290	-4092.792	-4105.002	12.2092	17.62439	5.577713
1300	-4100.435	-4111.206	10.77176	19.17634	5.682382
1310	-4086.465	-4105.3	18.83552	24.8306	5.194068
1320	-4106.229	-4115.663	9.433571	19.85864	5.746603
1330	-4097.204	-4111.917	14.71309	20.24375	5.479892
1340	-4094.545	-4109.145	14.59985	21.23396	5.474493
1350	-4112.54	-4121.42	8.879558	20.25909	5.767763
1360	-4127.644	-4133.157	5.5139	17.66913	5.958223
1370	-4108.179	-4116.449	8.26979	21.81831	5.753243
1380	-4098.152	-4109.967	11.81521	18.57976	5.622886
1390	-4109.696	-4122.55	12.8537	19.55288	5.575003
1400	-4104.905	-4121.391	16.4863	18.77481	5.376451
1410	-4096.258	-4108.431	12.17226	18.14019	5.595155
1420	-4095.01	-4108.695	13.68427	19.12744	5.530068
1430	-4101.923	-4124.051	22.12736	20.34142	5.114866
1440	-4096.351	-4111.102	14.75115	20.1651	5.478344
1450	-4119.191	-4126.185	6.993628	16.13521	5.815949
1460	-4131.209	-4138.777	7.567982	16.8847	5.818757
1470	-4095.188	-4114.007	18.81887	19.63484	5.271165
1480	-4100.075	-4110.3	10.22455	17.81532	5.695538
1490	-4098.605	-4108.231	9.626412	16.69165	5.687198
1500	-4097.307	-4110.391	13.08413	20.5573	5.556986
1510	-4108.041	-4118.932	10.8912	21.53015	5.641386
1520	-4106.131	-4113.741	7.609158	16.43677	5.795429
1530	-4105.878	-4112.668	6.789938	18.37751	5.893115
1540	-4099.452	-4108.994	9.541814	21.87962	5.692916
1550	-4106.077	-4115.246	9.168649	21.97031	5.706851
1560	-4107.226	-4125.141	17.91498	22.70334	5.294243
1570	-4110.49	-4118.828	8.33804	17.37425	5.790736
1580	-4102.731	-4118.313	15.5824	20.34106	5.436623
1590	-4091.459	-4101.851	10.39198	20.88504	5.681126
1600	-4094.958	-4109.437	14.47886	20.79204	5.486617
1610	-4095.703	-4103.688	7.985495	18.23122	5.826893
1620	-4097.762	-4112.51	14.74787	19.80527	5.478946
1630	-4110.295	-4125.886	15.5911	18.75351	5.42368
1640	-4110.995	-4122.644	11.64846	22.68936	5.570748
1650	-4093.992	-4105.369	11.37672	17.68213	5.626828
1660	-4110.472	-4120.534	10.06266	18.12539	5.711188
1670	-4117.962	-4128.708	10.74591	19.74229	5.681542
1680	-4126.104	-4134.059	7.955548	17.71703	5.821027
1690	-4096.69	-4113.208	16.51802	21.6201	5.378615
1700	-4102.651	-4112.322	9.67122	20.06116	5.731878
1710	-4114.373	-4117.841	3.468359	17.94534	6.075099
1720	-4100.132	-4115.449	15.31677	19.60798	5.449377
1730	-4087.369	-4102.526	15.15703	21.96075	5.434497
1740	-4082.732	-4103.331	20.59933	18.86651	5.160523
1750	-4101.438	-4108.161	6.722235	17.54625	5.887541
1760	-4100.944	-4115.338	14.39433	17.76152	5.459389
1770	-4097.203	-4109.117	11.91373	21.95756	5.582276
1780	-4092.639	-4109.37	16.73102	21.21224	5.374382
1790	-4094.82	-4104.563	9.742583	16.47713	5.668085
1800	-4096.606	-4109.455	12.84944	19.53918	5.575217
1810	-4105.948	-4118.642	12.69473	23.14548	5.508994
1820	-4114.372	-4125.943	11.5717	18.812	5.638562
1830	-4103.587	-4119.41	15.82302	21.59096	5.411275
1840	-4108.332	-4118.53	10.19842	18.22787	5.705458
1850	-4110.762	-4119.561	8.799105	17.40492	5.765139
1860	-4101.881	-4116.347	14.46587	18.95514	5.486975
1870	-4094.7	-4105.892	11.19162	21.03385	5.639645
1880	-4108.166	-4126.23	18.06354	20.59186	5.314727
1890	-4122.128	-4127.508	5.380889	20.31074	5.93901
1900	-4097.123	-4112.311	15.1878	19.14617	5.45171
1910	-4112.113	-4119.485	7.372617	16.37171	5.806329
1920	-4095.906	-4103.176	7.270207	20.41223	5.843522
1930	-4103.181	-4118.055	14.87338	19.8638	5.472681
1940	-4090.282	-4111.225	20.94233	22.80286	5.159178
1950	-4104.56	-4114.501	9.941493	20.15989	5.716939
1960	-4111.47	-4122.201	10.73075	20.79447	5.666833
1970	-4098.74	-4116.378	17.63766	20.00024	5.334446
1980	-4109.92	-4116.101	6.18085	19.96016	5.908186
1990	-4100.014	-4121.143	21.12967	22.78221	5.151318
2000	-4111.102	-4117.22	6.118587	16.00989	5.862663
2010	-4103.956	-4121.107	17.15101	18.78518	5.34131
2020	-4114.383	-4128.128	13.74493	20.41435	5.526304
2030	-4118.469	-4124.184	5.715418	17.13618	5.936028
2040	-4094.477	-4110.345	15.86836	21.05368	5.417068
2050	-4104.135	-4118.195	14.06026	18.73154	5.50493
2060	-4120.261	-4128.252	7.991659	18.50774	5.828424
2070	-4116.972	-4126.051	9.079391	17.88335	5.761228
2080	-4104.491	-4115.879	11.38726	19.2883	5.650432
2090	-4116.83	-4122.628	5.79853	17.95036	5.945293
2100	-4106.774	-4112.021	5.247531	16.67022	5.948735
2110	-4116.777	-4117.909	1.131787	21.35166	6.10324
2120	-4109.162	-4122.195	13.03259	18.68192	5.559047
2130	-4104.833	-4120.545	15.71182	22.67315	5.392098
2140	-4102.089	-4114.676	12.5866	22.41009	5.538351
2150	-4102.677	-4117.972	15.29457	17.47032	5.395267
2160	-4098.429	-4107.335	8.905625	16.03032	5.690065
2170	-4115.28	-4120.303	5.023065	15.73988	5.914154
2180	-4103.933	-4112.449	8.516716	15.62772	5.682771
2190	-4104.061	-4115.782	11.72181	17.65844	5.606524
2200	-4112.106	-4118.578	6.472068	16.72038	5.877358
2210	-4095.634	-4110.808	15.17429	18.37605	5.436845
2220	-4095.998	-4110.577	14.57965	20.56015	5.484211
2230	-4104.585	-4118.12	13.53475	21.87435	5.510552
2240	-4098.045	-4109.53	11.48531	20.58566	5.634289
2250	-4089.863	-4108.39	18.52717	20.60706	5.292207
2260	-4106.178	-4112.813	6.635092	18.633	5.901608
2270	-4106.2	-4112.756	6.556269	17.29253	5.891275
2280	-4120.44	-4126.602	6.161826	21.06163	5.877837
2290	-4115.465	-4127.279	11.81334	17.21444	5.583809
2300	-4097.293	-4112.927	15.63392	23.29256	5.37749
2310	-4101.826	-4115.136	13.3102	20.0759	5.550396
2320	-4099.165	-4111.762	12.59632	20.45685	5.582043
2330	-4102.672	-4115.644	12.97219	20.0008	5.567713
2340	-4095.635	-4114.12	18.48518	23.65006	5.245396
2350	-4091.673	-4111.742	20.06883	21.70024	5.21365
2360	-4112.204	-4119.669	7.465649	15.89641	5.770637
2370	-4100.479	-4113.226	12.74659	17.19462	5.52863
2380	-4105.717	-4114.307	8.589903	17.59993	5.782468
2390	-4101.746	-4113.521	11.77432	19.37105	5.630431
2400	-4094.687	-4113.155	18.46759	22.84042	5.266856
2410	-4097.177	-4109.126	11.94877	19.35392	5.621413
2420	-4090.654	-4105.777	15.12258	21.12206	5.451539
2430	-4098.209	-4103.79	5.580354	17.04293	5.941347
2440	-4115.477	-4124.04	8.562735	19.03137	5.798206
2450	-4106.684	-4117.166	10.4821	20.17377	5.689926
2460	-4078.302	-4097.381	19.0793	19.04246	5.2459
2470	-4119.697	-4124.243	4.546011	18.09045	6.0155
2480	-4093.809	-4103.665	9.856157	20.32902	5.718348
2490	-4112.226	-4117.399	5.172355	16.06246	5.924792
2500	-4104.029	-4124.429	20.40005	23.48991	5.168316
2510	-4112.138	-4129.7	17.56216	22.00265	5.324246
2520	-4117.321	-4117.472	0.1517759	15.73846	6.223573
2530	-4094.318	-4110.696	16.37884	19.4582	5.39375
2540	-4108.683	-4122.818	14.13476	18.58841	5.49822
2550	-4109.444	-4125.59	16.14608	20.79451	5.406411
2560	-4099.368	-4103.929	4.560641	18.34258	6.014534
2570	-4090.598	-4105.932	15.33405	20.41904	5.448434
2580	-4108.138	-4115.184	7.045667	18.75616	5.879344
2590	-4090.041	-4101.974	11.93336	16.80641	5.555802
2600	-4104.348	-4114.605	10.25646	16.79724	5.655104
2610	-4094.514	-4105.269	10.75487	17.93821	5.668889
2620	-4107.9	-4112.873	4.973165	16.14909	5.941908
2630	-4088.782	-4106.818	18.0363	21.68703	5.307496
2640	-4111.459	-4121.816	10.3572	20.02151	5.698197
2650	-4097.257	-4113.806	16.54926	17.99939	5.348394
2660	-4112.229	-4123.57	11.34151	20.74796	5.638352
2670	-4115.258	-4128.421	13.1628	18.53419	5.549522
2680	-4101.033	-4115.144	14.11091	20.35195	5.508881
2690	-4092.736	-4108.389	15.65267	20.94517	5.428588
2700	-4092.174	-4108.131	15.95781	18.63259	5.401264
2710	-4094.634	-4111.1	16.46603	18.39028	5.367
2720	-4095.418	-4107.195	11.77698	19.07026	5.629522
2730	-4115.215	-4122.909	7.693986	17.50633	5.831211
2740	-4094.336	-4105.138	10.80222	21.43652	5.648077
2750	-4122.687	-4125.714	3.02705	21.41433	6.011754
2760	-4107.808	-4117.643	9.835138	17.81281	5.717336
2770	-4108.047	-4120.831	12.78381	17.88782	5.554225
2780	-4088.224	-4105.302	17.07763	21.16489	5.358545
2790	-4097.451	-4110.424	12.9724	19.08649	5.56697
2800	-4092.151	-4105.99	13.83924	17.52791	5.48113
2810	-4095.113	-4106.338	11.2247	20.22209	5.652498
2820	-4095.929	-4102.818	6.889651	18.36197	5.887635
2830	-4095.385	-4111.2	15.8154	20.69303	5.423171
2840	-4114.104	-4128.935	14.83142	17.65414	5.430239
2850	-4100.791	-4112.261	11.47011	17.63985	5.620164
2860	-4089.268	-4100.722	11.45436	18.62523	5.642874
2870	-4093.773	-4103.742	9.968572	18.25946	5.718545
2880	-4095.81	-4114.262	18.45228	22.30507	5.278598
2890	-4104.088	-4123.396	19.30848	21.17159	5.253105
2900	-4098.725	-4114.173	15.44759	19.54999	5.442323
2910	-4111.089	-4125.004	13.91501	20.87773	5.512545
2920	-4098.953	-4115.504	16.5503	24.10512	5.312208
2930	-4082.82	-4108.619	25.79828	20.5938	4.939139
2940	-4093.621	-4104.565	10.94402	19.40143	5.673225
2950	-4094.669	-4106.616	11.94716	20.11344	5.617926
2960	-4100.222	-4120.482	20.26035	23.51133	5.173748
2970	-4103.259	-4118.151	14.89164	18.69461	5.459799
2980	-4113.699	-4119.937	6.238775	20.38011	5.894925
2990	-4089.708	-4102.641	12.9325	17.43798	5.529093
3000	-4102.577	-4108.186	5.608221	16.39063	5.915005
3010	-4099.717	-4112.956	13.23834	22.39277	5.509783
3020	-4119.312	-4123.927	4.615319	18.32657	6.011596
3030	-4082.192	-4104.225	22.033	20.47695	5.120943
3040	-4112.31	-4124.412	12.10204	20.52457	5.605243
3050	-4099.307	-4119.219	19.91198	19.07617	5.203104
3060	-4102.453	-4117.79	15.33646	20.60001	5.447098
3070	-4108.085	-4121.671	13.58644	19.85989	5.537479
3080	-4104.385	-4117.825	13.44016	18.33844	5.530344
3090	-4109.619	-4125.985	16.36658	19.24548	5.391673
3100	-4098.352	-4112.983	14.63028	19.32191	5.482596
3110	-4092.201	-4107.731	15.53066	22.32945	5.408986
3120	-4096.842	-4118.967	22.12514	19.68348	5.103878
3130	-4096.923	-4107.619	10.69589	18.14182	5.676574
3140	-4113.657	-4117.418	3.761357	16.49718	6.031844
3150	-4103.957	-4113.493	9.536651	19.09186	5.746972
3160	-4095.784	-4108.717	12.93275	19.34647	5.570545
3170	-4099.906	-4114.349	14.44291	20.23512	5.493285
3180	-4103.205	-4113.138	9.932362	22.92088	5.63738
3190	-4107.648	-4125.026	17.37876	19.10972	5.33657
3200	-4103.941	-4118.244	14.30243	22.47502	5.459976
3210	-4085.276	-4104.047	18.77098	18.22083	5.234863
3220	-4089.536	-4106.976	17.4406	21.9139	5.331324
3230	-4107.694	-4114.972	7.277769	17.64442	5.857917
3240	-4102.605	-4113.234	10.62965	18.56541	5.686542
3250	-4089.699	-4103.828	14.12866	21.50161	5.491601
3260	-4082.566	-4103.315	20.74903	20.43483	5.183357
3270	-4103.969	-4112.893	8.924284	17.62129	5.764018
3280	-4083.813	-4101.75	17.93738	19.51905	5.31454
3290	-4100.094	-4111.687	11.59376	21.29431	5.61464
3300	-4095.815	-4114.684	18.86927	20.1388	5.27395
3310	-4113.991	-4120.241	6.249488	15.57474	5.823715
3320	-4103.305	-4109.202	5.897512	17.43512	5.932465
3330	-4099.449	-4112.873	13.42352	22.86599	5.486865
3340	-4127.066	-4127.964	0.898267	16.05268	6.19049
3350	-4116.036	-4124.341	8.304995	20.88369	5.78109
3360	-4103.054	-4114.276	11.22222	19.0879	5.658672
3370	-4118.678	-4124.112	5.433705	16.96905	5.947798
3380	-4120.426	-4130.719	10.29327	18.77057	5.706284
3390	-4096.137	-4111.171	15.03411	21.62824	5.447093
3400	-4107.666	-4117.36	9.6942	19.0759	5.738735
3410	-4126.788	-4130.952	4.164225	19.34537	6.023803
3420	-4101.78	-4115.693	13.91341	19.47863	5.520542
3430	-4105.592	-4117.804	12.21169	19.35772	5.607834
3440	-4110.953	-4119.708	8.754364	20.32179	5.772693
3450	-4118.122	-4129.015	10.89224	19.25923	5.676116
3460	-4115.592	-4122.722	7.129784	19.40309	5.869799
3470	-4107.044	-4123.341	16.29625	20.75312	5.399508
3480	-4105.136	-4117.581	12.44449	19.33699	5.59576
3490	-4116.751	-4128.926	12.17518	17.78682	5.585145
3500	-4102.198	-4111.028	8.830663	20.42736	5.766754
3510	-4090.696	-4101.622	10.9264	18.75558	5.672434
3520	-4103.958	-4114.426	10.46872	22.03483	5.645592
3530	-4091.666	-4103.627	11.96111	19.79211	5.619728
3540	-4110.32	-4118.19	7.870193	23.29275	5.710795
3550	-4095.446	-4111.776	16.33055	23.56438	5.339227
3560	-4106.776	-4120.883	14.10658	20.54713	5.507353
3570	-4100.547	-4113.659	13.11143	19.18346	5.560423
3580	-4104.667	-4114.955	10.28753	17.18337	5.671183
3590	-4100.985	-4111.67	10.68473	16.5221	5.613731
3600	-4108.847	-4122.139	13.2921	19.47112	5.55242
3610	-4107.925	-4115.117	7.191945	25.08464	5.649466
3620	-4090.572	-4110.636	20.06406	23.53473	5.181522
3630	-4102.204	-4108.331	6.126952	21.03586	5.880363
3640	-4093.507	-4111.99	18.48285	19.09641	5.27849
3650	-4091.347	-4107.79	16.44255	18.16224	5.360559
3660	-4100.562	-4115.164	14.60176	18.51398	5.471416
3670	-4109.517	-4115.238	5.720852	21.77704	5.871748
3680	-4102.174	-4108.831	6.656865	19.70873	5.889276
3690	-4112.884	-4110.801	-2.083025	16.74344	6.389241
3700	-4130.499	-4130.738	0.2391289	17.05913	6.254909
3710	-4099.701	-4113.438	13.73725	19.54778	5.529803
3720	-4092.676	-4109.042	16.36571	24.36843	5.3106
3730	-4098.441	-4109.784	11.34353	21.07031	5.631618
3740	-4096.466	-4105.702	9.236073	18.57994	5.761701
3750	-4100.595	-4114.706	14.1103	20.51934	5.507448
3760	-4100.954	-4116.072	15.11808	19.86632	5.460366
3770	-4095.457	-4109.912	14.45458	17.85642	5.459659
3780	-4092.682	-4111.243	18.56152	19.33166	5.279321
3790	-4102.822	-4107.746	4.924063	16.29124	5.952119
3800	-4084.112	-4100.023	15.91138	21.337	5.411259
3810	-4097.202	-4106.876	9.674198	14.14511	5.421256
3820	-4100.025	-4106.661	6.636019	18.13684	5.900323
3830	-4104.051	-4105.663	1.61211	18.53956	6.172652
3840	-4127.284	-4131.092	3.80754	19.05354	6.047702
3850	-4092.056	-4107.776	15.72008	18.88616	5.419524
3860	-4105.215	-4115.268	10.05264	20.09819	5.712339
3870	-4105.258	-4109.748	4.490467	19.34093	6.007023
3880	-4095.944	-4108.37	12.4261	22.13755	5.553789
3890	-4088.416	-4106.198	17.78221	21.04718	5.326213
3900	-4107.213	-4114.511	7.298206	18.68289	5.865995
3910	-4096.266	-4110.334	14.06856	20.3088	5.511286
3920	-4092.911	-4109.415	16.50423	19.22048	5.384143
3930	-4108.221	-4119.464	11.24306	19.54948	5.65739
3940	-4099.58	-4108.929	9.349606	18.80544	5.756665
3950	-4096.311	-4102.697	6.38644	16.6972	5.881534
3960	-4097.666	-4111.668	14.00198	19.40384	5.515623
3970	-4113.756	-4123.371	9.615098	16.83217	5.695002
3980	-4108.505	-4116.575	8.069877	19.01054	5.824195
3990	-4123.405	-4132.504	9.098857	19.24469	5.76931
4000	-4116.006	-4126.923	10.91689	17.20249	5.635377
4010	-4096.967	-4112.002	15.03468	22.30378	5.431851
4020	-4119.352	-4134.148	14.7959	19.39916	5.474672
4030	-4104.693	-4113.568	8.875127	17.10803	5.750573
4040	-4106.239	-4119.964	13.72459	19.53151	5.530406
4050	-4120.917	-4129.512	8.595096	16.58682	5.743662
4060	-4107.602	-4116.14	8.538032	18.20655	5.796307
4070	-4111.734	-4116.216	4.482351	17.63982	6.016299
4080	-4101.287	-4111.698	10.41167	18.86594	5.700506
4090	-4104.774	-4115.227	10.45265	18.62446	5.696649
4100	-4091.748	-4107.975	16.22717	23.3061	5.351613
4110	-4117.18	-4124.618	7.437802	17.31688	5.840986
4120	-4099.387	-4115.807	16.42026	22.25015	5.370926
4130	-4095.895	-4108.842	12.94673	22.68751	5.513589
4140	-4098.811	-4110.7	11.88874	23.02077	5.548413
4150	-4093.947	-4104.225	10.2786	24.45409	5.556432
4160	-4112.909	-4120.87	7.961053	21.6695	5.772685
4170	-4104.831	-4117.657	12.8254	17.76021	5.547676
4180	-4112.755	-4123.951	11.19576	16.80943	5.599855
4190	-4100.847	-4111.909	11.06165	20.66636	5.6534
4200	-4107.195	-4116.847	9.652737	20.27613	5.7293
4210	-4092.061	-4105.634	13.57297	17.31575	5.486643
4220	-4087.612	-4101.324	13.71173	21.29824	5.515103
4230	-4082.387	-4097.945	15.55804	19.52744	5.436504
4240	-4091.296	-4102.941	11.64463	17.33108	5.598648
4250	-4101.665	-4103.596	1.931036	17.28674	6.158686
4260	-4103.109	-4117.963	14.85425	20.31322	5.472575
4270	-4093.485	-4106.033	12.54751	20.04162	5.588651
4280	-4096.845	-4105.263	8.417662	22.40447	5.724602
4290	-4109.173	-4118.535	9.362121	21.69934	5.70707
4300	-4092.263	-4111.067	18.80367	23.01926	5.248071
4310	-4098.156	-4108.487	10.33105	18.93863	5.705061
4320	-4101.408	-4113.989	12.58146	19.64193	5.588823
4330	-4092.07	-4098.655	6.584624	20.47919	5.875309
4340	-4089.272	-4110.904	21.63213	17.91517	5.061176
4350	-4102.008	-4110.373	8.365609	19.26164	5.807289
4360	-4101.051	-4107.928	6.877613	20.7736	5.852747
4370	-4088.869	-4104	15.13137	23.29357	5.399033
4380	-4089.982	-4106.6	16.61768	21.42221	5.376993
4390	-4089.077	-4102.614	13.53689	19.61799	5.540161
4400	-4081.185	-4102.66	21.47529	21.48969	5.149974
4410	-4089.863	-4107.196	17.33296	20.81299	5.34923
4420	-4101.444	-4113.767	12.3227	22.08183	5.560094
4430	-4108.219	-4111.144	2.925226	17.07704	6.09779
4440	-4113.426	-4117.832	4.406464	24.99474	5.765716
4450	-4096.219	-4115.167	18.94772	20.14951	5.270129
4460	-4098.495	-4108.257	9.762059	20.56688	5.718389
4470	-4094.249	-4112.321	18.07251	22.0334	5.300536
4480	-4094.688	-4107.846	13.1574	21.02363	5.546368
4490	-4079.062	-4099.309	20.24776	20.6249	5.208775
4500	-4086.121	-4097.437	11.31564	19.31671	5.654145
4510	-4095.427	-4100.155	4.72802	17.95509	6.004953
4520	-4099.979	-4113.775	13.7954	19.50272	5.526688
4530	-4119.405	-4126.329	6.9244	22.52506	5.786107
4540	-4111.511	-4120.855	9.343712	20.74425	5.734728
4550	-4107.872	-4113.957	6.084979	19.29033	5.9253
4560	-4088.773	-4104.845	16.07255	21.59606	5.399631
4570	-4105.258	-4123.152	17.89464	18.76393	5.301138
4580	-4107.756	-4113.984	6.228569	17.3239	5.910983
4590	-4103.242	-4112.991	9.748286	19.91146	5.730097
4600	-4105.772	-4120.866	15.0945	20.72514	5.457697
4610	-4112.623	-4121.345	8.722052	18.12587	5.785157
4620	-4128.952	-4130.369	1.416242	17.74121	6.190102
4630	-4132.978	-4134.996	2.01755	16.95911	6.148931
4640	-4094.444	-4110.896	16.45205	23.00445	5.350641
4650	-4097.971	-4107.505	9.534153	18.4671	5.744712
4660	-4107.951	-4116.891	8.939234	23.60181	5.651208
4670	-4098.139	-4105.188	7.048805	16.10234	5.810492
