Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
280	-6700.119	-6714.659	14.53947	76619.01	22.61029	0.995412	0.998823	1.00117	1.0046	4.93643
290	-6683.599	-6707.383	23.78429	23713.12	25.92735	0.991758	0.99788	1.0021	1.00827	4.519352
300	-6688.642	-6712.928	24.28653	73522.55	21.45867	0.995316	0.998799	1.00119	1.00469	4.482578
310	-6689.08	-6708.388	19.30805	55924.16	24.07481	0.99463	0.998622	1.00137	1.00538	4.720479
320	-6697.166	-6715.169	18.00298	45689.47	21.93626	0.99406	0.998475	1.00151	1.00595	4.780467
330	-6683.239	-6710.215	26.97604	80123.85	20.96061	0.995513	0.998849	1.00114	1.00449	4.338928
340	-6684.05	-6704.679	20.6292	39094.82	21.7859	0.993579	0.998351	1.00163	1.00644	4.658619
350	-6678.928	-6701.49	22.56195	38186.93	25.59841	0.993503	0.998331	1.00165	1.00651	4.571384
360	-6689.09	-6709.076	19.98578	26865.62	26.52863	0.992256	0.998009	1.00197	1.00777	4.653227
370	-6686.141	-6706.056	19.91498	19537.84	24.00102	0.990921	0.997663	1.00231	1.00911	4.695866
380	-6682.136	-6701.353	19.21647	25674.96	22.53165	0.992078	0.997963	1.00202	1.00794	4.72931
390	-6687.986	-6705.651	17.66461	39525.86	20.41447	0.993614	0.99836	1.00163	1.0064	4.770338
400	-6678.669	-6702.706	24.03708	15958.11	22.64362	0.989956	0.997412	1.00255	1.01008	4.516782
410	-6683.957	-6709.811	25.85447	1121.941	23.54385	0.96231	0.990054	1.00944	1.0382	4.446356
420	-6653.654	-6685.48	31.82642	2.498598	24.0185	0.346324	0.69935	1.07861	1.87571	4.1998
430	-6646.807	-6675.652	28.84545	2.199057	23.82316	0.315932	0.674639	1.07426	1.93517	4.322272
440	-6654.89	-6677.547	22.65681	2.800509	24.26163	0.373215	0.719848	1.08134	1.8256	4.580566
450	-6649.336	-6678.091	28.75505	1.671603	23.06374	0.250656	0.614833	1.05909	2.07542	4.31637
460	-6644.835	-6677.789	32.95439	2.179276	21.12918	0.313775	0.672817	1.07389	1.93952	4.062612
470	-6649.905	-6685.852	35.94754	2.263598	28.39176	0.322833	0.680405	1.07538	1.92139	4.042693
480	-6641.576	-6676.156	34.58065	1.655547	22.21076	0.248382	0.612554	1.05839	2.08068	4.035803
490	-6634.87	-6673.447	38.57624	1.97188	28.03756	0.289895	0.65199	1.06927	1.98885	3.951938
500	-6638.47	-6675.904	37.43335	1.929571	26.1288	0.28472	0.647309	1.06812	1.99985	3.994063
510	-6632.238	-6667.071	34.83277	1.849582	24.07494	0.274633	0.638002	1.06573	2.02164	4.075628
520	-6643.964	-6685.075	41.11011	1.804416	30.70325	0.268755	0.632462	1.06423	2.03456	3.843201
530	-6659.101	-6685.7	26.59876	1.762833	21.52921	0.263221	0.627166	1.06274	2.04687	4.377061
540	-6644.161	-6672.61	28.44889	2.032156	26.56966	0.297083	0.65839	1.07077	1.97375	4.33378
550	-6639.158	-6675.027	35.86867	1.658368	33.12949	0.248783	0.612957	1.05851	2.07975	3.964721
560	-6652.127	-6688.017	35.88941	1.74014	24.48016	0.260151	0.624192	1.06188	2.05377	4.038738
570	-6651.311	-6693.081	41.7704	2.056674	26.4878	0.299947	0.660908	1.07135	1.9678	3.831697
580	-6646.902	-6677.78	30.8779	2.506291	22.87703	0.347052	0.699922	1.0787	1.87433	4.220287
590	-6651.288	-6690.909	39.62077	2.191794	24.65453	0.315142	0.673973	1.07412	1.93676	3.889944
600	-6650.211	-6684.427	34.21623	1.879962	26.14876	0.278512	0.64161	1.06667	2.0132	4.117193
610	-6659.176	-6685.943	26.7667	2.743398	23.6773	0.368382	0.716252	1.08092	1.83445	4.408616
620	-6639.472	-6673.331	33.85974	2.500756	28.54567	0.346528	0.699511	1.07864	1.87532	4.114357
630	-6627.705	-6669.169	41.46381	1.523198	26.15599	0.228884	0.592373	1.05176	2.12699	3.840103
640	-6652.065	-6682.942	30.87662	1.941675	23.4155	0.286212	0.648665	1.06846	1.99666	4.230965
650	-6631.206	-6670.774	39.56824	1.873872	32.03288	0.277739	0.640894	1.06649	2.01488	3.87306
660	-6643.809	-6672.614	28.80473	2.647236	25.88564	0.359986	0.709915	1.08012	1.84998	4.325981
670	-6628.252	-6668.68	40.4281	3.029772	27.77451	0.391552	0.733163	1.08266	1.79263	3.886235
680	-6630.023	-6673.065	43.04226	2.480718	28.45178	0.344621	0.698011	1.07841	1.87896	3.79277
690	-6643.161	-6681.826	38.66505	1.696563	23.96485	0.254153	0.618309	1.06015	2.06739	3.913745
700	-6666.292	-6688.433	22.14101	2.026396	24.30011	0.296405	0.657792	1.07064	1.97517	4.601592
710	-6645.089	-6673.669	28.57974	2.191657	23.52528	0.315127	0.67396	1.07412	1.93679	4.330389
720	-6632.035	-6675.685	43.65025	1.303717	31.56135	0.193348	0.552252	1.03647	2.21793	3.751481
730	-6640.586	-6681.259	40.67308	1.63884	27.07364	0.245996	0.610146	1.05763	2.08623	3.876295
740	-6640.696	-6672.208	31.51168	2.513063	29.09094	0.347692	0.700423	1.07877	1.87311	4.187703
750	-6668.998	-6688.232	19.23388	2.961033	26.4254	0.386225	0.729347	1.08232	1.80211	4.683967
760	-6659.214	-6684.961	25.7469	2.013948	22.668	0.294934	0.656489	1.07033	1.97824	4.441645
770	-6632.4	-6670.596	38.19597	2.006508	27.05864	0.29405	0.655704	1.07015	1.98009	3.967786
780	-6631.597	-6673.843	42.24648	1.72682	26.30867	0.258332	0.622419	1.06137	2.05788	3.811907
790	-6636.286	-6673.605	37.31926	1.898991	28.2777	0.280912	0.643824	1.06724	2.00802	3.995211
800	-6634.21	-6666.819	32.60923	2.23576	29.24277	0.319882	0.67795	1.07491	1.92726	4.147505
810	-6634.164	-6664.327	30.16281	2.234341	27.85184	0.31973	0.677824	1.07488	1.92756	4.254738
820	-6636.148	-6670.793	34.6455	2.077567	29.17506	0.302361	0.663016	1.07181	1.96281	4.078822
830	-6637.302	-6677.295	39.99322	1.722401	32.86226	0.257726	0.621826	1.06119	2.05926	3.845229
840	-6634.157	-6668.07	33.91313	1.995385	25.60078	0.292723	0.654522	1.06987	1.98288	4.127959
850	-6646.403	-6673.074	26.67102	2.687634	23.13462	0.363554	0.712622	1.08047	1.84335	4.407604
860	-6652.225	-6676.971	24.7459	3.834103	22.40299	0.44501	0.76927	1.08439	1.70133	4.481917
870	-6648.707	-6683.048	34.34075	1.913265	32.01008	0.282697	0.645462	1.06766	2.00418	4.036755
880	-6663.836	-6683.817	19.98062	3.26663	24.32998	0.408892	0.745298	1.08355	1.76226	4.690197
890	-6642.586	-6674.643	32.05723	2.683464	25.5351	0.363188	0.712346	1.08043	1.84403	4.200403
900	-6642.668	-6679.235	36.56707	1.709925	29.49779	0.256007	0.620138	1.06069	2.06316	4.009008
910	-6649.458	-6680.119	30.66114	3.044223	27.30833	0.392654	0.733947	1.08273	1.79067	4.243604
920	-6656.077	-6685.178	29.10095	2.050729	22.04199	0.299256	0.660302	1.07121	1.96923	4.277735
930	-6630.627	-6667.569	36.94229	1.875816	29.51213	0.277986	0.641123	1.06655	2.01434	3.99611
940	-6658.261	-6691.242	32.9808	2.291383	27.48215	0.325741	0.682807	1.07582	1.91563	4.157182
950	-6654.711	-6693.82	39.1092	2.491646	26.48694	0.345663	0.698831	1.07853	1.87697	3.932162
960	-6649.271	-6675.179	25.90764	2.044052	25.91439	0.298477	0.659618	1.07105	1.97085	4.437595
970	-6654.222	-6683.037	28.81441	2.808626	24.64685	0.373893	0.72035	1.08139	1.82437	4.328238
980	-6643.519	-6684.391	40.87177	1.906427	28.5893	0.281843	0.64468	1.06746	2.00602	3.868542
990	-6653.477	-6686.376	32.8998	2.273272	29.18211	0.32385	0.681246	1.07553	1.91937	4.138544
1000	-6634.513	-6673.129	38.61587	2.078233	26.76166	0.302438	0.663083	1.07183	1.96265	3.951747
