Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
481	1	-4061.885	-4068.482	6.596964	1.199006	20.68199	0.174873	0.529362	1.02648	2.26928	5.540027
482	0	-4002.31	-4036.068	33.75855	1.011707	27.52108	0.139284	0.480243	1.00191	2.37856	4.299695
483	1	-4045.848	-4052.908	7.059644	1.385848	20.57831	0.207138	0.568383	1.04295	2.18153	5.518866
484	0	-4035.639	-4057.624	21.98439	0.6156682	18.47127	0.0563549	0.32087	0.889107	2.73367	4.702396
485	1	-4035.331	-4052.352	17.02158	1.209103	22.34726	0.176699	0.531695	1.02754	2.26407	5.037391
486	0	-4038.49	-4058.092	19.60232	1.406056	23.23344	0.210438	0.572134	1.04439	2.17303	4.915689
487	1	-4054.252	-4061.361	7.109524	1.163519	18.73939	0.16838	0.52093	1.02257	2.28812	5.512929
488	0	-4037.329	-4061.125	23.79635	0.9726971	20.6373	0.131474	0.468389	0.995324	2.40481	4.7072
489	1	-4040.097	-4051.682	11.58544	1.050281	23.27659	0.146876	0.49136	1.00786	2.35391	5.259631
490	0	-4044.267	-4059.852	15.58443	1.222401	19.79755	0.179089	0.534724	1.0289	2.25728	5.093031
491	1	-4044.061	-4052.287	8.225823	1.313647	20.36568	0.195047	0.554282	1.03731	2.21336	5.463683
492	0	-4047.972	-4055.691	7.718983	1.644499	21.22553	0.246806	0.610965	1.05789	2.08434	5.478282
493	1	-4038.593	-4052.62	14.02653	1.207664	21.30845	0.176439	0.531364	1.02739	2.2648	5.180851
494	0	-4067.605	-4062.35	-5.255045	1.507373	17.56581	0.226459	0.589779	1.05085	2.13291	6.182472
495	1	-4041.411	-4059.416	18.00518	1.272851	25.48597	0.188007	0.545794	1.03374	2.23246	4.9365
496	0	-4036.421	-4047.379	10.95812	1.411056	17.52391	0.21125	0.57305	1.04474	2.17096	5.25713
497	1	-4044.455	-4063.051	18.59637	1.312717	23.38082	0.194889	0.554093	1.03723	2.21379	4.957028
498	0	-4039.04	-4050.533	11.49282	1.154945	17.54477	0.166793	0.518837	1.02158	2.29279	5.227828
499	1	-4038.828	-4058.78	19.95206	1.034499	20.40141	0.143786	0.486881	1.00549	2.36384	4.888697
500	0	-4027.94	-4046.763	18.82294	0.8397863	22.87676	0.103992	0.422672	0.967397	2.50594	4.953098
501	1	-4038.366	-4061.45	23.08381	1.200571	26.03303	0.175157	0.529725	1.02665	2.26847	4.725664
502	0	-4054.39	-4060.884	6.494463	1.336195	18.3431	0.198873	0.558808	1.03916	2.20316	5.538211
503	1	-4037.726	-4058.161	20.43553	1.058809	20.14701	0.148536	0.493742	1.0091	2.34862	4.858576
504	0	-4056.017	-4067.753	11.73633	1.088192	20.53339	0.154207	0.501745	1.0132	2.33085	5.291591
505	1	-4055.082	-4066.106	11.02409	1.271006	21.05159	0.187685	0.5454	1.03357	2.23334	5.32403
506	0	-4063.334	-4071.017	7.68309	1.086407	20.7424	0.153865	0.501267	1.01296	2.33191	5.486837
507	1	-4064.112	-4060.254	-3.857831	1.369972	18.89362	0.204519	0.565378	1.04178	2.18833	6.095796
508	0	-4060.939	-4066.647	5.708279	1.553389	24.6153	0.233453	0.597208	1.05341	2.11593	5.458177
509	1	-4054.728	-4058.054	3.325941	1.018413	17.93529	0.140613	0.482217	1.00299	2.37418	5.703696
510	0	-4045.585	-4048.241	2.6554	1.51419	18.51913	0.227506	0.590901	1.05124	2.13035	5.749247
511	1	-4048.475	-4049.112	0.6374974	1.059259	21.04187	0.148624	0.493866	1.00916	2.34835	5.817717
512	0	-4039.47	-4047.002	7.532402	1.290285	21.2179	0.191035	0.54947	1.0353	2.22419	5.487203
513	1	-4089.123	-4080.784	-8.338266	1.65278	17.84661	0.247988	0.612157	1.05826	2.08159	6.355228
514	0	-4038.986	-4054.312	15.32551	1.166208	23.0528	0.168876	0.521582	1.02288	2.28666	5.103037
515	1	-4059.615	-4068.481	8.866098	1.224465	19.64689	0.179459	0.535191	1.02911	2.25624	5.431637
516	0	-4044.68	-4055.122	10.44205	1.094575	22.76961	0.155428	0.503443	1.01406	2.32707	5.322123
517	1	-4051.388	-4068.567	17.17823	0.8449162	24.73867	0.105074	0.424608	0.968664	2.50165	4.989152
518	0	-4038.32	-4058.259	19.93881	1.327109	21.32695	0.197337	0.556998	1.03842	2.20724	4.90356
519	1	-4063.571	-4066.27	2.698882	1.672092	21.74902	0.250725	0.614902	1.05911	2.07526	5.699014
520	0	-4034.793	-4057.834	23.04151	0.8241104	21.79808	0.100678	0.416663	0.963418	2.51924	4.764188
521	1	-4056.232	-4068.209	11.97773	1.02128	19.30156	0.14118	0.483056	1.00344	2.37233	5.267365
522	0	-4037.657	-4060.948	23.29123	0.6722716	20.1911	0.0682781	0.350148	0.914143	2.66743	4.718331
523	1	-4045.845	-4073.141	27.29621	0.736864	23.27907	0.0820734	0.380417	0.937799	2.59971	4.584679
524	0	-4056.555	-4066.986	10.43098	1.066138	17.48718	0.149958	0.495767	1.01015	2.34413	5.285179
525	1	-4051.617	-4067.729	16.11228	1.208446	20.24511	0.17658	0.531544	1.02747	2.2644	5.074722
526	0	-4041.091	-4061.73	20.63813	0.848701	24.87133	0.105872	0.426027	0.969587	2.49852	4.84666
527	1	-4061.933	-4073.459	11.52555	1.068372	19.64893	0.150391	0.49638	1.01047	2.34276	5.296301
528	0	-4035.478	-4058.655	23.17695	1.218674	24.8539	0.178421	0.53388	1.02853	2.25917	4.744862
529	1	-4043.549	-4060.738	17.18955	0.6961866	19.4138	0.0733739	0.361725	0.923447	2.64145	5.001046
530	0	-4034.318	-4050.979	16.66036	1.060771	21.74685	0.148918	0.494286	1.00938	2.34741	5.057084
531	1	-4050.048	-4070.686	20.63703	1.026073	21.40709	0.142127	0.484451	1.00419	2.36923	4.871637
532	0	-4062.761	-4064.027	1.266752	1.000658	19.64469	0.137085	0.47695	1.00011	2.38586	5.818463
533	1	-4065	-4071.136	6.136045	1.20933	17.49508	0.17674	0.531747	1.02757	2.26395	5.531113
534	0	-4032.637	-4047.585	14.94813	0.795119	16.9721	0.0945197	0.405161	0.955593	2.54473	4.98644
535	1	-4057.439	-4067.155	9.715658	1.489824	24.18933	0.223746	0.586854	1.04982	2.13958	5.310602
536	0	-4025.269	-4045.853	20.58481	1.034703	23.19088	0.143826	0.48694	1.00552	2.36371	4.873778
537	1	-4054.327	-4056.061	1.734026	1.270447	18.70483	0.187588	0.545281	1.03352	2.23361	5.799719
538	0	-4040.549	-4054.833	14.28427	1.131222	22.18516	0.162368	0.512928	1.01874	2.30596	5.161962
539	1	-4044.845	-4051.612	6.766362	1.167155	21.71416	0.16905	0.521811	1.02299	2.28615	5.512818
540	0	-4038.318	-4041.171	2.853502	1.7277	25.5451	0.258453	0.622537	1.0614	2.05761	5.527996
541	1	-4047.671	-4056.637	8.965987	0.8149866	18.47538	0.0987435	0.413098	0.961022	2.52714	5.407301
542	0	-4058.274	-4064.792	6.518661	1.036073	20.40243	0.144095	0.487332	1.00573	2.36284	5.547141
543	1	-4040.599	-4062.718	22.11915	1.053909	21.15515	0.147583	0.492376	1.00839	2.35165	4.798739
544	0	-4046.394	-4053.815	7.42096	1.011544	19.63892	0.139251	0.480194	1.00189	2.37867	5.505173
545	1	-4037.02	-4050.778	13.75803	0.9669723	22.20991	0.130318	0.466594	0.994304	2.40878	5.185354
546	0	-4036.715	-4053.636	16.92149	1.126645	22.35875	0.161508	0.511767	1.01818	2.30854	5.041774
547	1	-4040.338	-4049.189	8.850229	1.228043	22.02373	0.180098	0.535995	1.02947	2.25444	5.41053
548	0	-4037.523	-4059.389	21.86589	0.8285065	21.75598	0.101609	0.418363	0.964551	2.51548	4.81779
549	1	-4049.825	-4059.116	9.290985	1.39347	19.43221	0.208387	0.569807	1.0435	2.17831	5.408098
550	0	-4056.501	-4070.888	14.38705	1.134673	20.70361	0.163015	0.513799	1.01917	2.30402	5.163469
551	1	-4041.875	-4050.448	8.572483	1.013112	22.98044	0.139563	0.480658	1.00214	2.37764	5.398136
552	0	-4031.905	-4050.814	18.90964	1.625888	24.31472	0.244131	0.608252	1.05703	2.09058	4.928088
553	1	-4043.587	-4047.298	3.711452	1.450842	20.04814	0.217628	0.580164	1.0474	2.15481	5.689991
554	0	-4027.247	-4040.268	13.02084	1.505181	21.83818	0.226122	0.589417	1.05072	2.13374	5.223443
555	1	-4049.404	-4060.503	11.09948	1.150604	24.38323	0.165987	0.517769	1.02107	2.29517	5.247028
556	0	-4026.261	-4050.984	24.72312	0.9918828	25.21058	0.135331	0.474298	0.998642	2.39173	4.67744
557	1	-4045.561	-4067.409	21.8478	1.010113	21.44529	0.138967	0.479771	1.00166	2.37961	4.815538
558	0	-4045.513	-4066.842	21.32977	1.087885	22.01453	0.154148	0.501662	1.01316	2.33103	4.843852
559	1	-4046.184	-4068.745	22.56183	0.6116938	22.63385	0.0555285	0.31871	0.887169	2.73859	4.789917
560	0	-4031.493	-4046.345	14.85136	1.213429	23.43259	0.177478	0.532686	1.02799	2.26185	5.116121
561	1	-4036.117	-4048.896	12.77925	1.620598	23.25166	0.243365	0.607472	1.05678	2.09238	5.208934
562	0	-4047.772	-4048.07	0.2983077	1.119798	16.7472	0.160218	0.510019	1.01732	2.31244	5.840843
563	1	-4022.848	-4047.613	24.76552	0.7641599	23.98926	0.0879129	0.392294	0.946507	2.57329	4.690079
564	0	-4032.737	-4050.234	17.49647	1.394444	21.79037	0.208546	0.569989	1.04357	2.17789	5.018582
565	1	-4032.152	-4047.51	15.35885	0.7516455	25.58257	0.0852366	0.386912	0.9426	2.58525	5.037258
566	0	-4025.791	-4054.359	28.56712	0.7862822	23.95398	0.0926365	0.401552	0.95308	2.55273	4.531635
567	1	-4033.12	-4045.854	12.7339	1.175033	24.71318	0.170499	0.523706	1.02387	2.28192	5.169627
568	0	-4028.776	-4058.744	29.96812	0.8030757	26.80402	0.0962131	0.408369	0.957803	2.53761	4.450185
569	1	-4033.266	-4047.142	13.87613	1.294854	19.87999	0.191823	0.550421	1.0357	2.22205	5.180632
570	0	-4036.492	-4060.037	23.54534	0.7326857	23.93849	0.0811791	0.378552	0.936404	2.60386	4.741421
571	1	-4036.686	-4059.613	22.92731	1.110726	23.36634	0.158502	0.507678	1.01617	2.31765	4.771878
572	0	-4023.702	-4053.876	30.1745	0.680664	23.48496	0.0700638	0.354262	0.917487	2.65819	4.462542
573	1	-4035.745	-4045.384	9.638579	1.26667	19.08305	0.186927	0.544473	1.03318	2.23542	5.385128
574	0	-4020.567	-4054.373	33.80616	0.6526388	25.90115	0.0641153	0.3403	0.905969	2.68962	4.314615
575	1	-4039.347	-4057.029	17.68246	1.186194	17.37681	0.172542	0.52636	1.0251	2.27599	4.861537
576	0	-4036.751	-4057.79	21.03932	1.058225	22.19354	0.148423	0.493579	1.00902	2.34898	4.857491
577	1	-4077.495	-4069.164	-8.331002	1.369353	17.99716	0.204417	0.56526	1.04173	2.18859	6.352733
578	0	-4038.936	-4054.761	15.82523	0.9014786	24.7943	0.116901	0.444995	0.981543	2.45656	5.042315
579	1	-4043.369	-4058.688	15.31911	0.7970159	19.11863	0.0949236	0.40593	0.956125	2.54302	5.088623
580	0	-4052.234	-4065.329	13.09436	0.9504994	21.87732	0.126974	0.46135	0.991288	2.42039	5.219628
581	1	-4025.073	-4052.783	27.71007	0.813795	23.56858	0.0984906	0.412629	0.960705	2.52817	4.567604
582	0	-4052.668	-4054.63	1.962616	1.233063	18.51293	0.180993	0.537119	1.02997	2.25192	5.786617
583	1	-4048.156	-4052.106	3.949468	1.739877	15.10397	0.260115	0.624157	1.06187	2.05385	5.48368
584	0	-4058.601	-4067.602	9.000877	1.302971	19.08451	0.19322	0.552099	1.0364	2.21828	5.418568
585	1	-4043.19	-4066.476	23.28655	0.9545136	25.12212	0.127791	0.462639	0.992034	2.41754	4.735987
586	0	-4038.63	-4053.929	15.29967	1.125626	19.11205	0.161316	0.511508	1.01805	2.30912	5.089426
587	1	-4049.138	-4057.375	8.236953	1.462837	19.28847	0.219524	0.582251	1.04816	2.15006	5.46104
588	0	-4041.028	-4057.304	16.27635	1.006613	20.81163	0.138271	0.478731	1.00109	2.38191	5.073105
589	1	-4067.034	-4064.729	-2.304961	1.426955	18.42694	0.213815	0.575929	1.04583	2.16443	6.017598
590	0	-4049.217	-4060.789	11.57111	1.257067	17.51755	0.185242	0.542401	1.03228	2.24008	5.221778
591	1	-4048.007	-4057.998	9.991472	1.127698	18.16148	0.161706	0.512035	1.01831	2.30795	5.341132
592	0	-4040.038	-4065.869	25.83017	0.984715	22.65244	0.133894	0.472109	0.99742	2.39658	4.645635
593	1	-4052.146	-4069.619	17.47273	1.164154	23.21898	0.168497	0.521085	1.02264	2.28777	5.007562
594	0	-4025.792	-4054.24	28.44717	0.7268924	23.2123	0.0799392	0.375947	0.93444	2.60967	4.534875
595	1	-4024.216	-4051.015	26.79921	0.9592589	22.78666	0.128755	0.464154	0.992907	2.41418	4.603863
596	0	-4037.634	-4061.706	24.07248	1.078187	21.84464	0.152285	0.499054	1.01184	2.33682	4.717449
597	1	-4018.637	-4043.081	24.44413	1.042799	21.09527	0.145414	0.489249	1.00674	2.35859	4.687531
598	0	-4025.674	-4056.513	30.83832	0.8707719	26.16679	0.110505	0.43414	0.974788	2.48057	4.426267
599	1	-4032.824	-4053.897	21.07327	0.9151553	24.2706	0.11973	0.449675	0.984384	2.44621	4.839808
600	0	-4021.4	-4047.244	25.84414	0.8900263	25.55059	0.114523	0.441004	0.979087	2.46539	4.627907
601	1	-4054.056	-4076.352	22.29675	0.8856652	20.51719	0.113615	0.439467	0.978132	2.46879	4.77687
602	0	-4035.34	-4053.371	18.03167	1.097028	24.52836	0.155897	0.504092	1.01438	2.32563	4.959518
603	1	-4041.189	-4056.441	15.25173	1.029182	21.80897	0.142739	0.485351	1.00467	2.36724	5.121479
604	0	-4035.071	-4050.609	15.5382	0.929291	25.00687	0.122638	0.454416	0.987219	2.43573	5.047807
605	1	-4028.482	-4048.244	19.76165	0.9563276	24.79238	0.12816	0.46322	0.992369	2.41625	4.883593
606	0	-4035.927	-4055.455	19.52744	1.190934	20.77497	0.173406	0.527476	1.02562	2.2735	4.916329
607	1	-4034.65	-4059.321	24.67132	0.7952573	22.5276	0.0945491	0.405218	0.955632	2.5446	4.696209
608	0	-4030.763	-4052.481	21.71769	0.743983	25.04497	0.083597	0.383564	0.940137	2.5927	4.799957
609	1	-4017.004	-4053.143	36.13878	0.9843215	27.38463	0.133815	0.471988	0.997353	2.39684	4.214687
610	0	-4024.305	-4045.831	21.52572	0.9795629	25.45421	0.132858	0.470522	0.996529	2.40009	4.799065
611	1	-4035.577	-4058.147	22.57062	0.9940927	22.32918	0.135774	0.474969	0.999014	2.39024	4.789025
612	0	-4054.835	-4058.511	3.67593	1.611638	17.93447	0.242064	0.606142	1.05636	2.09544	5.684163
613	1	-4039.304	-4062.747	23.44271	1.136437	22.7107	0.163345	0.514242	1.01938	2.30303	4.75111
614	0	-4041.059	-4055.597	14.53813	1.057707	20.93568	0.148322	0.493435	1.00894	2.3493	5.156963
615	1	-4006.075	-4048.188	42.1121	0.6202341	26.19318	0.0573063	0.323334	0.891301	2.72806	3.995546
616	0	-4065.149	-4080.262	15.11329	0.8355872	22.44932	0.103106	0.421077	0.966348	2.50947	5.121521
617	1	-4017.134	-4054.685	37.55112	0.7138889	28.77188	0.0771571	0.37001	0.929908	2.62292	4.146824
618	0	-4048.608	-4057.813	9.204835	1.146283	23.01827	0.165184	0.5167	1.02056	2.29755	5.369538
619	1	-4024.067	-4061.148	37.08089	0.631952	27.7655	0.0597579	0.329574	0.896784	2.71388	4.176412
620	0	-4035.019	-4041.602	6.583232	1.186834	19.63237	0.172659	0.526511	1.02517	2.27566	5.547828
621	1	-4037.456	-4062.957	25.50045	0.6783327	22.81465	0.0695674	0.353125	0.916567	2.66074	4.660976
622	0	-4046.096	-4051.452	5.356363	1.22433	17.28121	0.179434	0.53516	1.0291	2.25631	5.56673
623	1	-4016.851	-4045.638	28.78702	0.988139	23.01427	0.134581	0.473157	0.998007	2.39425	4.518782
624	0	-4028.014	-4040.247	12.2321	0.9953588	18.68304	0.136027	0.475352	0.999227	2.38939	5.237762
625	1	-4034.614	-4067.962	33.34816	0.6204962	23.56105	0.057361	0.323475	0.891426	2.72774	4.328299
626	0	-4053.355	-4060.593	7.238335	1.431851	22.35979	0.2146	0.576805	1.04616	2.16244	5.474826
627	1	-4034.713	-4063.435	28.72244	0.8195001	21.76151	0.0997009	0.414868	0.962215	2.52322	4.502757
628	0	-4050.07	-4065.062	14.99241	1.4977	20.77569	0.224967	0.588173	1.05029	2.13657	5.134626
629	1	-4027.967	-4049.931	21.96428	1.193339	20.51272	0.173844	0.52804	1.02588	2.27224	4.792962
630	0	-4048.691	-4062.737	14.0458	1.460967	20.96438	0.219229	0.581928	1.04804	2.1508	5.180498
631	1	-4023.419	-4050.161	26.74148	0.7356504	22.1928	0.0818137	0.379876	0.937395	2.60091	4.600552
632	0	-4040.792	-4052.025	11.2337	1.07047	20.03408	0.150796	0.496954	1.01076	2.34149	5.314695
633	1	-4023.658	-4048.589	24.93061	1.16002	21.76446	0.167733	0.520079	1.02217	2.29002	4.677045
634	0	-4033.065	-4039.439	6.374036	0.9526008	22.50184	0.127402	0.462026	0.99168	2.41889	5.509215
635	1	-4030.052	-4051.501	21.44929	0.869574	24.23613	0.110254	0.433707	0.974514	2.48153	4.824834
636	0	-4047.399	-4060.346	12.94631	1.444423	21.59579	0.216608	0.579036	1.04698	2.15737	5.229364
637	1	-4016.343	-4044.108	27.76461	0.8684661	29.84713	0.110022	0.433305	0.974259	2.48241	4.457024
638	0	-4078.011	-4076.249	-1.761989	1.08634	19.55254	0.153852	0.501249	1.01295	2.33195	5.974557
639	1	-4018.018	-4040.388	22.36999	0.8947744	21.40044	0.11551	0.442667	0.980114	2.46171	4.790594
640	0	-4056.684	-4060.522	3.83862	0.8756543	17.99724	0.111526	0.435899	0.975899	2.47668	5.676538
641	1	-4031.038	-4050.721	19.68315	1.194411	20.54706	0.174039	0.528291	1.02599	2.27168	4.904836
642	0	-4044.184	-4057.297	13.11262	1.430516	21.34143	0.214386	0.576567	1.04607	2.16298	5.223548
643	1	-4051.921	-4071.124	19.20312	1.236845	20.75648	0.181667	0.537961	1.03034	2.25003	4.931665
644	0	-4069.782	-4065.597	-4.184857	1.179499	17.76888	0.171318	0.524772	1.02437	2.27954	6.122399
645	1	-4060.431	-4069.912	9.480813	1.87557	22.59665	0.277955	0.641094	1.06654	2.01441	5.368798
646	0	-4072.454	-4069.112	-3.34279	1.516762	18.64185	0.2279	0.591323	1.05139	2.12939	6.071878
647	1	-4040.768	-4056.382	15.61475	0.8799697	22.94274	0.112427	0.437444	0.976869	2.47326	5.092298
648	0	-4059.571	-4068.089	8.517426	1.683676	18.72748	0.252354	0.616525	1.05961	2.07152	5.437548
649	1	-4051.797	-4059.541	7.744224	1.513554	16.58919	0.227409	0.590797	1.05121	2.13059	5.384967
650	0	-4042.457	-4047.756	5.299567	1.380125	24.2142	0.206196	0.567306	1.04253	2.18397	5.492113
651	1	-4039.937	-4051.625	11.68805	1.064603	26.26612	0.149661	0.495344	1.00993	2.34506	5.154159
652	0	-4055.872	-4073.364	17.49232	1.337332	20.34612	0.199065	0.559033	1.03925	2.20266	5.008348
653	1	-4040.048	-4048.034	7.986713	1.156877	21.55931	0.167151	0.519311	1.02181	2.29173	5.459734
654	0	-4032.049	-4054.327	22.27819	1.025441	21.38842	0.142002	0.484268	1.00409	2.36964	4.794723
655	1	-4049.96	-4047.462	-2.498246	1.331962	18.53587	0.198159	0.557967	1.03881	2.20506	6.027419
656	0	-4023.245	-4048.326	25.08143	0.8804359	21.71375	0.112525	0.43761	0.976973	2.47289	4.669349
657	1	-4039.253	-4045.924	6.671008	1.50513	19.74024	0.226114	0.589408	1.05072	2.13376	5.543339
658	0	-4031.524	-4060.648	29.12369	1.089734	23.06747	0.154503	0.502156	1.01341	2.32993	4.504614
659	1	-4053.03	-4056.522	3.492091	1.560393	17.05345	0.234503	0.59831	1.05378	2.11341	5.665156
660	0	-4049.427	-4071.425	21.99827	1.133161	21.24234	0.162732	0.513418	1.01898	2.30487	4.805791
661	1	-4035.978	-4044.884	8.906283	1.145747	22.22196	0.165084	0.516567	1.0205	2.29785	5.403523
662	0	-4053.689	-4069.119	15.42973	1.456831	23.95513	0.218576	0.581209	1.04778	2.15243	5.08005
663	1	-4030.535	-4049.624	19.08894	0.9048546	23.00225	0.117601	0.446159	0.982254	2.45399	4.940295
664	0	-4037.815	-4060.664	22.84962	1.128251	26.04543	0.16181	0.512176	1.01838	2.30764	4.734377
665	1	-4042.255	-4052.596	10.34039	1.142353	20.09282	0.164451	0.515723	1.02009	2.29973	5.359497
666	0	-4040.089	-4066.838	26.74884	0.9085413	21.69617	0.118364	0.447424	0.983023	2.45119	4.592224
667	1	-4043.714	-4041.782	-1.931199	1.45443	18.9384	0.218196	0.580791	1.04763	2.15338	5.993303
668	0	-4018.203	-4058.944	40.74023	0.6058361	23.01282	0.054314	0.315501	0.884267	2.74592	3.999354
669	1	-4067.631	-4051.514	-16.11762	1.520307	18.65626	0.228443	0.591902	1.05159	2.12806	6.756462
670	0	-4020.407	-4052.952	32.545	0.7282387	26.44906	0.0802274	0.376555	0.9349	2.60832	4.358209
671	1	-4055.763	-4061.214	5.451593	1.434381	17.30639	0.215005	0.577257	1.04632	2.16141	5.562344
672	0	-4041.404	-4066.522	25.11811	0.7583243	20.21437	0.0866652	0.389798	0.944703	2.57883	4.628732
673	1	-4045.607	-4055.452	9.844924	0.9583809	18.61738	0.128577	0.463874	0.992746	2.4148	5.363794
674	0	-4035.916	-4051.46	15.54361	1.580984	24.55941	0.237566	0.601504	1.05484	2.10609	5.060124
675	1	-4049.611	-4063.084	13.47318	1.021041	17.33558	0.141133	0.482986	1.0034	2.37248	5.100903
676	0	-4019.634	-4045.362	25.7283	0.8904353	26.06735	0.114608	0.441148	0.979176	2.46507	4.623442
677	1	-4027.853	-4053.463	25.60998	1.012534	22.76252	0.139448	0.480487	1.00205	2.37802	4.655941
678	0	-4042.234	-4068.918	26.68395	0.8086135	22.23599	0.0973903	0.410579	0.959313	2.53272	4.603695
679	1	-4043.3	-4057.199	13.89962	1.086766	22.25682	0.153934	0.501363	1.01301	2.33169	5.178354
680	0	-4047.457	-4061.057	13.59986	1.100768	20.91567	0.15661	0.505077	1.01488	2.32343	5.201782
681	1	-4027.359	-4058.774	31.4148	0.7816315	24.12241	0.0916445	0.399632	0.951732	2.55699	4.413369
682	0	-4049.016	-4057.531	8.515271	1.063838	21.37071	0.149513	0.495133	1.00982	2.34553	5.43849
683	1	-4041.795	-4054.96	13.16533	0.7909562	21.7752	0.0936329	0.403467	0.954417	2.54848	5.217506
684	0	-4040.591	-4055.163	14.57208	1.399785	21.26306	0.209418	0.570979	1.04395	2.17565	5.155348
685	1	-4035.935	-4052.684	16.74937	1.321157	19.7955	0.196327	0.555802	1.03793	2.20994	5.034139
686	0	-4035.257	-4058.696	23.43893	0.8989675	23.47031	0.116381	0.444126	0.981011	2.45848	4.74943
687	1	-4034.164	-4046.813	12.64909	0.9509893	20.15375	0.127074	0.461508	0.991379	2.42004	5.245112
688	0	-4044.742	-4064.698	19.95644	1.215857	25.00741	0.177915	0.53324	1.02824	2.26061	4.871114
689	1	-4061.964	-4062.033	0.06913786	1.264107	22.79028	0.186478	0.543922	1.03294	2.23666	5.776759
690	0	-4018.093	-4052.67	34.57661	0.8886633	22.87439	0.114239	0.440525	0.978789	2.46645	4.264417
691	1	-4070.098	-4064.857	-5.241083	1.256913	17.06879	0.185215	0.542367	1.03227	2.24015	6.177483
692	0	-4033.538	-4064.883	31.34498	1.398355	21.90842	0.209185	0.570714	1.04385	2.17625	4.386221
693	1	-4046.858	-4051.637	4.779623	0.8699797	21.23962	0.110339	0.433854	0.974607	2.4812	5.616436
694	0	-4052.847	-4070.12	17.27328	0.842128	28.27997	0.104486	0.423558	0.967978	2.50398	4.870568
695	1	-4065.139	-4071.642	6.5023	1.401009	22.10708	0.209617	0.571205	1.04404	2.17514	5.514892
696	0	-4028.14	-4055.962	27.82181	0.8730181	22.80779	0.110975	0.434951	0.975301	2.47877	4.559169
697	1	-4040.76	-4058.878	18.11725	1.097313	23.06232	0.155951	0.504167	1.01442	2.32546	4.981819
698	0	-4033.673	-4060.497	26.82433	0.9160985	24.32319	0.119924	0.449995	0.984577	2.4455	4.602523
699	1	-4045.693	-4061.799	16.1053	0.9502238	22.23775	0.126918	0.461261	0.991236	2.42058	5.079424
700	0	-4053.71	-4072.206	18.49599	1.27072	23.32511	0.187635	0.545339	1.03355	2.23348	4.962091
701	1	-4034.448	-4048.162	13.71437	0.8394334	17.43168	0.103918	0.422539	0.96731	2.50623	5.093679
702	0	-4042.673	-4055.3	12.62682	1.23763	22.30222	0.181806	0.538136	1.03042	2.24964	5.234801
703	1	-4024.641	-4054.157	29.51615	0.7850637	25.58206	0.0923767	0.40105	0.952729	2.55384	4.483867
704	0	-4024.563	-4050.44	25.87667	0.725989	22.46629	0.0797459	0.375539	0.934131	2.61058	4.642212
705	1	-4043.175	-4070.154	26.97911	0.6969206	25.40592	0.0735306	0.362074	0.923722	2.64067	4.58547
706	0	-4016	-4046.47	30.4701	0.93363	23.30291	0.123528	0.455852	0.988069	2.43255	4.448546
707	1	-4019.711	-4046.714	27.00262	0.861726	22.97805	0.108609	0.430847	0.972693	2.48785	4.596131
708	0	-4006.759	-4049.311	42.55242	0.5837932	25.29369	0.0497835	0.303143	0.87282	2.77425	3.971226
709	1	-4031.416	-4061.276	29.85955	0.9253491	20.18617	0.121829	0.453103	0.986439	2.43863	4.392778
710	0	-4034.416	-4071.016	36.6	0.8071502	26.60784	0.0970793	0.409997	0.958917	2.53401	4.204028
711	1	-4031.776	-4057.66	25.88461	1.085325	22.56679	0.153657	0.500977	1.01281	2.33255	4.642645
712	0	-4016.722	-4064.417	47.6943	0.5582534	34.0925	0.0446287	0.288255	0.858429	2.80869	3.733324
713	1	-4023.879	-4048.975	25.09584	0.8875289	24.13671	0.114003	0.440125	0.978541	2.46733	4.675208
714	0	-3997.242	-4042.966	45.72409	0.6674961	28.43592	0.0672635	0.347782	0.912201	2.67275	3.864089
715	1	-4026.001	-4050.632	24.6315	1.076687	25.37148	0.151996	0.498647	1.01163	2.33773	4.678454
716	0	-4031.602	-4054.804	23.20172	1.062234	26.08723	0.149201	0.49469	1.00959	2.34652	4.719919
717	1	-4053.639	-4058.996	5.357192	1.132354	17.62491	0.16258	0.513214	1.01888	2.30532	5.580489
718	0	-4037.908	-4055.198	17.29008	0.9399602	21.00893	0.124824	0.45793	0.989293	2.42795	5.026082
719	1	-4050.451	-4055.806	5.355216	1.429122	20.40509	0.214163	0.576317	1.04597	2.16355	5.604131
720	0	-4042.602	-4057.614	15.01194	1.079819	18.60612	0.152599	0.499495	1.01206	2.33584	5.085782
721	1	-4045.53	-4039.795	-5.734866	1.481752	17.1556	0.22249	0.585491	1.04933	2.14269	6.207409
722	0	-4044.466	-4055.43	10.9634	0.7739253	16.236	0.0899995	0.39642	0.94946	2.56412	5.158407
723	1	-4045.314	-4046.456	1.141811	0.9366018	18.82339	0.124137	0.45683	0.988646	2.43039	5.831322
724	0	-4051.447	-4053.709	2.261919	1.340713	19.31546	0.199634	0.559701	1.03952	2.20115	5.770649
725	1	-4047.086	-4046.408	-0.6778156	1.423962	23.07638	0.213334	0.57539	1.04563	2.16565	5.796118
726	0	-4053.039	-4059.112	6.073283	1.422999	18.09128	0.213179	0.575217	1.04556	2.16604	5.555022
