Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
300	-4088.953	-4104.475	15.52228	9859.924	22.91608	0.987228	0.996701	1.00324	1.01283	5.096757
310	-4103.543	-4110.447	6.903934	95890.13	19.52227	0.995898	0.998949	1.00105	1.00411	5.531264
320	-4092.922	-4103.929	11.00678	41141.58	23.44695	0.99374	0.998392	1.00159	1.00627	5.279787
330	-4084.598	-4098.715	14.11687	14054.38	23.15029	0.989298	0.997241	1.00272	1.01074	5.153512
340	-4104.989	-4115.835	10.84539	69171.99	19.43493	0.995171	0.998761	1.00123	1.00484	5.328146
350	-4092.833	-4108.781	15.94855	17080.43	18.39214	0.990291	0.997499	1.00247	1.00974	5.025286
360	-4105.588	-4111.158	5.570513	76314.64	19.05266	0.995402	0.998821	1.00117	1.00461	5.598101
370	-4096.213	-4103.259	7.046692	28943.54	17.61017	0.992538	0.998082	1.0019	1.00748	5.48402
380	-4096.581	-4103.187	6.605244	236.4891	18.87859	0.918596	0.977697	1.01989	1.08382	5.541815
390	-4069.916	-4081.814	11.89777	2.478146	22.70665	0.344375	0.697817	1.07838	1.87943	5.259544
400	-4043.774	-4059.405	15.63091	1.326427	22.89353	0.197222	0.556861	1.03836	2.20755	5.09237
410	-4044.019	-4053.166	9.146256	1.117825	18.85407	0.159846	0.509512	1.01708	2.31357	5.40672
420	-4049.212	-4065.116	15.90377	1.077888	23.18401	0.152228	0.498973	1.0118	2.337	5.075745
430	-4040.493	-4052.634	12.14095	1.045753	21.51586	0.145992	0.490085	1.00719	2.35674	5.26749
440	-4027.439	-4048.763	21.32344	1.089934	22.14389	0.154541	0.502209	1.01344	2.32981	4.844571
450	-4049.32	-4058.655	9.335539	0.8632009	24.68595	0.108919	0.431387	0.973038	2.48666	5.308167
460	-4032.36	-4050.78	18.41928	0.6466142	23.30352	0.0628429	0.337213	0.903357	2.69659	4.965675
470	-4021.437	-4053.066	31.62891	0.6466142	22.45374	0.0628429	0.337213	0.903357	2.69659	4.385924
480	-4021.908	-4048.778	26.8701	1.095987	22.2071	0.155698	0.503817	1.01425	2.32624	4.594947
490	-4043.19	-4058.899	15.7091	1.08889	24.15232	0.154341	0.501931	1.0133	2.33043	5.06373
500	-4041.561	-4045.737	4.175371	1.334189	24.15119	0.198535	0.55841	1.03899	2.20406	5.541321
510	-4049.835	-4052.208	2.372688	1.334189	19.40704	0.198535	0.55841	1.03899	2.20406	5.764308
520	-4026.751	-4048.533	21.78249	1.255468	22.91273	0.184961	0.542054	1.03213	2.24085	4.823591
530	-4040.416	-4055.128	14.71236	1.348077	21.60534	0.200871	0.561147	1.0401	2.19788	5.147535
540	-4023.385	-4042.247	18.86247	0.7466624	23.13352	0.0841704	0.38474	0.941005	2.59009	4.948714
550	-4039.52	-4054.037	14.51686	1.121651	20.3829	0.160568	0.510494	1.01756	2.31138	5.154941
560	-4035.657	-4049.599	13.94219	1.284328	20.68713	0.190003	0.548222	1.03477	2.227	5.184896
570	-4051.047	-4069.747	18.70002	0.888746	19.85524	0.114257	0.440554	0.978807	2.46638	4.937297
580	-4036.204	-4065.899	29.69488	0.9267389	21.39209	0.122114	0.453567	0.986715	2.4376	4.448069
590	-4033.274	-4068.762	35.48813	0.5223385	24.34752	0.0375991	0.266249	0.835866	2.86029	4.246525
600	-4022.409	-4054.045	31.6358	1.028002	24.21453	0.142507	0.48501	1.00449	2.36799	4.404478
610	-4032.044	-4050.034	17.99014	0.9417568	21.90645	0.125191	0.458517	0.989637	2.42666	4.9958
620	-4051.577	-4060.907	9.329949	0.9454807	23.04179	0.125951	0.459728	0.990344	2.42398	5.363432
630	-4050.101	-4061.324	11.22251	0.9787398	19.65955	0.132693	0.470267	0.996386	2.40065	5.311852
640	-4037.552	-4051.708	14.15566	1.085926	19.76275	0.153773	0.501138	1.0129	2.33219	5.164588
650	-4049.605	-4059.71	10.10541	1.443211	21.42091	0.216415	0.578823	1.0469	2.15786	5.36342
660	-4050.392	-4061.818	11.42644	1.057042	22.89961	0.148193	0.49325	1.00884	2.34971	5.27588
670	-4042.511	-4063.752	21.24075	0.9208171	19.31702	0.120896	0.451586	0.985532	2.44199	4.788147
680	-4020.084	-4045.347	25.26308	0.795047	20.07182	0.0945044	0.405132	0.955573	2.54479	4.615962
690	-4045.712	-4056.461	10.74907	1.483356	19.48823	0.22274	0.585762	1.04943	2.14207	5.33385
700	-4032.919	-4047.945	15.02621	1.091209	20.84038	0.154785	0.502549	1.01361	2.32906	5.133302
710	-4032.116	-4050.626	18.51005	1.014045	22.11038	0.139748	0.480933	1.00229	2.37703	4.97172
720	-4020.897	-4041.583	20.68603	1.17407	22.95879	0.170323	0.523476	1.02377	2.28244	4.871154
730	-4040.802	-4047.965	7.163256	1.569639	22.5303	0.235882	0.599752	1.05426	2.1101	5.473313
740	-4044.859	-4057.404	12.54435	1.476529	19.47264	0.221674	0.584603	1.04901	2.14471	5.241441
750	-4031.675	-4047.488	15.81323	0.9968323	18.66446	0.136321	0.475798	0.999473	2.38841	5.045283
760	-4046.96	-4055.861	8.901273	0.7929714	19.96261	0.0940623	0.404289	0.954988	2.54666	5.431048
770	-4033.195	-4054.561	21.36653	0.8902219	19.8776	0.114564	0.441073	0.979129	2.46523	4.80377
780	-4041.01	-4055	13.99023	1.058832	21.2909	0.148541	0.493748	1.0091	2.34861	5.182618
790	-4044.378	-4057.337	12.95829	0.9116243	23.21413	0.119001	0.448476	0.98366	2.44886	5.202103
800	-4040.122	-4062.048	21.92594	1.0113	23.45856	0.139203	0.480122	1.00185	2.37883	4.813993
810	-4046.159	-4060.591	14.43257	0.8030926	17.12221	0.0962167	0.408376	0.957808	2.5376	5.029195
820	-4031.335	-4048.066	16.73086	1.222459	21.17334	0.179099	0.534738	1.02891	2.25725	5.053516
830	-4038.75	-4056.532	17.78228	1.03832	20.54073	0.144536	0.487974	1.00607	2.36142	4.997255
840	-4037.811	-4042.15	4.338916	1.224027	17.13643	0.17938	0.535092	1.02907	2.25646	5.619347
850	-4060.117	-4063.013	2.896132	1.593448	20.42409	0.239404	0.603406	1.05547	2.10172	5.724282
860	-4048.789	-4051.103	2.31445	1.620301	19.43155	0.243323	0.607428	1.05677	2.09248	5.767122
870	-4064.231	-4063.368	-0.8634406	1.221656	21.20669	0.178955	0.534556	1.02883	2.25766	5.883298
880	-4038.412	-4048.383	9.97156	1.077663	18.28345	0.152184	0.498912	1.01176	2.33714	5.346624
890	-4042.251	-4052.725	10.47338	1.244203	18.63716	0.182972	0.539589	1.03106	2.24638	5.330607
900	-4041.9	-4051.157	9.257064	0.9158001	19.07046	0.119863	0.449894	0.984516	2.44573	5.40491
910	-4053.19	-4052.369	-0.8209471	1.515507	19.75034	0.227708	0.591117	1.05132	2.12986	5.922661
920	-4062.733	-4062.113	-0.6198019	1.467774	21.18947	0.220301	0.583103	1.04847	2.14812	5.872412
930	-4048.717	-4056.555	7.838227	1.521462	20.80605	0.228619	0.59209	1.05166	2.12763	5.478623
940	-4036.216	-4055.398	19.1826	1.813677	19.87606	0.269971	0.633615	1.06454	2.03187	4.913594
950	-4062.44	-4069.74	7.299752	1.122748	20.7812	0.160774	0.510774	1.01769	2.31076	5.504827
960	-4053.321	-4067.973	14.65193	0.9788321	20.17694	0.132711	0.470296	0.996402	2.40059	5.14603
970	-4026.191	-4059.68	33.48848	0.7684278	25.96079	0.0888251	0.394105	0.947807	2.56926	4.326491
980	-4040.136	-4059.101	18.96573	1.06686	20.19385	0.150098	0.495965	1.01025	2.34369	4.932622
990	-4033.695	-4048.624	14.92984	0.867462	22.34096	0.109812	0.432941	0.974028	2.48322	5.13107
1000	-4040.177	-4062.545	22.36806	1.379298	22.40954	0.20606	0.56715	1.04247	2.18432	4.798289
1010	-4028.438	-4055.846	27.40796	0.8373205	19.71921	0.103472	0.421736	0.966783	2.50801	4.491744
1020	-4059.048	-4065.598	6.550482	0.6556208	23.12448	0.0647461	0.341816	0.907243	2.68619	5.481239
1030	-4039.894	-4049.214	9.320678	1.105008	17.79866	0.157417	0.506189	1.01543	2.32096	5.363657
1040	-4045.06	-4057.503	12.44312	0.9788693	19.16233	0.132719	0.470307	0.996409	2.40057	5.240112
1050	-4018.696	-4035.519	16.8235	1.073804	23.44743	0.15144	0.497864	1.01123	2.33947	5.031699
1060	-4030.861	-4046.128	15.26707	1.27209	21.71894	0.187874	0.545632	1.03367	2.23282	5.12131
1070	-4033.258	-4050.818	17.55999	0.7159032	23.22153	0.0775879	0.370938	0.930622	2.62085	5.003767
1080	-4036.993	-4056.746	19.75251	0.9440818	21.67254	0.125666	0.459274	0.990079	2.42498	4.914587
1090	-4066.24	-4060.258	-5.982658	1.333424	17.13672	0.198406	0.558258	1.03893	2.2044	6.221667
1100	-4037.575	-4048.62	11.04452	0.8821901	23.50043	0.112891	0.438234	0.977363	2.47151	5.276666
1110	-4023.162	-4051.262	28.09977	0.7938672	22.31508	0.0942531	0.404653	0.955241	2.54585	4.541203
1120	-4050.609	-4064.587	13.97784	0.6850883	22.32154	0.0710064	0.356409	0.919215	2.65337	5.173955
1130	-4029.519	-4040.337	10.81821	1.473134	21.12455	0.221142	0.584023	1.0488	2.14603	5.333204
1140	-4042.868	-4056.199	13.33166	0.9406932	18.09844	0.124974	0.45817	0.989433	2.42742	5.154166
1150	-4033.08	-4041.232	8.151742	1.202937	21.86039	0.175585	0.530274	1.0269	2.26724	5.445923
1160	-4033.968	-4047.284	13.31659	1.431112	17.94818	0.214482	0.576673	1.04611	2.16274	5.147341
1170	-4051.41	-4056.468	5.057516	1.356361	18.12303	0.202256	0.56276	1.04074	2.19424	5.611921
1180	-4040.992	-4049.381	8.388885	1.084677	18.50655	0.153533	0.500803	1.01273	2.33294	5.439334
1190	-4038.636	-4056.626	17.99021	0.8322863	20.53586	0.102408	0.419815	0.965515	2.51226	4.987058
1200	-4030.375	-4049.394	19.01829	0.7556173	19.49509	0.0860862	0.388632	0.943855	2.58143	4.909773
1210	-4048.505	-4061.274	12.76922	1.359066	22.06152	0.202707	0.563283	1.04095	2.19306	5.232061
1220	-4030.662	-4046.845	16.18345	0.9033358	21.44058	0.117286	0.445636	0.981935	2.45514	5.079671
1230	-4032.116	-4051.657	19.54081	0.9408697	23.51636	0.12501	0.458228	0.989467	2.4273	4.914919
1240	-4033.022	-4052.655	19.63381	0.9898207	21.42633	0.134918	0.473671	0.998293	2.39312	4.918642
1250	-4026.464	-4047.722	21.25733	0.7058914	23.48738	0.0754471	0.366297	0.927032	2.63122	4.842215
1260	-4007.603	-4050.278	42.67492	0.746556	25.98771	0.0841476	0.384693	0.94097	2.59019	3.972817
1270	-4023.545	-4046.509	22.96339	0.7790986	21.83988	0.091104	0.398581	0.950991	2.55932	4.768176
1280	-4041.997	-4057.896	15.8995	1.002239	18.21021	0.1374	0.477424	1.00037	2.38481	5.018497
1290	-4027.491	-4051.627	24.13583	1.131446	23.94707	0.16241	0.512985	1.01877	2.30583	4.716684
1300	-4039.436	-4058.081	18.64473	0.7748992	20.59155	0.0902075	0.396828	0.94975	2.56321	4.956105
1310	-4018.184	-4039.84	21.65674	0.8674451	19.87874	0.109809	0.432934	0.974024	2.48323	4.78921
1320	-4033.51	-4051.448	17.93754	1.114052	21.09859	0.159132	0.508539	1.0166	2.31573	4.995995
1330	-4030.396	-4044.606	14.20979	1.048935	20.36929	0.146613	0.490982	1.00766	2.35475	5.169889
1340	-4040.228	-4049.842	9.613879	1.035283	21.74263	0.14394	0.487106	1.00561	2.36335	5.381182
1350	-4045.891	-4052.839	6.948382	1.159308	18.49082	0.167601	0.519905	1.02209	2.29041	5.516838
1360	-4046.618	-4050.395	3.777062	1.260042	24.62219	0.185765	0.543045	1.03256	2.23863	5.536312
1370	-4051.542	-4051.727	0.1841184	1.374313	19.1607	0.205237	0.566205	1.0421	2.18646	5.879872
1380	-4054.018	-4055.699	1.680251	1.367286	20.03557	0.204074	0.564865	1.04157	2.18949	5.791528
1390	-4061.134	-4064.47	3.335503	1.2849	21.1381	0.190103	0.548342	1.03483	2.22673	5.687076
1400	-4052.284	-4058.393	6.108333	1.047999	19.58855	0.14643	0.490718	1.00752	2.35533	5.572039
1410	-4061.71	-4059.291	-2.418874	1.311351	20.04395	0.194655	0.553815	1.03711	2.21442	5.995888
1420	-4043.563	-4052.057	8.493562	1.602987	19.54992	0.240802	0.604847	1.05594	2.09841	5.450027
1430	-4033.214	-4050.848	17.63366	1.028705	22.58489	0.142646	0.485213	1.0046	2.36754	5.008106
1440	-4069.867	-4083.953	14.08571	0.6385009	28.06621	0.0611336	0.333009	0.899758	2.7061	4.992211
1450	-4030.477	-4055.008	24.53181	1.255703	23.31978	0.185002	0.542105	1.03215	2.24074	4.703335
1460	-4022.748	-4041.383	18.63472	1.165005	21.33808	0.168654	0.521291	1.02274	2.28731	4.964777
1470	-4025.337	-4045.946	20.60912	0.8957502	22.01844	0.115713	0.443007	0.980324	2.46096	4.876597
1480	-4017.187	-4036.382	19.19473	1.108334	22.28808	0.158048	0.507056	1.01586	2.31903	4.940351
1490	-4025.309	-4049.323	24.01358	1.124722	26.86625	0.161146	0.511278	1.01794	2.30964	4.670804
1500	-4038.457	-4062.596	24.13934	0.9498956	30.33947	0.126851	0.461156	0.991175	2.42082	4.561878
1510	-4033.11	-4047.727	14.61701	0.9335634	21.34871	0.123515	0.45583	0.988056	2.4326	5.153036
1520	-4042.732	-4046.359	3.626363	1.31106	21.8848	0.194606	0.553756	1.03709	2.21455	5.65217
1530	-4059.727	-4063.513	3.786533	1.552793	20.45409	0.233364	0.597114	1.05338	2.11614	5.68017
1540	-4047.828	-4057.944	10.11608	1.183032	20.44426	0.171965	0.525612	1.02476	2.27766	5.370741
1550	-4026.955	-4049.797	22.84183	0.6760774	24.39671	0.0690875	0.352021	0.91567	2.66322	4.765269
1560	-4048.032	-4063.519	15.48626	1.0336	21.8034	0.143609	0.486623	1.00535	2.36442	5.110759
1570	-4058.163	-4060.482	2.319295	1.487921	15.73824	0.223451	0.586533	1.0497	2.14031	5.653556
1580	-4060.293	-4061.178	0.8846167	1.334487	20.55202	0.198585	0.558469	1.03902	2.20393	5.819612
1590	-4064.35	-4063.643	-0.7069761	1.452919	22.05411	0.217957	0.580527	1.04753	2.15398	5.843216
1600	-4063.682	-4063.138	-0.5436391	1.252843	22.70647	0.184499	0.541482	1.03188	2.24214	5.807472
1610	-4043.744	-4058.694	14.94915	1.065628	19.6993	0.149859	0.495626	1.01008	2.34444	5.12314
1620	-4035.146	-4050.089	14.94264	1.010294	26.07381	0.139003	0.479824	1.00168	2.37949	5.036979
1630	-4056.68	-4068.271	11.59074	1.232033	21.38941	0.18081	0.536889	1.02987	2.25243	5.294396
1640	-4037.379	-4053.584	16.20545	0.9734501	25.92781	0.131626	0.468624	0.995458	2.40429	4.993291
1650	-4049.409	-4066.857	17.44812	0.9459471	21.79007	0.126047	0.459879	0.990433	2.42364	5.020801
1660	-4058.921	-4067.883	8.961692	0.8806566	22.02297	0.112571	0.437688	0.977022	2.47272	5.405485
1670	-4041.552	-4050.808	9.256194	0.8762009	20.95477	0.11164	0.436095	0.976022	2.47624	5.409062
1680	-4038.215	-4046.402	8.186838	1.410849	20.80206	0.211216	0.573012	1.04473	2.17105	5.461912
1690	-4045.061	-4053.155	8.093745	1.242577	18.22032	0.182684	0.53923	1.0309	2.24719	5.447452
1700	-4036.831	-4056.4	19.5699	1.632781	24.56743	0.245125	0.609263	1.05735	2.08826	4.896021
1710	-4037.972	-4051.415	13.4433	1.373488	21.66223	0.205101	0.566048	1.04204	2.18681	5.205793
1720	-4038.306	-4051.854	13.54791	1.204974	23.1713	0.175953	0.530744	1.02711	2.26619	5.177636
1730	-4037.473	-4048.007	10.5341	1.3711	21.46076	0.204706	0.565593	1.04186	2.18784	5.3429
1740	-4047.316	-4058.612	11.29618	1.092352	21.61138	0.155004	0.502853	1.01376	2.32838	5.305576
1750	-4044.077	-4056.904	12.82642	1.472497	20.26885	0.221042	0.583914	1.04876	2.14628	5.237191
1760	-4054.715	-4070.75	16.03461	0.9607695	23.33605	0.129061	0.464634	0.993183	2.41312	5.067418
1770	-4059.236	-4069.157	9.920759	1.158021	20.55887	0.167363	0.519591	1.02194	2.29111	5.379912
1780	-4052.077	-4054.349	2.272248	0.9719914	22.28516	0.131332	0.468168	0.995199	2.4053	5.699721
1790	-4056.337	-4059.745	3.407599	1.439398	18.02778	0.215807	0.578148	1.04666	2.15939	5.701119
1800	-4044.091	-4058.975	14.88385	0.996924	19.04814	0.13634	0.475825	0.999488	2.38835	5.109133
1810	-4031.67	-4047.49	15.81996	0.9903728	19.76843	0.135029	0.473839	0.998386	2.39275	5.080499
1820	-4029.14	-4048.691	19.55098	1.03629	25.47105	0.144137	0.487394	1.00576	2.36271	4.876223
1830	-4039.176	-4049.415	10.2396	1.180101	18.99384	0.171428	0.524916	1.02444	2.27922	5.35184
1840	-4041.232	-4049.79	8.558376	1.695854	21.50939	0.254055	0.618212	1.06012	2.06762	5.434114
1850	-4047.198	-4055.607	8.408598	1.00068	17.10446	0.137089	0.476956	1.00011	2.38584	5.379956
1860	-4024.424	-4040.154	15.73054	1.047906	20.71907	0.146412	0.490692	1.00751	2.35539	5.098694
1870	-4044.254	-4057.042	12.78804	1.110534	23.71951	0.158466	0.507628	1.01615	2.31776	5.196782
1880	-4056.881	-4056.175	-0.7058622	1.161518	18.24565	0.16801	0.520444	1.02234	2.2892	5.930501
1890	-4039.194	-4048.625	9.43099	1.161515	23.20751	0.16801	0.520443	1.02234	2.28921	5.354245
1900	-4059.961	-4061.727	1.766407	0.9448832	17.48372	0.12583	0.459534	0.990231	2.4244	5.780565
1910	-4062.07	-4073.212	11.14205	1.025848	20.05714	0.142082	0.484386	1.00415	2.36938	5.319405
1920	-4043.57	-4057.515	13.94503	1.217583	21.98167	0.178225	0.533632	1.02841	2.25973	5.179663
1930	-4045.002	-4058.894	13.89231	0.9447107	18.15275	0.125794	0.459478	0.990199	2.42453	5.125914
1940	-4062.913	-4064.419	1.506098	0.9886021	18.82253	0.134674	0.473299	0.998085	2.39394	5.811969
1950	-4055.54	-4050.653	-4.887177	1.017117	18.01051	0.140357	0.481837	1.00278	2.37503	6.161316
1960	-4060.457	-4064.84	4.382627	1.252944	20.84351	0.184516	0.541504	1.03189	2.24209	5.643958
1970	-4064.154	-4063.027	-1.126984	1.127027	17.70421	0.16158	0.511865	1.01823	2.30833	5.949501
1980	-4071.135	-4064.266	-6.868409	1.549022	14.14891	0.232797	0.596518	1.05318	2.11751	6.110229
1990	-4059.162	-4058.555	-0.6076496	1.189023	15.62023	0.173058	0.527027	1.02541	2.2745	5.830712
2000	-4061.464	-4061.494	0.03058005	0.8516039	18.32283	0.106483	0.427109	0.970288	2.49612	5.890518
2010	-4056.541	-4063.478	6.936635	1.473239	18.76594	0.221159	0.584041	1.04881	2.14599	5.522585
2020	-4062.939	-4066.547	3.607899	1.650712	23.04682	0.247694	0.611861	1.05817	2.08228	5.611567
2030	-4054.244	-4061.94	7.695545	1.249718	21.86937	0.183947	0.5408	1.03159	2.24367	5.466587
2040	-4039.427	-4048.502	9.074884	1.564113	24.792	0.235059	0.598891	1.05397	2.11207	5.314657
2050	-4067.061	-4063.978	-3.083467	1.12239	17.69872	0.160707	0.510683	1.01765	2.31096	6.059972
2060	-4053.234	-4052.505	-0.7284939	1.188045	20.07736	0.17288	0.526797	1.02531	2.27502	5.910758
2070	-4050.379	-4048.436	-1.942732	1.347008	18.37648	0.200692	0.560938	1.04001	2.19836	5.998098
2080	-4047.583	-4058.042	10.45835	1.419224	17.5958	0.21257	0.574535	1.0453	2.16759	5.289529
2090	-4041.527	-4061.966	20.43892	1.490081	18.86465	0.223786	0.586897	1.04983	2.13948	4.808321
2100	-4065.989	-4070.24	4.250777	0.9829252	19.49486	0.133534	0.471559	0.997112	2.39779	5.667273
2110	-4043.776	-4047.591	3.814929	1.101695	20.78937	0.156786	0.505321	1.015	2.32289	5.672347
2120	-4054.442	-4058.15	3.707959	1.090037	16.88807	0.154561	0.502237	1.01345	2.32975	5.644604
2130	-4063.078	-4062.781	-0.2972091	1.193194	17.8452	0.173818	0.528006	1.02586	2.27232	5.904645
2140	-4043.922	-4051.078	7.15595	1.217132	18.12787	0.178144	0.53353	1.02837	2.25996	5.496276
2150	-4042.933	-4051.591	8.657632	1.012345	18.85166	0.13941	0.480431	1.00202	2.37814	5.43259
2160	-4029.694	-4052.064	22.37041	1.149822	22.91306	0.165842	0.517576	1.02098	2.2956	4.797931
2170	-4054.356	-4053.975	-0.3808139	1.331537	15.63413	0.198087	0.557882	1.03878	2.20525	5.81727
2180	-4051.659	-4049.745	-1.914602	1.465873	21.45775	0.220002	0.582776	1.04835	2.14887	5.923089
2190	-4044.053	-4046.98	2.927657	1.458302	19.98386	0.218809	0.581465	1.04788	2.15185	5.729999
2200	-4051.024	-4057.139	6.114968	1.691666	17.25333	0.253471	0.617634	1.05994	2.06895	5.521505
2210	-4039.431	-4053.124	13.69326	1.107021	19.34329	0.157799	0.506714	1.01569	2.31979	5.179498
2220	-4054.436	-4070.505	16.06824	1.119952	19.49373	0.160247	0.510058	1.01734	2.31235	5.061059
2230	-4042.993	-4050.327	7.334576	0.7510947	16.43825	0.0851187	0.386673	0.942425	2.58578	5.398337
2240	-4040.283	-4055.316	15.03285	1.050993	21.20329	0.147015	0.49156	1.00796	2.35346	5.133711
2250	-4037.456	-4048.086	10.63026	1.50092	23.18403	0.225465	0.58871	1.05048	2.13535	5.303208
2260	-4056.494	-4061.924	5.430458	0.9893935	19.3433	0.134833	0.47354	0.99822	2.39341	5.606664
2270	-4061.921	-4058.185	-3.735767	1.604633	19.33467	0.241043	0.605094	1.05602	2.09784	6.08073
2280	-4050.26	-4060.999	10.73868	1.679206	22.23278	0.251726	0.6159	1.05942	2.07296	5.320852
2290	-4024.258	-4052.065	27.80669	0.7510318	21.73432	0.0851053	0.386646	0.942405	2.58584	4.544274
2300	-4014.813	-4055.1	40.28698	0.7028521	25.78574	0.0747976	0.364873	0.925921	2.63441	4.063917
2310	-4017.341	-4053.351	36.01035	0.8480246	26.43568	0.105729	0.425774	0.969422	2.49907	4.227267
2320	-4015.406	-4041.84	26.43444	1.171086	20.47515	0.169774	0.522759	1.02343	2.28404	4.573685
2330	-4042.191	-4065.817	23.62552	1.36155	24.02355	0.203121	0.563763	1.04114	2.19198	4.737271
2340	-4024.223	-4055.249	31.02638	0.8277261	23.6811	0.101443	0.418062	0.964351	2.51614	4.427638
2350	-4030.515	-4054.651	24.13609	0.9495757	23.90069	0.126786	0.461053	0.991115	2.42105	4.717048
2360	-4042.397	-4060.425	18.0283	0.9774064	21.99947	0.132424	0.469854	0.996153	2.40157	4.99386
2370	-4038.732	-4058.015	19.28289	1.234785	21.71589	0.1813	0.537503	1.03014	2.25106	4.936401
2380	-4048.704	-4063.705	15.00108	0.7198088	17.55264	0.0784235	0.372728	0.931993	2.61685	5.028411
2390	-4066.496	-4067.921	1.424754	1.365939	19.5375	0.20385	0.564607	1.04147	2.19007	5.811751
2400	-4061.885	-4068.482	6.596964	1.199006	20.68199	0.174873	0.529362	1.02648	2.26928	5.540027
2410	-4045.848	-4052.908	7.059644	1.385848	20.57831	0.207138	0.568383	1.04295	2.18153	5.518866
2420	-4035.331	-4052.352	17.02158	1.209103	22.34726	0.176699	0.531695	1.02754	2.26407	5.037391
2430	-4054.252	-4061.361	7.109524	1.163519	18.73939	0.16838	0.52093	1.02257	2.28812	5.512929
2440	-4040.097	-4051.682	11.58544	1.050281	23.27659	0.146876	0.49136	1.00786	2.35391	5.259631
2450	-4044.061	-4052.287	8.225823	1.313647	20.36568	0.195047	0.554282	1.03731	2.21336	5.463683
2460	-4038.593	-4052.62	14.02653	1.207664	21.30845	0.176439	0.531364	1.02739	2.2648	5.180851
2470	-4041.411	-4059.416	18.00518	1.272851	25.48597	0.188007	0.545794	1.03374	2.23246	4.9365
2480	-4044.455	-4063.051	18.59637	1.312717	23.38082	0.194889	0.554093	1.03723	2.21379	4.957028
2490	-4038.828	-4058.78	19.95206	1.034499	20.40141	0.143786	0.486881	1.00549	2.36384	4.888697
2500	-4038.366	-4061.45	23.08381	1.200571	26.03303	0.175157	0.529725	1.02665	2.26847	4.725664
