Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
483	1	-4105.658	-4092.089	-13.56895	2.71242	16.67416	0.365713	0.71425	1.08067	1.83936	6.669345
484	0	-4093.571	-4090.398	-3.173722	3.197557	18.12944	0.40399	0.741911	1.08333	1.77077	6.066096
485	1	-4106.626	-4095.499	-11.12753	2.794002	17.29586	0.37267	0.719445	1.08129	1.8266	6.520436
486	0	-4102.602	-4096.266	-6.33567	3.39171	14.71682	0.417465	0.751143	1.08387	1.74752	6.13269
487	1	-4102.491	-4093.137	-9.354173	3.212688	16.0847	0.405075	0.742663	1.08338	1.76888	6.406198
488	0	-4110.32	-4098.637	-11.68298	4.915781	18.53019	0.498542	0.801914	1.08345	1.6161	6.523122
489	1	-4127.375	-4108.495	-18.88058	3.239622	15.55699	0.40699	0.743988	1.08347	1.76555	7.00034
490	0	-4117.395	-4103.245	-14.14927	2.635307	16.41502	0.358921	0.709103	1.08001	1.85197	6.705316
491	1	-4118.444	-4106.772	-11.67193	2.942325	16.1176	0.38475	0.728284	1.08222	1.80475	6.550842
492	0	-4130.566	-4102.038	-28.52829	2.203871	16.93711	0.316454	0.675078	1.07434	1.93412	7.550318
493	1	-4115.092	-4092.777	-22.31512	2.956993	19.14501	0.385907	0.729119	1.0823	1.80268	7.055221
494	0	-4103.434	-4087.757	-15.67728	2.221453	16.0174	0.31835	0.67667	1.07466	1.93032	6.79914
495	1	-4098.695	-4091.527	-7.167658	3.09978	19.16735	0.396837	0.736907	1.08297	1.78329	6.263366
496	0	-4114.078	-4102.78	-11.29726	3.465112	15.4827	0.422324	0.754412	1.08401	1.73925	6.510159
497	1	-4098.585	-4095.649	-2.93506	3.61225	17.5065	0.431704	0.760634	1.08423	1.72343	6.049743
498	0	-4119.482	-4100.273	-19.20893	2.578686	15.77535	0.353792	0.705165	1.07947	1.86158	7.021331
499	1	-4084.809	-4085.841	1.0314	3.532153	15.45601	0.426656	0.757299	1.08413	1.73192	5.711471
500	0	-4113.106	-4098.753	-14.35302	2.472868	14.70446	0.343869	0.697418	1.07831	1.8804	6.676789
501	1	-4108.783	-4101.407	-7.376032	4.569786	15.69267	0.483165	0.792863	1.08396	1.64001	6.267499
502	0	-4109.925	-4098.169	-11.75603	2.470671	17.16318	0.343658	0.697251	1.07829	1.8808	6.558306
503	1	-4105.663	-4096.766	-8.89728	3.47988	16.22732	0.423287	0.755056	1.08404	1.73762	6.381454
504	0	-4100.827	-4091.615	-9.212038	3.082947	18.94564	0.395579	0.736019	1.0829	1.78551	6.377518
505	1	-4113.76	-4103.928	-9.832607	3.62138	20.42163	0.432271	0.761007	1.08424	1.72248	6.347626
506	0	-4117.028	-4105.305	-11.72316	3.797552	17.26314	0.442883	0.767904	1.08437	1.70484	6.555282
507	1	-4099.658	-4095.748	-3.909864	2.926657	19.06208	0.383507	0.727385	1.08213	1.80698	6.095508
508	0	-4111.461	-4107.976	-3.485434	3.102094	17.73916	0.397009	0.737028	1.08298	1.78299	6.0829
509	1	-4121.435	-4108.547	-12.88865	2.807873	14.90443	0.37383	0.720303	1.08139	1.82448	6.588684
510	0	-4101.628	-4096.188	-5.439409	3.355832	17.95648	0.415045	0.749503	1.08379	1.75167	6.192304
511	1	-4095.748	-4089.306	-6.442051	3.651733	20.04997	0.434143	0.762234	1.08427	1.71935	6.196377
512	0	-4111.372	-4104.118	-7.253811	2.869154	22.16461	0.378879	0.724016	1.08179	1.81532	6.133942
513	1	-4104.468	-4096.462	-8.005602	2.543226	17.30739	0.350517	0.702627	1.0791	1.86775	6.339929
514	0	-4117.561	-4107.808	-9.752711	4.001356	17.98674	0.454437	0.775256	1.0844	1.68591	6.431933
515	1	-4102.059	-4091.416	-10.64258	3.164598	13.91043	0.401608	0.740253	1.08322	1.77492	6.351643
516	0	-4109.382	-4096.519	-12.8633	3.884367	15.74758	0.447895	0.771113	1.0844	1.69659	6.618464
517	1	-4104.436	-4094.825	-9.611523	3.04437	20.87385	0.392666	0.733955	1.08273	1.79065	6.313753
518	0	-4123.974	-4105.613	-18.36104	2.911893	13.87255	0.382329	0.72653	1.08204	1.8091	6.903705
519	1	-4097.904	-4092.635	-5.269466	3.113383	18.16094	0.397847	0.737619	1.08302	1.78151	6.181428
520	0	-4126.031	-4113.093	-12.93734	2.911325	18.33794	0.382283	0.726497	1.08204	1.80918	6.597742
521	1	-4090.894	-4084.865	-6.029053	3.25258	15.98498	0.407905	0.744619	1.08351	1.76397	6.195432
522	0	-4114.465	-4109.548	-4.917404	2.686724	17.53234	0.363474	0.712562	1.08046	1.8435	6.163106
523	1	-4107.823	-4096.797	-11.02548	3.328895	22.21053	0.413207	0.748253	1.08372	1.75482	6.301191
524	0	-4103.757	-4084.382	-19.37521	2.944865	21.77093	0.384951	0.728429	1.08223	1.80439	6.712228
525	1	-4121.414	-4113.132	-8.281447	3.309168	20.55792	0.41185	0.747326	1.08367	1.75716	6.265327
526	0	-4132.037	-4112.567	-19.46999	2.941068	17.1767	0.384651	0.728212	1.08221	1.80493	7.007262
527	1	-4099.328	-4096.774	-2.554533	2.438642	20.99489	0.340561	0.694797	1.0779	1.88675	5.971191
528	0	-4141.744	-4122.477	-19.26723	3.533745	14.47465	0.426757	0.757367	1.08413	1.73175	7.002502
529	1	-4101.15	-4098.269	-2.881369	3.614283	20.12235	0.43183	0.760717	1.08423	1.72322	6.016654
530	0	-4110.825	-4097.847	-12.97856	2.490077	15.73794	0.345514	0.698714	1.07851	1.87726	6.625567
531	1	-4105.425	-4099.887	-5.538168	2.845819	21.30677	0.376971	0.722618	1.08164	1.81877	6.099095
532	0	-4111.613	-4096.192	-15.42126	2.607433	17.16063	0.356411	0.707181	1.07975	1.85666	6.771916
533	1	-4093.093	-4091.425	-1.667806	2.942631	20.02935	0.384774	0.728301	1.08222	1.80471	5.958795
534	0	-4125.552	-4106.672	-18.87966	2.688943	16.44517	0.363668	0.712709	1.08048	1.84314	6.992912
535	1	-4095.381	-4087.927	-7.453982	3.255008	16.10213	0.408076	0.744736	1.08351	1.76367	6.288639
536	0	-4111.374	-4099.595	-11.77821	2.515103	19.31982	0.347884	0.700573	1.0788	1.87275	6.497344
537	1	-4099.27	-4090.073	-9.1978	2.794585	15.94779	0.372719	0.719481	1.08129	1.82651	6.392537
538	0	-4092.922	-4083.648	-9.273909	2.511968	16.92974	0.347588	0.700342	1.07876	1.87331	6.413476
539	1	-4096.826	-4093.396	-3.430165	2.986112	18.00761	0.388185	0.730756	1.08245	1.79861	6.080419
540	0	-4096.089	-4084.352	-11.73728	2.952138	15.43193	0.385525	0.728843	1.08227	1.80336	6.536698
541	1	-4085.244	-4084.481	-0.762571	3.538026	18.90236	0.42703	0.757548	1.08413	1.73129	5.9319
542	0	-4111.4	-4100.725	-10.67484	3.732383	17.69298	0.439028	0.765415	1.08434	1.71122	6.488993
543	1	-4123.732	-4109.272	-14.46011	4.277821	17.23552	0.469002	0.7843	1.08426	1.66243	6.714406
544	0	-4115.123	-4095.511	-19.61206	3.130676	16.27389	0.399125	0.738516	1.08309	1.77927	7.040922
545	1	-4111.451	-4100.613	-10.83794	3.511538	16.70292	0.425334	0.756421	1.08409	1.73415	6.505671
546	0	-4123.443	-4105.874	-17.56848	2.793248	14.10272	0.372607	0.719398	1.08129	1.82671	6.863419
547	1	-4097.416	-4092.076	-5.340805	2.630544	17.75471	0.358494	0.708777	1.07997	1.85276	6.187474
548	0	-4113.553	-4095.991	-17.56214	2.889249	16.5631	0.380508	0.725206	1.08191	1.81237	6.910902
549	1	-4110.368	-4102.863	-7.505288	2.845017	19.30244	0.376905	0.722569	1.08164	1.81889	6.276738
550	0	-4119.668	-4104.305	-15.36319	2.548678	14.87223	0.351024	0.703021	1.07916	1.8668	6.753336
551	1	-4112.376	-4094.127	-18.24861	2.583205	17.91879	0.354206	0.705484	1.07951	1.8608	6.907346
552	0	-4111.765	-4100.786	-10.97902	3.315859	15.18818	0.412312	0.747642	1.08369	1.75636	6.476435
553	1	-4104.157	-4092.478	-11.67903	3.986706	16.04422	0.45363	0.774748	1.0844	1.68722	6.550021
554	0	-4116.003	-4099.877	-16.12577	4.078566	15.86883	0.458627	0.777883	1.08438	1.67911	6.826573
555	1	-4114.883	-4095.598	-19.2851	3.526958	15.58088	0.426324	0.757079	1.08412	1.73248	7.026391
556	0	-4103.178	-4096.863	-6.315271	2.80826	18.2639	0.373862	0.720327	1.08139	1.82442	6.237692
557	1	-4096.191	-4084.624	-11.56637	3.411918	15.53891	0.418815	0.752054	1.08391	1.74522	6.529559
558	0	-4110.421	-4092.604	-17.81692	3.633721	15.90279	0.433034	0.761508	1.08425	1.7212	6.933101
559	1	-4091.218	-4085.169	-6.049489	2.868827	16.79225	0.378853	0.723997	1.08179	1.81536	6.220733
560	0	-4105.134	-4088.826	-16.30714	2.87099	16.98688	0.379029	0.724125	1.0818	1.81505	6.827683
561	1	-4115.627	-4106.319	-9.308402	3.201071	18.34303	0.404243	0.742086	1.08334	1.77033	6.399728
562	0	-4117.488	-4099.621	-17.86731	3.19462	20.00742	0.403779	0.741764	1.08332	1.77113	6.769034
563	1	-4130.413	-4122.566	-7.846528	3.664833	16.22358	0.434945	0.762758	1.08428	1.71801	6.316599
564	0	-4111.759	-4097.348	-14.41091	3.442319	15.0082	0.420828	0.753409	1.08397	1.74179	6.695413
565	1	-4105.959	-4099.908	-6.051177	2.367452	16.71383	0.333519	0.68915	1.07695	1.90038	6.219313
566	0	-4127.545	-4105.716	-21.82918	2.765828	16.30353	0.370293	0.717679	1.08109	1.83094	7.17636
567	1	-4121.066	-4107.734	-13.33267	4.263329	14.73865	0.468268	0.78385	1.08428	1.66361	6.609413
568	0	-4118.916	-4096.238	-22.67709	2.683947	14.97824	0.363231	0.712378	1.08044	1.84395	7.246009
569	1	-4122.901	-4108.285	-14.61582	2.732521	14.84921	0.367449	0.715554	1.08083	1.83616	6.701996
570	0	-4123.831	-4101.848	-21.98344	2.981348	19.17884	0.387814	0.73049	1.08242	1.79927	7.035531
571	1	-4118.817	-4103.717	-15.1	2.543709	14.38781	0.350562	0.702662	1.07911	1.86767	6.709077
572	0	-4113.377	-4097.302	-16.07495	3.267399	14.71546	0.408946	0.745335	1.08355	1.76217	6.794406
573	1	-4112.169	-4102.706	-9.463234	3.616558	18.36681	0.431972	0.76081	1.08423	1.72298	6.407584
574	0	-4096.941	-4089.79	-7.151155	3.156993	17.57085	0.401054	0.739866	1.08319	1.77589	6.290399
575	1	-4104.743	-4090.657	-14.08622	3.631991	16.47031	0.432927	0.761437	1.08425	1.72138	6.701378
576	0	-4104.512	-4086.879	-17.63299	3.319859	15.07712	0.412587	0.747829	1.0837	1.75589	6.911938
577	1	-4117.562	-4103.753	-13.80915	2.831439	16.38313	0.375786	0.721746	1.08155	1.82092	6.684585
578	0	-4094.871	-4091.892	-2.978978	3.283222	17.49803	0.410051	0.746094	1.0836	1.76026	6.052153
579	1	-4111.636	-4095.007	-16.62823	3.088328	17.29545	0.395982	0.736304	1.08292	1.7848	6.838484
580	0	-4082.259	-4089.038	6.779204	3.0396	19.40344	0.392302	0.733697	1.0827	1.7913	5.537235
581	1	-4096.78	-4085.09	-11.69029	3.295031	15.27608	0.410872	0.746657	1.08363	1.75884	6.527266
582	0	-4105.524	-4094.938	-10.58653	3.248787	16.41414	0.407638	0.744434	1.0835	1.76443	6.488264
583	1	-4091.125	-4090.33	-0.7949152	2.466723	16.8794	0.343279	0.696952	1.07824	1.88153	5.910936
584	0	-4112.899	-4096.905	-15.99464	3.140604	15.94773	0.399855	0.739027	1.08313	1.77799	6.81873
585	1	-4102.376	-4093.404	-8.971942	3.395301	16.2937	0.417706	0.751306	1.08388	1.74711	6.387535
586	0	-4113.611	-4095.468	-18.14304	2.749066	14.96722	0.368867	0.716615	1.08096	1.83356	6.943003
587	1	-4108.09	-4100.461	-7.628226	2.476206	17.28661	0.344189	0.69767	1.07835	1.87979	6.318107
588	0	-4104.757	-4094.728	-10.0289	2.338759	16.65737	0.330616	0.686796	1.07654	1.90604	6.456913
589	1	-4102.251	-4096.977	-5.274031	2.376476	16.58052	0.334424	0.689881	1.07708	1.89862	6.169478
590	0	-4112.819	-4095.072	-17.74721	3.393479	14.78078	0.417584	0.751223	1.08387	1.74732	6.910493
591	1	-4093.472	-4092.537	-0.9355737	4.341207	19.87318	0.472178	0.786239	1.08421	1.65737	5.925839
592	0	-4110.378	-4092.848	-17.53015	2.553946	16.5522	0.351512	0.7034	1.07921	1.86587	6.909158
593	1	-4111.761	-4098.063	-13.69818	3.039792	16.67996	0.392317	0.733708	1.08271	1.79127	6.67706
594	0	-4101.062	-4094.537	-6.525672	2.940995	17.50017	0.384645	0.728208	1.08221	1.80494	6.254844
595	1	-4106.966	-4097.53	-9.436087	3.259806	17.64423	0.408413	0.744969	1.08353	1.76309	6.419597
596	0	-4093.435	-4089.252	-4.183546	2.940188	17.99361	0.384581	0.728162	1.0822	1.80505	6.122291
597	1	-4107.687	-4100.529	-7.157691	3.08334	15.77587	0.395608	0.73604	1.0829	1.78545	6.257425
598	0	-4135.928	-4117.77	-18.15743	3.641324	17.48663	0.433503	0.761815	1.08426	1.72042	6.920021
599	1	-4112.313	-4106.516	-5.796729	2.613464	19.48331	0.356957	0.7076	1.07981	1.85564	6.183012
600	0	-4112.247	-4101.313	-10.93429	2.461848	16.79185	0.342809	0.69658	1.07818	1.88243	6.511629
601	1	-4099.576	-4082.953	-16.62334	2.927697	18.06653	0.38359	0.727444	1.08213	1.80683	6.810623
602	0	-4123.033	-4111.323	-11.71003	4.7403	16.56099	0.49092	0.797459	1.08372	1.6279	6.557571
603	1	-4141.589	-4118.383	-23.206	2.583352	13.83683	0.354219	0.705495	1.07951	1.86077	7.251138
604	0	-4114.26	-4105.228	-9.031479	3.788421	14.31632	0.442348	0.767559	1.08437	1.70572	6.280373
605	1	-4123.491	-4107.339	-16.15248	3.357762	18.44385	0.415176	0.749592	1.08379	1.75144	6.768311
606	0	-4115.904	-4103.578	-12.32602	3.377159	16.43167	0.416487	0.750481	1.08384	1.7492	6.594331
607	1	-4118.089	-4105.371	-12.71838	3.344771	15.61407	0.414292	0.748991	1.08376	1.75296	6.605866
608	0	-4107.954	-4101.179	-6.77505	2.489347	18.4853	0.345444	0.698659	1.07851	1.87739	6.259117
609	1	-4082.142	-4076.779	-5.363171	2.950651	16.29487	0.385408	0.728758	1.08226	1.80357	6.166093
610	0	-4107.18	-4102.172	-5.0084	2.979687	17.40401	0.387684	0.730397	1.08241	1.7995	6.167554
611	1	-4107.069	-4097.99	-9.079331	3.568395	15.88545	0.428957	0.758823	1.08418	1.72804	6.383089
612	0	-4123.921	-4113.954	-9.966719	2.490958	15.32476	0.345598	0.69878	1.07852	1.8771	6.416887
613	1	-4111.464	-4105.394	-6.06955	3.626941	16.77788	0.432615	0.761233	1.08425	1.72191	6.221663
614	0	-4110.686	-4100.72	-9.966131	3.112282	19.57524	0.397766	0.737561	1.08302	1.78166	6.393203
615	1	-4108.4	-4100.95	-7.450148	5.905092	14.99385	0.535818	0.822856	1.08147	1.55986	6.230562
616	0	-4092.385	-4086.778	-5.60691	3.01543	16.41982	0.390452	0.732379	1.08259	1.79458	6.185063
617	1	-4107.417	-4095.351	-12.06654	3.229141	14.81445	0.406247	0.743475	1.08344	1.76684	6.528234
618	0	-4103.866	-4088.533	-15.33276	2.515362	16.87776	0.347908	0.700592	1.0788	1.8727	6.77224
619	1	-4125.838	-4110.091	-15.74706	3.083823	17.14117	0.395644	0.736066	1.0829	1.78539	6.791358
620	0	-4094.662	-4085.453	-9.208464	3.015251	15.9381	0.390438	0.732369	1.08259	1.7946	6.392905
621	1	-4122.734	-4108.128	-14.60594	3.59493	19.42352	0.430624	0.759923	1.08421	1.72524	6.638313
622	0	-4116.124	-4095.462	-20.66279	2.450534	20.26994	0.341716	0.695714	1.07804	1.88453	6.88936
623	1	-4107.542	-4097.36	-10.18248	3.175734	20.27389	0.402416	0.740816	1.08326	1.77351	6.372128
624	0	-4108.947	-4096.948	-11.9989	3.661132	17.4964	0.434719	0.76261	1.08428	1.71839	6.567663
625	1	-4104.704	-4104.189	-0.5143286	3.382981	20.43596	0.416879	0.750747	1.08385	1.74853	5.890939
626	0	-4111.333	-4103.76	-7.572745	3.32373	18.20981	0.412853	0.748011	1.08371	1.75543	6.307464
627	1	-4099.251	-4096.92	-2.331332	3.498469	19.71891	0.424492	0.75586	1.08407	1.73558	5.999889
628	0	-4117.888	-4110.009	-7.879242	5.293508	19.60339	0.513829	0.810669	1.08276	1.59275	6.285563
629	1	-4100.319	-4094.55	-5.768957	2.954359	15.82738	0.3857	0.728969	1.08228	1.80305	6.171941
630	0	-4099.517	-4097.681	-1.83551	5.189055	22.1247	0.509745	0.808353	1.08296	1.59894	5.891265
631	1	-4122.736	-4109.369	-13.36747	2.456421	15.40235	0.342286	0.696166	1.07812	1.88343	6.6414
632	0	-4108.279	-4095.4	-12.87899	3.478915	15.66258	0.423224	0.755014	1.08404	1.73772	6.617421
633	1	-4103.383	-4090.611	-12.77211	3.689032	17.35554	0.436418	0.763719	1.08431	1.71556	6.614512
634	0	-4105.941	-4091.209	-14.73192	2.552111	17.06921	0.351342	0.703268	1.0792	1.86619	6.73351
635	1	-4099.191	-4093.022	-6.169197	3.476195	19.61204	0.423047	0.754895	1.08403	1.73802	6.198051
636	0	-4113.152	-4096.124	-17.02852	2.688266	15.97836	0.363609	0.712664	1.08047	1.84325	6.88355
637	1	-4101.721	-4088.922	-12.79828	2.634464	14.8512	0.358845	0.709045	1.08	1.85211	6.579708
638	0	-4121.257	-4104.667	-16.58979	3.608069	15.17294	0.431444	0.760463	1.08423	1.72387	6.845453
639	1	-4103.903	-4095.612	-8.291109	3.541266	16.27327	0.427237	0.757685	1.08414	1.73094	6.345255
640	0	-4135.062	-4116.72	-18.34174	3.383542	16.23588	0.416917	0.750772	1.08385	1.74846	6.963357
641	1	-4102.764	-4089.686	-13.07848	2.847847	17.24041	0.377138	0.72274	1.08165	1.81847	6.634166
642	0	-4111.446	-4100.315	-11.13126	3.313583	14.70795	0.412155	0.747534	1.08368	1.75663	6.457931
643	1	-4097.722	-4084.528	-13.19374	4.118649	15.48657	0.460764	0.779215	1.08436	1.67566	6.632766
644	0	-4099.792	-4099.479	-0.3134603	3.044785	19.05736	0.392697	0.733978	1.08273	1.7906	5.906884
645	1	-4104.252	-4107.924	3.672085	4.022803	17.9315	0.45561	0.775994	1.0844	1.684	5.684308
646	0	-4101.504	-4086.823	-14.68153	2.691107	17.23677	0.363858	0.712852	1.0805	1.84279	6.727226
647	1	-4118.331	-4112.677	-5.65488	3.759322	14.92495	0.440631	0.766452	1.08436	1.70856	6.10509
648	0	-4089.933	-4083.378	-6.55422	2.667207	16.04516	0.361757	0.711261	1.08029	1.84669	6.23064
649	1	-4092.107	-4086.612	-5.495649	2.81339	14.74702	0.37429	0.720643	1.08143	1.82364	6.078468
650	0	-4111.615	-4102.976	-8.638885	3.201795	16.10721	0.404295	0.742122	1.08335	1.77024	6.362369
651	1	-4107.224	-4094.895	-12.32888	3.423054	19.24257	0.419555	0.752553	1.08393	1.74396	6.52932
652	0	-4097.34	-4094.424	-2.91583	3.432136	18.00889	0.420156	0.752957	1.08395	1.74293	6.051859
653	1	-4105.716	-4104.921	-0.7947078	3.018404	16.22446	0.390681	0.732542	1.08261	1.79417	5.881981
654	0	-4100.944	-4093.721	-7.22309	2.696467	18.88263	0.364326	0.713205	1.08054	1.84193	6.274198
655	1	-4107.788	-4097.366	-10.4227	3.65337	15.48104	0.434243	0.762299	1.08427	1.71918	6.453604
656	0	-4099.157	-4088.081	-11.0757	2.424896	20.27596	0.339219	0.693727	1.07772	1.88933	6.41608
657	1	-4098.717	-4090.62	-8.097012	4.038045	17.77706	0.45644	0.776515	1.08439	1.68265	6.342483
658	0	-4103.998	-4092.604	-11.39449	2.97905	19.11275	0.387635	0.730361	1.08241	1.79959	6.486117
659	1	-4111.847	-4103.355	-8.492615	3.619974	14.88773	0.432184	0.760949	1.08424	1.72263	6.29251
660	0	-4108.838	-4099.726	-9.112211	3.485809	16.22502	0.423672	0.755313	1.08405	1.73696	6.394646
661	1	-4108.179	-4092.745	-15.43438	3.052669	15.43766	0.393296	0.734403	1.08276	1.78954	6.776401
662	0	-4109.108	-4102.167	-6.941175	2.634637	17.5186	0.358861	0.709057	1.08	1.85208	6.278561
663	1	-4104.283	-4092.485	-11.79752	2.67193	16.94472	0.362174	0.711577	1.08034	1.84591	6.562459
664	0	-4110.991	-4105.956	-5.034985	3.689107	19.26378	0.436423	0.763722	1.08431	1.71555	6.14974
665	1	-4108.403	-4100.254	-8.149254	3.14309	16.2674	0.400037	0.739155	1.08314	1.77767	6.336391
666	0	-4107.182	-4102.148	-5.034109	4.021705	19.25428	0.455551	0.775956	1.0844	1.6841	6.149933
667	1	-4115.603	-4098.123	-17.4793	2.674615	16.5052	0.36241	0.711757	1.08036	1.84547	6.906853
668	0	-4102.664	-4095.686	-6.977889	2.85685	17.9223	0.377875	0.723281	1.08171	1.81713	6.278324
669	1	-4106.4	-4100.955	-5.4452	3.250553	20.54771	0.407762	0.74452	1.0835	1.76422	6.127775
670	0	-4123.152	-4112.697	-10.45462	3.075822	16.89247	0.395044	0.735641	1.08287	1.78645	6.48322
671	1	-4118.538	-4107.625	-10.9134	2.983612	17.10031	0.38799	0.730617	1.08243	1.79896	6.509628
672	0	-4100.258	-4089.087	-11.17189	3.076408	15.51893	0.395088	0.735673	1.08287	1.78637	6.503435
673	1	-4123.28	-4103.967	-19.31307	2.539254	14.73498	0.350147	0.702339	1.07906	1.86845	7.015063
674	0	-4108.727	-4102.201	-6.526226	2.938604	17.62798	0.384456	0.728071	1.0822	1.80528	6.254722
675	1	-4117.933	-4101.87	-16.06332	2.280752	16.1411	0.324633	0.681893	1.07565	1.91782	6.823276
676	0	-4115.43	-4092.713	-22.71718	2.461345	16.97508	0.342761	0.696542	1.07818	1.88252	7.205557
677	1	-4117.121	-4098.825	-18.29575	3.684591	12.62282	0.436149	0.763543	1.0843	1.71601	6.756716
678	0	-4115.969	-4096.592	-19.37699	3.317417	14.59743	0.412419	0.747715	1.08369	1.75618	7.014827
679	1	-4103.068	-4104.999	1.930778	3.211561	18.16858	0.404994	0.742607	1.08338	1.76902	5.785059
680	0	-4107.235	-4092.177	-15.05729	2.949022	16.8608	0.385279	0.728666	1.08225	1.8038	6.756177
681	1	-4132.369	-4119.024	-13.34503	3.359792	14.92758	0.415313	0.749685	1.0838	1.75121	6.620477
682	0	-4124.498	-4105.108	-19.39038	3.163625	18.74644	0.401537	0.740203	1.08321	1.77505	6.926645
683	1	-4116.909	-4104.67	-12.23929	3.302077	19.93618	0.41136	0.746991	1.08365	1.758	6.491416
684	0	-4116.61	-4108.181	-8.429107	3.153358	19.8919	0.400789	0.73968	1.08318	1.77636	6.302136
685	1	-4115.34	-4097.899	-17.44114	2.611771	15.68954	0.356804	0.707483	1.07979	1.85592	6.908869
686	0	-4101.076	-4098.201	-2.874448	3.926308	19.12613	0.450268	0.772622	1.08441	1.69271	6.040108
687	1	-4108.063	-4104.387	-3.67521	2.902686	18.20938	0.381591	0.725994	1.08199	1.81042	6.093431
688	0	-4116.461	-4106.895	-9.566037	2.844108	18.1924	0.37683	0.722514	1.08163	1.81903	6.417317
689	1	-4114.399	-4104.372	-10.0266	2.592118	18.68722	0.35502	0.706112	1.0796	1.85927	6.429017
690	0	-4119.358	-4105.985	-13.37319	3.005088	19.44812	0.389655	0.731809	1.08254	1.79599	6.573631
691	1	-4105.118	-4097.641	-7.477125	3.374744	17.2139	0.416324	0.750371	1.08383	1.74947	6.309191
692	0	-4105.853	-4096.943	-8.909312	2.343886	17.51752	0.331138	0.68722	1.07662	1.90502	6.390915
693	1	-4116.23	-4110.709	-5.520853	3.335167	15.49048	0.413637	0.748545	1.08374	1.75408	6.137554
694	0	-4122.364	-4109.908	-12.4561	4.662268	15.76544	0.487416	0.79539	1.08384	1.63336	6.593035
695	1	-4117.526	-4117.053	-0.4728503	3.610492	19.45858	0.431594	0.760562	1.08423	1.72362	5.910148
696	0	-4107.611	-4102.562	-5.048875	3.106369	17.67644	0.397327	0.737252	1.08299	1.78243	6.170998
697	1	-4093.152	-4089.394	-3.75882	4.286034	17.67874	0.469417	0.784554	1.08426	1.66177	6.098029
698	0	-4111.927	-4099.92	-12.00655	3.520252	16.97018	0.425894	0.756793	1.08411	1.73321	6.574629
699	1	-4115.003	-4103.801	-11.20128	2.582739	15.21166	0.354163	0.705451	1.07951	1.86088	6.492216
700	0	-4109.955	-4096.733	-13.22204	3.86026	16.94018	0.446517	0.770234	1.0844	1.69885	6.646576
701	1	-4097.011	-4087.542	-9.468649	3.183453	17.4015	0.402974	0.741205	1.08328	1.77254	6.42385
702	0	-4103.456	-4094.964	-8.492366	3.675986	16.72199	0.435626	0.763202	1.08429	1.71688	6.365465
703	1	-4099.006	-4096.14	-2.865824	4.560596	16.62342	0.482736	0.792607	1.08397	1.64069	6.025737
704	0	-4111.772	-4108.483	-3.289394	2.574877	17.23485	0.353443	0.704895	1.07943	1.86223	6.066273
705	1	-4115.241	-4106.232	-9.008586	4.17962	18.51891	0.463965	0.7812	1.08433	1.6705	6.379087
706	0	-4113.191	-4106.767	-6.423634	4.160908	19.0986	0.462989	0.780596	1.08434	1.67207	6.226415
707	1	-4116.819	-4110.175	-6.644472	3.311791	16.44992	0.412031	0.74745	1.08368	1.75684	6.249034
708	0	-4121.837	-4105.995	-15.84106	2.854836	14.14674	0.37771	0.72316	1.0817	1.81743	6.744227
709	1	-4109.561	-4098.802	-10.7592	2.547711	15.91186	0.350934	0.702951	1.07915	1.86697	6.489533
710	0	-4119.334	-4099.132	-20.20143	2.861503	14.06931	0.378255	0.72356	1.08174	1.81644	7.048284
711	1	-4105.95	-4090.147	-15.80313	3.08848	18.65963	0.395993	0.736312	1.08292	1.78478	6.739445
712	0	-4116.781	-4102.415	-14.36662	3.009937	16.88333	0.390029	0.732077	1.08256	1.79533	6.714924
713	1	-4095.109	-4083.415	-11.69329	3.071419	16.58639	0.394713	0.735407	1.08285	1.78703	6.556655
714	0	-4109.468	-4095.616	-13.85241	3.356667	19.40859	0.415101	0.749541	1.08379	1.75157	6.600272
715	1	-4099.295	-4086.921	-12.37339	3.035933	17.04153	0.392023	0.733498	1.08269	1.79179	6.595611
716	0	-4114.082	-4095.207	-18.87502	2.937868	14.96876	0.384397	0.728029	1.08219	1.80538	6.991946
717	1	-4112.244	-4098.775	-13.46985	1.988305	15.30308	0.291875	0.653764	1.06969	1.98467	6.644724
718	0	-4098.062	-4088.708	-9.353921	2.964802	16.69355	0.386521	0.72956	1.08234	1.80158	6.416739
719	1	-4126.578	-4106.351	-20.22642	2.626314	14.33119	0.358114	0.708486	1.07993	1.85347	7.062994
720	0	-4108.432	-4096.587	-11.84535	3.248292	13.68757	0.407603	0.74441	1.08349	1.76449	6.412855
721	1	-4109.608	-4103.815	-5.792375	2.897661	19.41633	0.381187	0.7257	1.08196	1.81115	6.184765
722	0	-4112.625	-4090.847	-21.77761	2.140815	16.87629	0.309524	0.669198	1.07314	1.94813	7.154152
723	1	-4096.572	-4093.435	-3.136552	3.418347	16.86031	0.419243	0.752342	1.08392	1.74449	6.049155
724	0	-4104.375	-4102.766	-1.609418	2.879449	17.41159	0.379715	0.724627	1.08185	1.81381	5.972394
725	1	-4101.225	-4103.114	1.889457	2.973436	18.5912	0.387196	0.730046	1.08238	1.80038	5.790992
726	0	-4092.738	-4083.172	-9.566513	3.196633	17.81968	0.403924	0.741865	1.08333	1.77088	6.424485
