Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
460	-4127.957	-4129.371	1.414117	85667.42	21.34905	0.995661	0.998887	1.00111	1.00435	5.771465
470	-4112.77	-4116.318	3.548281	80248.34	19.21849	0.995516	0.99885	1.00114	1.00449	5.704249
480	-4122.546	-4129.416	6.86956	18352.28	19.10783	0.990633	0.997588	1.00238	1.0094	5.530475
490	-4143.613	-4139.498	-4.115014	54452.91	15.83424	0.994558	0.998603	1.00139	1.00545	6.067819
500	-4133.686	-4128.19	-5.495777	74090.78	17.79946	0.995334	0.998803	1.00119	1.00467	6.196103
510	-4124.241	-4126.275	2.033889	34190.23	19.57445	0.993134	0.998236	1.00175	1.00688	5.780191
520	-4118.703	-4125.55	6.846914	55017.03	20.18868	0.994586	0.998611	1.00138	1.00542	5.532781
530	-4124.574	-4123.874	-0.6996041	66178.92	20.43322	0.995063	0.998734	1.00126	1.00495	5.900082
540	-4130.324	-4123.489	-6.835271	44216.12	17.86552	0.993962	0.99845	1.00154	1.00605	6.27086
550	-4112.687	-4115.13	2.443094	19131.07	16.25053	0.990825	0.997638	1.00233	1.0092	5.684146
560	-4134.479	-4135.511	1.03172	31852.66	17.2145	0.992887	0.998172	1.00181	1.00713	5.81491
570	-4119.387	-4122.407	3.020057	99645.13	22.14666	0.995976	0.998969	1.00103	1.00403	5.67104
580	-4110.796	-4114.687	3.891094	42357.34	17.0806	0.993831	0.998416	1.00157	1.00618	5.642997
590	-4120.587	-4123.201	2.613824	43716.33	16.5079	0.993927	0.998441	1.00155	1.00609	5.689628
600	-4127.773	-4126.09	-1.682844	41276.18	20.24876	0.99375	0.998395	1.00159	1.00626	5.953602
610	-4127.027	-4125.344	-1.683099	61471.76	20.32431	0.994878	0.998686	1.0013	1.00513	5.951446
620	-4128.025	-4136.925	8.900569	76334.29	17.79767	0.995403	0.998821	1.00117	1.0046	5.387218
630	-4116.838	-4131.38	14.54223	97697.44	21.01167	0.995936	0.998958	1.00104	1.00407	5.15688
640	-4130.496	-4131.229	0.7322039	4342.004	16.19264	0.980776	0.995007	1.00486	1.01936	5.785937
650	-4127.259	-4130.716	3.457008	32915.98	19.96747	0.993003	0.998202	1.00178	1.00701	5.703712
660	-4125.925	-4129.255	3.329437	79580.21	18.74031	0.995498	0.998846	1.00115	1.00451	5.714654
670	-4127.86	-4131.306	3.445786	4701.824	21.16108	0.981524	0.995205	1.00467	1.0186	5.681274
680	-4121.502	-4121.334	-0.1679381	7924.513	22.19802	0.985757	0.996317	1.00361	1.01431	5.812865
690	-4129.473	-4131.233	1.759126	39362.9	18.60003	0.993601	0.998356	1.00163	1.00641	5.79804
700	-4128.362	-4131.712	3.349169	49578.59	18.16318	0.994297	0.998536	1.00145	1.00571	5.706897
710	-4139.114	-4138.518	-0.5963666	49348.21	17.39425	0.994284	0.998533	1.00146	1.00573	5.913834
720	-4127.689	-4126.545	-1.143507	90300.09	17.66355	0.995773	0.998916	1.00108	1.00423	5.949883
730	-4117.358	-4123.205	5.847463	54195.32	20.10323	0.994545	0.9986	1.00139	1.00547	5.583023
740	-4146.32	-4139.349	-6.970552	38158.06	16.63439	0.9935	0.99833	1.00165	1.00651	6.272874
750	-4137.754	-4135.162	-2.592724	97710.75	16.0648	0.995937	0.998958	1.00104	1.00407	5.984788
760	-4141.144	-4137.735	-3.408863	62529.51	17.38476	0.994921	0.998697	1.00129	1.00509	6.075403
770	-4117.308	-4117.663	0.3555833	26416.35	18.20428	0.99219	0.997992	1.00199	1.00783	5.872035
780	-4133.492	-4133.75	0.2580067	46309.92	19.93382	0.994099	0.998485	1.0015	1.00591	5.864598
790	-4137.701	-4133.44	-4.260996	1259.209	16.47388	0.96441	0.990625	1.00892	1.03604	6.104956
800	-4114.118	-4120.289	6.170487	6033.811	21.68242	0.983684	0.995773	1.00413	1.01641	5.541039
810	-4139.463	-4147.23	7.767037	1609.216	17.00226	0.968494	0.99173	1.00791	1.03186	5.411401
820	-4133.572	-4129.295	-4.277017	93168.05	21.09602	0.995839	0.998933	1.00106	1.00417	6.048996
830	-4124.572	-4126.729	2.157247	17117.61	18.52464	0.990301	0.997502	1.00246	1.00973	5.776184
840	-4128.915	-4133.892	4.977368	14025.16	25.03074	0.989287	0.997238	1.00272	1.01075	5.469024
850	-4131.995	-4122.617	-9.378813	9217.303	14.23121	0.986791	0.996587	1.00335	1.01327	6.29619
860	-4096.639	-4099.51	2.871543	3.095069	20.18323	0.396485	0.736659	1.08295	1.78391	5.729781
870	-4101.563	-4097.904	-3.659465	3.01701	19.26732	0.390574	0.732465	1.0826	1.79436	6.07826
880	-4110.747	-4108.335	-2.41185	3.420898	16.18992	0.419412	0.752456	1.08393	1.7442	5.979968
890	-4111.227	-4095.29	-15.93661	2.553471	15.21962	0.351468	0.703366	1.07921	1.86596	6.803733
900	-4097.141	-4093.984	-3.156734	4.436813	17.28687	0.476859	0.789078	1.08412	1.64995	6.059443
910	-4103.177	-4093.623	-9.554076	2.993203	16.58174	0.388735	0.731151	1.08248	1.79763	6.427629
920	-4115.173	-4105.252	-9.920895	4.855273	19.04846	0.495953	0.800408	1.08355	1.62009	6.411335
930	-4115.854	-4093.559	-22.29467	2.747403	18.20224	0.368725	0.716508	1.08095	1.83382	7.116386
940	-4114.307	-4106.958	-7.348605	3.761078	17.49845	0.440735	0.766519	1.08436	1.70839	6.301873
950	-4117.903	-4106.866	-11.03693	3.038986	16.38816	0.392256	0.733664	1.0827	1.79138	6.515428
960	-4108.069	-4093.888	-14.18144	3.068405	17.01698	0.394486	0.735246	1.08283	1.78743	6.702092
970	-4097.044	-4078.794	-18.25023	2.719555	18.10145	0.366331	0.714715	1.08073	1.83822	6.89903
980	-4106.482	-4097.133	-9.349021	3.579083	16.1105	0.42963	0.759268	1.08419	1.72691	6.406541
990	-4106.459	-4094.854	-11.60524	2.710301	17.9029	0.36553	0.714112	1.08066	1.8397	6.536977
1000	-4116.483	-4103.976	-12.50693	3.005977	19.15388	0.389724	0.731858	1.08255	1.79587	6.54252
1010	-4112.567	-4102.343	-10.22469	3.628839	18.96251	0.432733	0.76131	1.08425	1.72171	6.430373
1020	-4103.308	-4096.678	-6.629808	3.724066	18.56435	0.43853	0.765092	1.08433	1.71205	6.249764
1030	-4115.28	-4106.828	-8.451512	3.732424	22.34829	0.43903	0.765416	1.08434	1.71122	6.177205
1040	-4107.507	-4097.55	-9.957174	2.615892	18.41885	0.357176	0.707768	1.07983	1.85523	6.433091
1050	-4123.619	-4115.693	-7.92624	2.783043	17.41038	0.371749	0.718761	1.08121	1.82828	6.335191
1060	-4093.291	-4092.77	-0.5215917	3.111355	17.07953	0.397697	0.737513	1.08301	1.78178	5.90131
1070	-4106.579	-4097.503	-9.076103	2.904577	17.35147	0.381742	0.726104	1.082	1.81015	6.401575
1080	-4111.793	-4098.056	-13.73718	3.756808	15.6956	0.440482	0.766356	1.08435	1.70881	6.672918
1090	-4113.82	-4098.202	-15.61775	5.169312	20.46522	0.508961	0.807907	1.08299	1.60014	6.628135
1100	-4110.211	-4095.523	-14.68797	2.651267	17.17769	0.360345	0.710188	1.08015	1.84931	6.72884
1110	-4100.057	-4087.06	-12.99751	3.314469	17.49085	0.412216	0.747576	1.08368	1.75653	6.624855
1120	-4093.612	-4087.385	-6.227166	3.632749	19.19743	0.432974	0.761468	1.08425	1.72131	6.213478
1130	-4119.879	-4109.717	-10.16204	2.913733	17.84646	0.382476	0.726637	1.08206	1.80883	6.457422
1140	-4125.378	-4113.235	-12.14224	3.530489	21.02688	0.426549	0.757229	1.08412	1.7321	6.425958
1150	-4111.777	-4098.442	-13.33487	2.637676	15.8849	0.359133	0.709264	1.08003	1.85157	6.650969
1160	-4105.367	-4099.868	-5.499282	2.990983	15.10821	0.388563	0.731027	1.08247	1.79794	6.10959
1170	-4092.242	-4086.217	-6.024686	3.279454	20.16584	0.409789	0.745914	1.08359	1.76071	6.171218
1180	-4096.707	-4093.744	-2.963586	2.44456	15.24939	0.341137	0.695254	1.07797	1.88564	5.953816
1190	-4109.2	-4106.442	-2.757345	3.052736	18.46352	0.393301	0.734407	1.08276	1.78953	6.041919
1200	-4105.441	-4093.097	-12.3443	2.971229	16.83583	0.387024	0.729922	1.08237	1.80068	6.595403
1210	-4103.323	-4095.753	-7.570173	3.533878	21.00626	0.426766	0.757372	1.08413	1.73173	6.209531
1220	-4140.322	-4129.896	-10.42642	2.586527	18.03644	0.35451	0.705719	1.07955	1.86023	6.468298
1230	-4113.043	-4101.083	-11.95997	4.083503	21.14599	0.458891	0.778048	1.08438	1.67868	6.410201
1240	-4099.744	-4096.217	-3.527609	3.905046	17.32278	0.449069	0.77186	1.0844	1.69467	6.081413
1250	-4102.484	-4100.744	-1.74046	4.338138	23.45609	0.472025	0.786146	1.08421	1.65761	5.82298
1260	-4095.607	-4089.747	-5.860099	3.349987	20.26144	0.414647	0.749233	1.08377	1.75235	6.15941
1270	-4127.772	-4119.994	-7.778415	3.3556	20.19399	0.415029	0.749492	1.08379	1.75169	6.256987
1280	-4115.099	-4098.563	-16.5365	2.726814	15.64606	0.366958	0.715185	1.08079	1.83707	6.850763
1290	-4119.339	-4105.731	-13.60788	3.485675	14.25909	0.423663	0.755307	1.08405	1.73698	6.595586
1300	-4120.325	-4106.46	-13.86493	2.826732	20.34343	0.375397	0.72146	1.08152	1.82163	6.549696
1310	-4113.184	-4096.284	-16.90005	3.213643	14.89163	0.405143	0.742711	1.08339	1.76876	6.857372
1320	-4108.324	-4103.804	-4.520406	5.150413	18.90923	0.508207	0.807477	1.08303	1.60129	6.130574
1330	-4096.917	-4088.21	-8.707183	3.523164	17.35337	0.426081	0.756917	1.08411	1.73289	6.380306
1340	-4098.952	-4092.869	-6.082979	3.42474	16.29961	0.419667	0.752628	1.08394	1.74377	6.210419
1350	-4120.102	-4103.887	-16.21494	3.441447	17.65605	0.420771	0.75337	1.08397	1.74189	6.80339
1360	-4110.991	-4099.352	-11.63959	3.214341	17.12107	0.405193	0.742745	1.08339	1.76867	6.551914
1370	-4115.574	-4099.897	-15.6765	2.952811	14.85151	0.385578	0.728881	1.08227	1.80327	6.773525
1380	-4118.875	-4105.161	-13.71335	4.08708	17.94152	0.459083	0.778168	1.08438	1.67837	6.653546
1390	-4103.067	-4090.42	-12.64705	2.795267	13.94832	0.372776	0.719523	1.0813	1.8264	6.49959
1400	-4107.556	-4105.273	-2.282897	4.493013	20.51734	0.479553	0.7907	1.08405	1.64569	5.974867
1410	-4107.038	-4095.502	-11.53653	2.457314	18.7354	0.342372	0.696234	1.07813	1.88327	6.508093
1420	-4107.499	-4104.936	-2.563095	3.91347	18.36824	0.449545	0.772163	1.0844	1.69389	6.031893
1430	-4106.217	-4096.638	-9.578923	2.693619	15.65782	0.364077	0.713017	1.08052	1.84239	6.406538
1440	-4102.397	-4093.301	-9.096738	3.029246	22.64784	0.391512	0.733134	1.08266	1.7927	6.18778
1450	-4116.719	-4104.01	-12.70926	3.550979	19.10296	0.427854	0.758094	1.08415	1.7299	6.555338
1460	-4101.598	-4090.584	-11.0143	2.713145	18.2637	0.365776	0.714298	1.08068	1.83925	6.494983
1470	-4119.869	-4107.083	-12.78511	3.970737	14.9185	0.452747	0.774191	1.0844	1.68866	6.582488
1480	-4123.97	-4112.794	-11.17574	2.154582	15.11633	0.311054	0.670505	1.07342	1.94502	6.485735
1490	-4104.491	-4099.892	-4.598665	2.542018	17.30098	0.350404	0.702539	1.07909	1.86797	6.143011
1500	-4097.07	-4095.241	-1.82851	2.722881	19.11191	0.366618	0.714931	1.08076	1.83769	5.985626
1510	-4105.903	-4101.613	-4.290123	2.63541	15.74379	0.35893	0.70911	1.08001	1.85195	6.073834
1520	-4125.027	-4112.012	-13.01454	3.658909	16.50682	0.434583	0.762521	1.08428	1.71862	6.636347
1530	-4132.895	-4109.138	-23.75733	2.564042	14.80333	0.352445	0.704124	1.07932	1.86411	7.317297
1540	-4112.481	-4089.913	-22.56857	2.480132	13.96481	0.344565	0.697967	1.0784	1.87907	7.211706
1550	-4119.357	-4102.589	-16.7687	3.071848	17.11886	0.394745	0.73543	1.08285	1.78698	6.851552
1560	-4099.08	-4097.451	-1.628618	2.982879	19.31788	0.387933	0.730576	1.08243	1.79906	5.97203
1570	-4092.407	-4093.136	0.7293571	3.053084	17.62676	0.393327	0.734425	1.08277	1.78948	5.843102
1580	-4121.78	-4103.142	-18.63738	2.91564	17.8977	0.382629	0.726748	1.08207	1.80856	6.930007
1590	-4111.047	-4101.248	-9.798635	3.087957	19.70193	0.395954	0.736284	1.08292	1.78484	6.379305
1600	-4112.285	-4088.756	-23.52864	2.694215	14.93895	0.364129	0.713057	1.08052	1.84229	7.302727
1610	-4098.703	-4089.406	-9.297514	2.39746	19.17749	0.336514	0.691563	1.07736	1.89456	6.374125
1620	-4107.491	-4106.479	-1.012328	3.277135	19.32985	0.409627	0.745803	1.08358	1.76099	5.939946
1630	-4112.5	-4098.903	-13.5968	3.294955	15.35308	0.410867	0.746653	1.08363	1.75885	6.65471
1640	-4117.573	-4101.009	-16.5646	2.191966	16.83774	0.315161	0.673989	1.07413	1.93672	6.846039
1650	-4120.411	-4106.963	-13.44748	3.171182	13.85336	0.402086	0.740586	1.08324	1.77409	6.54757
1660	-4100.405	-4100.635	0.2304885	3.145961	18.24727	0.400248	0.739302	1.08315	1.7773	5.879192
1670	-4104.824	-4093.655	-11.16936	3.301532	14.02843	0.411323	0.746965	1.08365	1.75806	6.402127
1680	-4113.958	-4097.937	-16.02109	3.196342	17.2518	0.403903	0.74185	1.08333	1.77092	6.804548
1690	-4107.939	-4104.2	-3.739184	3.018778	18.31543	0.390709	0.732562	1.08261	1.79412	6.096311
1700	-4101.31	-4104.136	2.826165	5.182396	18.94572	0.509481	0.808203	1.08297	1.59935	5.74211
1710	-4108.796	-4100.865	-7.931137	3.542994	19.96258	0.427347	0.757758	1.08414	1.73075	6.274247
1720	-4128.546	-4107.327	-21.21904	3.624852	12.83765	0.432486	0.761148	1.08424	1.72212	7.016557
1730	-4106.779	-4094.305	-12.47421	3.026919	16.44686	0.391334	0.733008	1.08265	1.79301	6.603415
1740	-4099.746	-4090.964	-8.781532	2.659009	16.46276	0.361032	0.710711	1.08022	1.84803	6.379172
1750	-4121.107	-4105.866	-15.24034	2.90365	20.30662	0.381668	0.72605	1.082	1.81029	6.619586
1760	-4105.281	-4091.41	-13.87047	2.322683	16.46257	0.328974	0.685457	1.0763	1.90926	6.68829
1770	-4111.11	-4092.265	-18.84469	2.557026	18.53849	0.351797	0.703621	1.07925	1.86533	6.909157
1780	-4108.645	-4091.325	-17.32079	2.797803	14.83919	0.372988	0.719681	1.08132	1.82601	6.883802
1790	-4125.718	-4109.785	-15.933	2.548552	14.34335	0.351012	0.703012	1.07916	1.86682	6.764187
1800	-4109.221	-4101.948	-7.272682	3.600751	16.6834	0.430987	0.760163	1.08422	1.72463	6.291895
1810	-4109.032	-4099.925	-9.106213	3.427456	21.03236	0.419847	0.752749	1.08394	1.74346	6.281282
1820	-4119.553	-4116.802	-2.750705	3.68263	17.93529	0.43603	0.763466	1.0843	1.7162	6.042506
1830	-4112.764	-4108.183	-4.580801	2.6988	16.53764	0.364529	0.713359	1.08056	1.84155	6.126381
1840	-4105.614	-4105.276	-0.3377238	3.195047	18.83809	0.40381	0.741786	1.08332	1.77108	5.909837
1850	-4110.663	-4100.181	-10.48199	2.641487	16.75824	0.359473	0.709524	1.08007	1.85094	6.48459
1860	-4098.797	-4084.939	-13.85767	2.778122	19.27863	0.371334	0.718453	1.08118	1.82904	6.607006
1870	-4108.125	-4095.129	-12.99579	3.01936	17.47238	0.390754	0.732594	1.08261	1.79404	6.625138
1880	-4106.748	-4093.185	-13.56322	2.86947	16.79289	0.378905	0.724035	1.08179	1.81527	6.668181
1890	-4108.553	-4094.014	-14.53921	2.66096	15.45919	0.361205	0.710842	1.08024	1.84771	6.718967
1900	-4110.276	-4104.717	-5.558165	2.729237	18.89507	0.367166	0.715342	1.08081	1.83668	6.18576
1910	-4095.283	-4086.691	-8.591476	3.272863	17.94655	0.409328	0.745598	1.08357	1.76151	6.367994
1920	-4125.11	-4109.132	-15.97812	3.142161	14.5347	0.399969	0.739107	1.08313	1.77779	6.778638
1930	-4122.511	-4100.675	-21.83568	3.441014	15.49418	0.420742	0.753351	1.08397	1.74194	7.190747
1940	-4117.182	-4093.238	-23.94373	3.076633	15.20388	0.395105	0.735685	1.08287	1.78634	7.329944
1950	-4098.209	-4085.358	-12.85074	2.331968	19.60804	0.329924	0.686232	1.07644	1.9074	6.538936
1960	-4123.443	-4104.639	-18.80364	2.378273	15.57009	0.334604	0.690026	1.0771	1.89827	6.995449
1970	-4111.376	-4095.11	-16.26648	3.186063	14.35004	0.403163	0.741336	1.08329	1.77221	6.787851
1980	-4130.025	-4115.063	-14.96119	2.831297	15.49263	0.375775	0.721738	1.08155	1.82094	6.747031
1990	-4132.512	-4111.11	-21.40214	2.080721	15.94088	0.302724	0.663332	1.07188	1.96206	7.157922
2000	-4132.834	-4104.42	-28.41372	3.164426	14.83096	0.401595	0.740244	1.08322	1.77495	7.631464
2010	-4127.089	-4105.657	-21.43218	2.677084	12.83217	0.362628	0.711921	1.08038	1.84507	7.032489
2020	-4113.878	-4102.786	-11.09262	2.780317	15.15851	0.371519	0.718591	1.08119	1.8287	6.48242
2030	-4110.904	-4103.725	-7.178215	4.526609	18.04679	0.481143	0.791654	1.08401	1.64319	6.288078
2040	-4104.891	-4099.009	-5.88185	2.869847	17.58896	0.378936	0.724057	1.08179	1.81521	6.218169
2050	-4120.122	-4101.368	-18.75454	2.783187	16.27011	0.371761	0.71877	1.08121	1.82826	6.988285
2060	-4110.996	-4093.984	-17.01215	2.72211	17.99925	0.366552	0.714881	1.08075	1.83782	6.835007
2070	-4102.502	-4093.879	-8.623475	3.676411	17.28519	0.435651	0.763219	1.08429	1.71683	6.375683
2080	-4103.491	-4090.055	-13.4356	3.070602	21.22744	0.394651	0.735364	1.08284	1.78714	6.474818
2090	-4103.028	-4094.658	-8.369732	3.454131	15.30093	0.421605	0.75393	1.08399	1.74047	6.311328
2100	-4105.992	-4094.914	-11.07737	4.205494	16.45396	0.465307	0.782028	1.08432	1.66835	6.51855
2110	-4108.086	-4099.693	-8.392507	3.538842	16.31321	0.427083	0.757583	1.08413	1.7312	6.352426
2120	-4116.573	-4101.222	-15.35076	2.514358	15.77081	0.347814	0.700518	1.07879	1.87288	6.776708
2130	-4121.067	-4103.682	-17.38525	3.437781	15.57456	0.420529	0.753208	1.08396	1.7423	6.904395
2140	-4111.433	-4099.954	-11.47891	3.550356	15.66372	0.427815	0.758068	1.08415	1.72997	6.528066
2150	-4095.308	-4088.178	-7.129808	2.793399	15.95254	0.372619	0.719407	1.08129	1.82669	6.263049
2160	-4108.993	-4089.153	-19.84045	4.028103	13.56685	0.455899	0.776175	1.0844	1.68353	6.987222
2170	-4109.598	-4096.414	-13.18383	3.027748	15.94343	0.391397	0.733053	1.08265	1.7929	6.642412
2180	-4102.625	-4091.842	-10.7834	3.026896	16.28372	0.391332	0.733006	1.08265	1.79302	6.498564
2190	-4114.65	-4098.687	-15.96259	2.726101	15.71236	0.366896	0.715139	1.08078	1.83718	6.814897
2200	-4126.882	-4110.68	-16.20223	2.273402	15.97042	0.323864	0.681258	1.07554	1.91934	6.831816
2210	-4129.113	-4114.445	-14.66716	4.913465	17.50979	0.498443	0.801857	1.08345	1.61625	6.719812
2220	-4126.426	-4102.962	-23.46353	2.895048	18.07635	0.380976	0.725546	1.08195	1.81153	7.188618
2230	-4130.998	-4106.465	-24.53307	3.204279	16.39719	0.404473	0.742246	1.08335	1.76993	7.338602
2240	-4116.061	-4099.621	-16.44001	2.396508	15.71855	0.33642	0.691487	1.07735	1.89474	6.845339
2250	-4126.486	-4120.403	-6.08277	4.931282	18.73393	0.499198	0.802295	1.08342	1.61509	6.217029
2260	-4124.097	-4116.237	-7.860051	2.547549	16.60899	0.350919	0.702939	1.07915	1.86699	6.325932
2270	-4130.163	-4116.496	-13.66768	3.26171	15.48081	0.408547	0.745061	1.08353	1.76286	6.663208
2280	-4106.44	-4099.761	-6.679401	2.769771	16.91173	0.370628	0.717928	1.08112	1.83033	6.259992
2290	-4099.478	-4097.301	-2.176689	2.777775	18.83993	0.371304	0.718431	1.08117	1.82909	6.007436
2300	-4110.638	-4109.426	-1.212433	2.986065	19.17496	0.388181	0.730753	1.08245	1.79862	5.952567
2310	-4108.717	-4102.819	-5.897897	2.840754	18.82144	0.376555	0.722312	1.08161	1.81953	6.20535
2320	-4096.862	-4093.019	-3.843044	2.65772	16.19814	0.360917	0.710624	1.08021	1.84825	6.068728
2330	-4104.853	-4100.024	-4.828916	3.934842	17.19198	0.450747	0.772925	1.08441	1.69192	6.155078
2340	-4109.369	-4094.269	-15.10035	3.583861	19.45154	0.42993	0.759466	1.0842	1.72641	6.662254
2350	-4098.292	-4091.14	-7.15204	4.096209	14.86696	0.459571	0.778472	1.08437	1.67758	6.200798
2360	-4112.416	-4107.635	-4.780583	2.812086	16.47699	0.374181	0.720563	1.08142	1.82384	6.136595
2370	-4103.841	-4092.006	-11.83424	3.772035	15.74267	0.441383	0.766938	1.08436	1.70732	6.552984
2380	-4118.521	-4102.466	-16.05573	3.99565	15.27374	0.454123	0.775059	1.0844	1.68642	6.812977
2390	-4097.211	-4094.974	-2.237192	3.585486	16.63975	0.430032	0.759533	1.0842	1.72624	5.988516
2400	-4093.916	-4087.975	-5.940684	2.933381	16.49141	0.384042	0.727771	1.08217	1.80602	6.207394
2410	-4091.966	-4090.91	-1.055523	5.038069	17.73376	0.503651	0.804867	1.08323	1.60825	5.945851
2420	-4093.571	-4090.398	-3.173722	3.197557	18.12944	0.40399	0.741911	1.08333	1.77077	6.066096
2430	-4102.602	-4096.266	-6.33567	3.39171	14.71682	0.417465	0.751143	1.08387	1.74752	6.13269
2440	-4110.32	-4098.637	-11.68298	4.915781	18.53019	0.498542	0.801914	1.08345	1.6161	6.523122
2450	-4117.395	-4103.245	-14.14927	2.635307	16.41502	0.358921	0.709103	1.08001	1.85197	6.705316
2460	-4130.566	-4102.038	-28.52829	2.203871	16.93711	0.316454	0.675078	1.07434	1.93412	7.550318
2470	-4103.434	-4087.757	-15.67728	2.221453	16.0174	0.31835	0.67667	1.07466	1.93032	6.79914
2480	-4114.078	-4102.78	-11.29726	3.465112	15.4827	0.422324	0.754412	1.08401	1.73925	6.510159
