Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2420	-4106.626	-4095.499	-11.12753	2.794002	17.29586	0.37267	0.719445	1.08129	1.8266	6.520436
2430	-4102.491	-4093.137	-9.354173	3.212688	16.0847	0.405075	0.742663	1.08338	1.76888	6.406198
2440	-4127.375	-4108.495	-18.88058	3.239622	15.55699	0.40699	0.743988	1.08347	1.76555	7.00034
2450	-4118.444	-4106.772	-11.67193	2.942325	16.1176	0.38475	0.728284	1.08222	1.80475	6.550842
2460	-4115.092	-4092.777	-22.31512	2.956993	19.14501	0.385907	0.729119	1.0823	1.80268	7.055221
2470	-4098.695	-4091.527	-7.167658	3.09978	19.16735	0.396837	0.736907	1.08297	1.78329	6.263366
2480	-4098.585	-4095.649	-2.93506	3.61225	17.5065	0.431704	0.760634	1.08423	1.72343	6.049743
2490	-4084.809	-4085.841	1.0314	3.532153	15.45601	0.426656	0.757299	1.08413	1.73192	5.711471
2500	-4108.783	-4101.407	-7.376032	4.569786	15.69267	0.483165	0.792863	1.08396	1.64001	6.267499
2510	-4105.663	-4096.766	-8.89728	3.47988	16.22732	0.423287	0.755056	1.08404	1.73762	6.381454
2520	-4113.76	-4103.928	-9.832607	3.62138	20.42163	0.432271	0.761007	1.08424	1.72248	6.347626
2530	-4099.658	-4095.748	-3.909864	2.926657	19.06208	0.383507	0.727385	1.08213	1.80698	6.095508
2540	-4121.435	-4108.547	-12.88865	2.807873	14.90443	0.37383	0.720303	1.08139	1.82448	6.588684
2550	-4095.748	-4089.306	-6.442051	3.651733	20.04997	0.434143	0.762234	1.08427	1.71935	6.196377
2560	-4104.468	-4096.462	-8.005602	2.543226	17.30739	0.350517	0.702627	1.0791	1.86775	6.339929
2570	-4102.059	-4091.416	-10.64258	3.164598	13.91043	0.401608	0.740253	1.08322	1.77492	6.351643
2580	-4104.436	-4094.825	-9.611523	3.04437	20.87385	0.392666	0.733955	1.08273	1.79065	6.313753
2590	-4097.904	-4092.635	-5.269466	3.113383	18.16094	0.397847	0.737619	1.08302	1.78151	6.181428
2600	-4090.894	-4084.865	-6.029053	3.25258	15.98498	0.407905	0.744619	1.08351	1.76397	6.195432
2610	-4107.823	-4096.797	-11.02548	3.328895	22.21053	0.413207	0.748253	1.08372	1.75482	6.301191
2620	-4121.414	-4113.132	-8.281447	3.309168	20.55792	0.41185	0.747326	1.08367	1.75716	6.265327
2630	-4099.328	-4096.774	-2.554533	2.438642	20.99489	0.340561	0.694797	1.0779	1.88675	5.971191
2640	-4101.15	-4098.269	-2.881369	3.614283	20.12235	0.43183	0.760717	1.08423	1.72322	6.016654
2650	-4105.425	-4099.887	-5.538168	2.845819	21.30677	0.376971	0.722618	1.08164	1.81877	6.099095
2660	-4093.093	-4091.425	-1.667806	2.942631	20.02935	0.384774	0.728301	1.08222	1.80471	5.958795
2670	-4095.381	-4087.927	-7.453982	3.255008	16.10213	0.408076	0.744736	1.08351	1.76367	6.288639
2680	-4099.27	-4090.073	-9.1978	2.794585	15.94779	0.372719	0.719481	1.08129	1.82651	6.392537
2690	-4096.826	-4093.396	-3.430165	2.986112	18.00761	0.388185	0.730756	1.08245	1.79861	6.080419
2700	-4085.244	-4084.481	-0.762571	3.538026	18.90236	0.42703	0.757548	1.08413	1.73129	5.9319
2710	-4123.732	-4109.272	-14.46011	4.277821	17.23552	0.469002	0.7843	1.08426	1.66243	6.714406
2720	-4111.451	-4100.613	-10.83794	3.511538	16.70292	0.425334	0.756421	1.08409	1.73415	6.505671
2730	-4097.416	-4092.076	-5.340805	2.630544	17.75471	0.358494	0.708777	1.07997	1.85276	6.187474
2740	-4110.368	-4102.863	-7.505288	2.845017	19.30244	0.376905	0.722569	1.08164	1.81889	6.276738
2750	-4112.376	-4094.127	-18.24861	2.583205	17.91879	0.354206	0.705484	1.07951	1.8608	6.907346
2760	-4104.157	-4092.478	-11.67903	3.986706	16.04422	0.45363	0.774748	1.0844	1.68722	6.550021
2770	-4114.883	-4095.598	-19.2851	3.526958	15.58088	0.426324	0.757079	1.08412	1.73248	7.026391
2780	-4096.191	-4084.624	-11.56637	3.411918	15.53891	0.418815	0.752054	1.08391	1.74522	6.529559
2790	-4091.218	-4085.169	-6.049489	2.868827	16.79225	0.378853	0.723997	1.08179	1.81536	6.220733
2800	-4115.627	-4106.319	-9.308402	3.201071	18.34303	0.404243	0.742086	1.08334	1.77033	6.399728
2810	-4130.413	-4122.566	-7.846528	3.664833	16.22358	0.434945	0.762758	1.08428	1.71801	6.316599
2820	-4105.959	-4099.908	-6.051177	2.367452	16.71383	0.333519	0.68915	1.07695	1.90038	6.219313
2830	-4121.066	-4107.734	-13.33267	4.263329	14.73865	0.468268	0.78385	1.08428	1.66361	6.609413
2840	-4122.901	-4108.285	-14.61582	2.732521	14.84921	0.367449	0.715554	1.08083	1.83616	6.701996
2850	-4118.817	-4103.717	-15.1	2.543709	14.38781	0.350562	0.702662	1.07911	1.86767	6.709077
2860	-4112.169	-4102.706	-9.463234	3.616558	18.36681	0.431972	0.76081	1.08423	1.72298	6.407584
2870	-4104.743	-4090.657	-14.08622	3.631991	16.47031	0.432927	0.761437	1.08425	1.72138	6.701378
2880	-4117.562	-4103.753	-13.80915	2.831439	16.38313	0.375786	0.721746	1.08155	1.82092	6.684585
2890	-4111.636	-4095.007	-16.62823	3.088328	17.29545	0.395982	0.736304	1.08292	1.7848	6.838484
2900	-4096.78	-4085.09	-11.69029	3.295031	15.27608	0.410872	0.746657	1.08363	1.75884	6.527266
2910	-4091.125	-4090.33	-0.7949152	2.466723	16.8794	0.343279	0.696952	1.07824	1.88153	5.910936
2920	-4102.376	-4093.404	-8.971942	3.395301	16.2937	0.417706	0.751306	1.08388	1.74711	6.387535
2930	-4108.09	-4100.461	-7.628226	2.476206	17.28661	0.344189	0.69767	1.07835	1.87979	6.318107
2940	-4102.251	-4096.977	-5.274031	2.376476	16.58052	0.334424	0.689881	1.07708	1.89862	6.169478
2950	-4093.472	-4092.537	-0.9355737	4.341207	19.87318	0.472178	0.786239	1.08421	1.65737	5.925839
2960	-4111.761	-4098.063	-13.69818	3.039792	16.67996	0.392317	0.733708	1.08271	1.79127	6.67706
2970	-4106.966	-4097.53	-9.436087	3.259806	17.64423	0.408413	0.744969	1.08353	1.76309	6.419597
2980	-4107.687	-4100.529	-7.157691	3.08334	15.77587	0.395608	0.73604	1.0829	1.78545	6.257425
2990	-4112.313	-4106.516	-5.796729	2.613464	19.48331	0.356957	0.7076	1.07981	1.85564	6.183012
3000	-4099.576	-4082.953	-16.62334	2.927697	18.06653	0.38359	0.727444	1.08213	1.80683	6.810623
3010	-4141.589	-4118.383	-23.206	2.583352	13.83683	0.354219	0.705495	1.07951	1.86077	7.251138
3020	-4123.491	-4107.339	-16.15248	3.357762	18.44385	0.415176	0.749592	1.08379	1.75144	6.768311
3030	-4118.089	-4105.371	-12.71838	3.344771	15.61407	0.414292	0.748991	1.08376	1.75296	6.605866
3040	-4082.142	-4076.779	-5.363171	2.950651	16.29487	0.385408	0.728758	1.08226	1.80357	6.166093
3050	-4107.069	-4097.99	-9.079331	3.568395	15.88545	0.428957	0.758823	1.08418	1.72804	6.383089
3060	-4111.464	-4105.394	-6.06955	3.626941	16.77788	0.432615	0.761233	1.08425	1.72191	6.221663
3070	-4108.4	-4100.95	-7.450148	5.905092	14.99385	0.535818	0.822856	1.08147	1.55986	6.230562
3080	-4107.417	-4095.351	-12.06654	3.229141	14.81445	0.406247	0.743475	1.08344	1.76684	6.528234
3090	-4125.838	-4110.091	-15.74706	3.083823	17.14117	0.395644	0.736066	1.0829	1.78539	6.791358
3100	-4122.734	-4108.128	-14.60594	3.59493	19.42352	0.430624	0.759923	1.08421	1.72524	6.638313
3110	-4107.542	-4097.36	-10.18248	3.175734	20.27389	0.402416	0.740816	1.08326	1.77351	6.372128
3120	-4104.704	-4104.189	-0.5143286	3.382981	20.43596	0.416879	0.750747	1.08385	1.74853	5.890939
3130	-4099.251	-4096.92	-2.331332	3.498469	19.71891	0.424492	0.75586	1.08407	1.73558	5.999889
3140	-4100.319	-4094.55	-5.768957	2.954359	15.82738	0.3857	0.728969	1.08228	1.80305	6.171941
3150	-4122.736	-4109.369	-13.36747	2.456421	15.40235	0.342286	0.696166	1.07812	1.88343	6.6414
3160	-4103.383	-4090.611	-12.77211	3.689032	17.35554	0.436418	0.763719	1.08431	1.71556	6.614512
3170	-4099.191	-4093.022	-6.169197	3.476195	19.61204	0.423047	0.754895	1.08403	1.73802	6.198051
3180	-4101.721	-4088.922	-12.79828	2.634464	14.8512	0.358845	0.709045	1.08	1.85211	6.579708
3190	-4103.903	-4095.612	-8.291109	3.541266	16.27327	0.427237	0.757685	1.08414	1.73094	6.345255
3200	-4102.764	-4089.686	-13.07848	2.847847	17.24041	0.377138	0.72274	1.08165	1.81847	6.634166
3210	-4097.722	-4084.528	-13.19374	4.118649	15.48657	0.460764	0.779215	1.08436	1.67566	6.632766
3220	-4104.252	-4107.924	3.672085	4.022803	17.9315	0.45561	0.775994	1.0844	1.684	5.684308
3230	-4118.331	-4112.677	-5.65488	3.759322	14.92495	0.440631	0.766452	1.08436	1.70856	6.10509
3240	-4092.107	-4086.612	-5.495649	2.81339	14.74702	0.37429	0.720643	1.08143	1.82364	6.078468
3250	-4107.224	-4094.895	-12.32888	3.423054	19.24257	0.419555	0.752553	1.08393	1.74396	6.52932
3260	-4105.716	-4104.921	-0.7947078	3.018404	16.22446	0.390681	0.732542	1.08261	1.79417	5.881981
3270	-4107.788	-4097.366	-10.4227	3.65337	15.48104	0.434243	0.762299	1.08427	1.71918	6.453604
3280	-4098.717	-4090.62	-8.097012	4.038045	17.77706	0.45644	0.776515	1.08439	1.68265	6.342483
3290	-4111.847	-4103.355	-8.492615	3.619974	14.88773	0.432184	0.760949	1.08424	1.72263	6.29251
3300	-4108.179	-4092.745	-15.43438	3.052669	15.43766	0.393296	0.734403	1.08276	1.78954	6.776401
3310	-4104.283	-4092.485	-11.79752	2.67193	16.94472	0.362174	0.711577	1.08034	1.84591	6.562459
3320	-4108.403	-4100.254	-8.149254	3.14309	16.2674	0.400037	0.739155	1.08314	1.77767	6.336391
3330	-4115.603	-4098.123	-17.4793	2.674615	16.5052	0.36241	0.711757	1.08036	1.84547	6.906853
3340	-4106.4	-4100.955	-5.4452	3.250553	20.54771	0.407762	0.74452	1.0835	1.76422	6.127775
3350	-4118.538	-4107.625	-10.9134	2.983612	17.10031	0.38799	0.730617	1.08243	1.79896	6.509628
3360	-4123.28	-4103.967	-19.31307	2.539254	14.73498	0.350147	0.702339	1.07906	1.86845	7.015063
3370	-4117.933	-4101.87	-16.06332	2.280752	16.1411	0.324633	0.681893	1.07565	1.91782	6.823276
3380	-4117.121	-4098.825	-18.29575	3.684591	12.62282	0.436149	0.763543	1.0843	1.71601	6.756716
3390	-4103.068	-4104.999	1.930778	3.211561	18.16858	0.404994	0.742607	1.08338	1.76902	5.785059
3400	-4132.369	-4119.024	-13.34503	3.359792	14.92758	0.415313	0.749685	1.0838	1.75121	6.620477
3410	-4116.909	-4104.67	-12.23929	3.302077	19.93618	0.41136	0.746991	1.08365	1.758	6.491416
3420	-4115.34	-4097.899	-17.44114	2.611771	15.68954	0.356804	0.707483	1.07979	1.85592	6.908869
3430	-4108.063	-4104.387	-3.67521	2.902686	18.20938	0.381591	0.725994	1.08199	1.81042	6.093431
3440	-4114.399	-4104.372	-10.0266	2.592118	18.68722	0.35502	0.706112	1.0796	1.85927	6.429017
3450	-4105.118	-4097.641	-7.477125	3.374744	17.2139	0.416324	0.750371	1.08383	1.74947	6.309191
3460	-4116.23	-4110.709	-5.520853	3.335167	15.49048	0.413637	0.748545	1.08374	1.75408	6.137554
3470	-4117.526	-4117.053	-0.4728503	3.610492	19.45858	0.431594	0.760562	1.08423	1.72362	5.910148
3480	-4093.152	-4089.394	-3.75882	4.286034	17.67874	0.469417	0.784554	1.08426	1.66177	6.098029
3490	-4115.003	-4103.801	-11.20128	2.582739	15.21166	0.354163	0.705451	1.07951	1.86088	6.492216
3500	-4097.011	-4087.542	-9.468649	3.183453	17.4015	0.402974	0.741205	1.08328	1.77254	6.42385
3510	-4099.006	-4096.14	-2.865824	4.560596	16.62342	0.482736	0.792607	1.08397	1.64069	6.025737
3520	-4115.241	-4106.232	-9.008586	4.17962	18.51891	0.463965	0.7812	1.08433	1.6705	6.379087
3530	-4116.819	-4110.175	-6.644472	3.311791	16.44992	0.412031	0.74745	1.08368	1.75684	6.249034
3540	-4109.561	-4098.802	-10.7592	2.547711	15.91186	0.350934	0.702951	1.07915	1.86697	6.489533
3550	-4105.95	-4090.147	-15.80313	3.08848	18.65963	0.395993	0.736312	1.08292	1.78478	6.739445
3560	-4095.109	-4083.415	-11.69329	3.071419	16.58639	0.394713	0.735407	1.08285	1.78703	6.556655
3570	-4099.295	-4086.921	-12.37339	3.035933	17.04153	0.392023	0.733498	1.08269	1.79179	6.595611
3580	-4112.244	-4098.775	-13.46985	1.988305	15.30308	0.291875	0.653764	1.06969	1.98467	6.644724
3590	-4126.578	-4106.351	-20.22642	2.626314	14.33119	0.358114	0.708486	1.07993	1.85347	7.062994
3600	-4109.608	-4103.815	-5.792375	2.897661	19.41633	0.381187	0.7257	1.08196	1.81115	6.184765
3610	-4096.572	-4093.435	-3.136552	3.418347	16.86031	0.419243	0.752342	1.08392	1.74449	6.049155
3620	-4101.225	-4103.114	1.889457	2.973436	18.5912	0.387196	0.730046	1.08238	1.80038	5.790992
3630	-4103.337	-4093.937	-9.399627	2.751399	14.67564	0.369066	0.716763	1.08098	1.83319	6.337662
3640	-4095.86	-4098.417	2.556956	3.832021	20.04706	0.444889	0.769192	1.08439	1.70153	5.747594
3650	-4101.259	-4104.039	2.780334	5.043318	19.76128	0.503867	0.804991	1.08323	1.60792	5.740199
3660	-4111.998	-4104.086	-7.912654	4.33702	17.82979	0.47197	0.786113	1.08421	1.6577	6.331565
3670	-4106.114	-4093.424	-12.68959	3.126492	17.49279	0.398817	0.738299	1.08307	1.77981	6.607212
3680	-4101.966	-4096.919	-5.047464	3.420427	18.54249	0.419381	0.752435	1.08393	1.74425	6.164851
3690	-4115.138	-4102.936	-12.20208	4.641602	16.81347	0.486475	0.794833	1.08386	1.63483	6.58705
3700	-4123.269	-4109.453	-13.8159	2.414777	16.03495	0.338225	0.692934	1.07759	1.89125	6.683114
3710	-4122.31	-4107.692	-14.61768	2.803703	17.90183	0.373482	0.720046	1.08136	1.82511	6.705278
3720	-4122.568	-4108.01	-14.55762	2.797247	16.40375	0.372942	0.719646	1.08131	1.8261	6.730223
3730	-4117.463	-4107.406	-10.05646	3.829527	17.71871	0.444745	0.7691	1.08439	1.70177	6.453647
3740	-4096.11	-4095.626	-0.4840712	3.385033	21.4709	0.417017	0.75084	1.08385	1.74829	5.855936
3750	-4111.589	-4115.087	3.498438	3.253546	20.41555	0.407973	0.744666	1.08351	1.76385	5.694943
3760	-4122.339	-4104.61	-17.72874	3.141513	16.44878	0.399922	0.739074	1.08313	1.77787	6.922871
3770	-4110.357	-4098.269	-12.08818	2.753078	16.6996	0.369209	0.71687	1.08099	1.83293	6.580525
3780	-4100.993	-4095.022	-5.971644	3.078738	15.46587	0.395263	0.735796	1.08288	1.78606	6.165169
3790	-4116.169	-4104.388	-11.78094	3.191532	14.74328	0.403557	0.74161	1.08331	1.77152	6.504432
3800	-4111.771	-4101.61	-10.16085	3.018791	16.89615	0.39071	0.732563	1.08261	1.79412	6.465835
3810	-4121.065	-4113.968	-7.097603	3.115161	16.47308	0.397979	0.737711	1.08303	1.78128	6.277126
3820	-4108.932	-4094.188	-14.74385	3.36476	13.41211	0.41565	0.749914	1.08381	1.75063	6.593496
3830	-4098.926	-4099.785	0.8589035	4.929793	19.47748	0.499135	0.802259	1.08342	1.61518	5.841477
3840	-4111.212	-4107.773	-3.439146	2.906088	22.83408	0.381864	0.726192	1.08201	1.80993	5.928439
3850	-4100.465	-4095.793	-4.67211	3.530528	18.36638	0.426552	0.75723	1.08412	1.7321	6.146731
3860	-4104.373	-4098.36	-6.013812	2.890199	16.34324	0.380585	0.725261	1.08192	1.81224	6.207556
3870	-4124.136	-4108.365	-15.77063	2.897672	13.86208	0.381187	0.7257	1.08196	1.81115	6.716045
3880	-4115.006	-4104.585	-10.42065	3.477116	15.77944	0.423107	0.754935	1.08404	1.73792	6.464371
3890	-4122.074	-4115.279	-6.794917	3.446709	17.8597	0.421117	0.753603	1.08398	1.7413	6.268647
3900	-4105.137	-4098.783	-6.354736	3.194757	19.69465	0.403789	0.741771	1.08332	1.77112	6.204752
3910	-4096.961	-4091.844	-5.117101	3.775372	21.56271	0.44158	0.767065	1.08436	1.70699	6.067375
3920	-4121.942	-4103.269	-18.67352	2.015222	14.11779	0.295085	0.656623	1.07037	1.97793	6.942701
3930	-4108.187	-4098.505	-9.681958	2.952391	13.85969	0.385545	0.728857	1.08227	1.80333	6.276524
3940	-4106.445	-4101.581	-4.863839	3.758541	16.82486	0.440585	0.766422	1.08435	1.70864	6.150849
3950	-4110.408	-4094.204	-16.20455	3.28239	17.02132	0.409993	0.746055	1.08359	1.76036	6.820882
3960	-4103.432	-4102.176	-1.256194	3.342923	17.30916	0.414166	0.748906	1.08375	1.75317	5.949995
3970	-4111.462	-4111.466	0.004084603	3.157442	20.14084	0.401087	0.739889	1.08319	1.77583	5.872836
3980	-4111.101	-4104.781	-6.319978	4.231597	18.41756	0.466649	0.782856	1.0843	1.6662	6.23564
3990	-4114.527	-4106.768	-7.758809	3.097787	14.76821	0.396688	0.736802	1.08296	1.78355	6.233691
4000	-4116.901	-4107.427	-9.473784	2.583717	18.69998	0.354253	0.70552	1.07952	1.86071	6.399056
4010	-4109.847	-4094.541	-15.30586	2.658032	17.41387	0.360945	0.710645	1.08021	1.8482	6.758961
4020	-4119.406	-4106.773	-12.6326	3.263829	12.52006	0.408696	0.745163	1.08354	1.7626	6.287711
4030	-4114.698	-4103.463	-11.23507	3.567113	16.68012	0.428876	0.75877	1.08417	1.72818	6.529392
4040	-4129.815	-4112.699	-17.11618	2.301905	18.10315	0.326833	0.683704	1.07599	1.91348	6.836305
4050	-4124.207	-4108.125	-16.08186	3.323332	15.38437	0.412826	0.747992	1.08371	1.75548	6.817255
4060	-4114.698	-4099.698	-15.00071	3.152693	15.68329	0.40074	0.739646	1.08317	1.77644	6.753225
4070	-4125.625	-4111.567	-14.05856	2.832748	15.88141	0.375894	0.721826	1.08156	1.82072	6.69648
4080	-4105.994	-4108.162	2.167888	3.805918	18.70002	0.443372	0.768218	1.08438	1.70403	5.776507
4090	-4103.421	-4098.33	-5.091129	2.262011	17.2366	0.322666	0.680266	1.07535	1.92172	6.170832
4100	-4103.368	-4096.379	-6.988737	2.735283	17.68944	0.367686	0.715731	1.08086	1.83573	6.280675
4110	-4103.711	-4090.507	-13.20425	3.581884	16.3596	0.429806	0.759384	1.08419	1.72662	6.647584
4120	-4103.165	-4101.61	-1.554941	2.921367	22.3868	0.383086	0.727079	1.0821	1.80774	5.866862
4130	-4123.479	-4104.234	-19.24493	2.91411	16.09386	0.382506	0.726659	1.08206	1.80878	7.021003
4140	-4097.091	-4086.809	-10.28186	3.518415	17.81324	0.425776	0.756715	1.0841	1.7334	6.464745
4150	-4108.603	-4102.973	-5.629328	3.084717	16.13071	0.395711	0.736113	1.0829	1.78527	6.176449
4160	-4102.932	-4098.707	-4.225306	2.800358	16.6615	0.373202	0.719839	1.08134	1.82562	6.108621
4170	-4122.515	-4111.522	-10.9934	2.503459	16.55943	0.346784	0.699712	1.07867	1.87484	6.514289
4180	-4107.718	-4099.36	-8.3578	3.308004	19.38666	0.41177	0.747271	1.08367	1.75729	6.317952
4190	-4119.112	-4102.348	-16.76474	2.260902	21.60636	0.322549	0.680169	1.07533	1.92195	6.604374
4200	-4108.774	-4100.834	-7.939754	3.151991	20.46742	0.400689	0.739611	1.08317	1.77653	6.252862
4210	-4135.669	-4123.824	-11.84432	2.458642	16.42309	0.3425	0.696336	1.07814	1.88302	6.564957
4220	-4103.967	-4090.312	-13.65461	3.228637	16.91951	0.406211	0.74345	1.08343	1.76691	6.672352
4230	-4107.203	-4094.296	-12.90694	2.70624	15.27476	0.365177	0.713847	1.08062	1.84035	6.606859
4240	-4111.662	-4094.204	-17.45769	3.062759	16.65743	0.394059	0.734945	1.08281	1.78819	6.902888
4250	-4090.144	-4086.428	-3.71652	2.85272	16.76358	0.377537	0.723033	1.08169	1.81774	6.081027
4260	-4131.464	-4111.322	-20.14196	2.346037	15.0557	0.331356	0.687398	1.07665	1.9046	7.078032
4270	-4102.177	-4095.178	-6.998958	3.357034	20.26902	0.415126	0.749558	1.08379	1.75153	6.215305
4280	-4098.036	-4096.297	-1.738696	3.629961	17.12099	0.432802	0.761355	1.08425	1.72159	5.973626
4290	-4100.411	-4094.463	-5.94723	3.632903	18.64749	0.432984	0.761474	1.08425	1.72129	6.211481
4300	-4109.545	-4094.624	-14.92042	4.121977	16.15529	0.46094	0.779324	1.08436	1.67537	6.752508
4310	-4114.528	-4105.179	-9.348235	4.646821	15.87508	0.486713	0.794974	1.08386	1.63446	6.39968
4320	-4088.416	-4082.432	-5.983999	3.353145	17.12183	0.414862	0.749379	1.08378	1.75198	6.221593
4330	-4107.213	-4089.377	-17.83658	2.445411	15.28446	0.341219	0.69532	1.07798	1.88548	6.929759
4340	-4118.534	-4098.09	-20.44372	2.796075	15.90902	0.372844	0.719573	1.0813	1.82628	7.098203
4350	-4114.61	-4107.754	-6.855332	5.675824	21.36937	0.527936	0.818541	1.08197	1.57155	6.157794
4360	-4109.977	-4103.907	-6.070189	3.082129	17.43689	0.395517	0.735976	1.08289	1.78561	6.228672
4370	-4117.379	-4114.631	-2.74829	2.948007	16.83137	0.385199	0.728608	1.08225	1.80395	6.025299
4380	-4108.903	-4100.852	-8.050867	2.342725	17.52177	0.33102	0.687124	1.0766	1.90526	6.341888
4390	-4117.66	-4104.621	-13.03868	2.825037	16.41496	0.375257	0.721356	1.0815	1.82188	6.637659
4400	-4101.389	-4099.527	-1.861536	4.038687	17.84275	0.456475	0.776536	1.08439	1.6826	5.992287
4410	-4098.249	-4094.781	-3.468288	3.691046	20.08126	0.43654	0.763799	1.08431	1.71535	6.047099
4420	-4115.603	-4112.574	-3.028405	4.189659	15.31331	0.464487	0.781522	1.08433	1.66966	5.963229
4430	-4109.619	-4103.745	-5.87419	3.990343	19.66782	0.453831	0.774874	1.0844	1.68689	6.181224
4440	-4110.732	-4102.319	-8.413445	3.366851	16.77691	0.415791	0.75001	1.08381	1.75039	6.361354
4450	-4106.889	-4099.717	-7.172556	2.287506	17.7565	0.325338	0.682474	1.07576	1.91643	6.290631
4460	-4118.081	-4105.408	-12.67333	3.305349	16.7955	0.411587	0.747146	1.08366	1.75761	6.615175
4470	-4094.782	-4092.762	-2.020669	2.682715	17.60826	0.363122	0.712296	1.08043	1.84415	5.99889
4480	-4117.348	-4102.716	-14.63193	3.25783	15.38964	0.408274	0.744873	1.08352	1.76333	6.723152
4490	-4140.803	-4111.14	-29.66365	2.34477	14.81112	0.331228	0.687293	1.07663	1.90485	7.716133
4500	-4115.52	-4096.347	-19.173	2.53774	13.60895	0.350006	0.702229	1.07904	1.86872	6.94167
4510	-4107.669	-4100.301	-7.367449	2.748954	16.00706	0.368857	0.716607	1.08096	1.83358	6.279967
4520	-4127.131	-4106.852	-20.27965	3.209997	17.4985	0.404882	0.74253	1.08337	1.76921	7.040852
4530	-4114.148	-4097.224	-16.92415	2.806231	17.01332	0.373693	0.720202	1.08138	1.82473	6.863358
4540	-4110.931	-4102.135	-8.79576	2.989563	17.03295	0.388453	0.730948	1.08246	1.79813	6.385652
4550	-4107.374	-4094.312	-13.06136	3.421345	16.14171	0.419442	0.752476	1.08393	1.74415	6.6373
4560	-4118.785	-4099.526	-19.25959	2.490474	17.59459	0.345552	0.698744	1.07852	1.87719	6.978503
4570	-4114.167	-4095.634	-18.53318	2.440332	13.83517	0.340726	0.694928	1.07792	1.88643	6.913302
4580	-4101.888	-4091.961	-9.926719	3.591608	17.23559	0.430416	0.759786	1.08421	1.72559	6.45138
4590	-4105.221	-4100.85	-4.370964	2.704673	17.16343	0.365041	0.713744	1.08061	1.8406	6.128025
4600	-4111.395	-4106.017	-5.377898	3.847027	17.07467	0.445756	0.769747	1.08439	1.7001	6.185579
4610	-4117.344	-4112.13	-5.214324	4.680315	17.0778	0.488233	0.795874	1.08381	1.63208	6.176043
4620	-4105.769	-4102.004	-3.764953	4.48652	18.66573	0.479244	0.790514	1.08406	1.64618	6.094221
4630	-4088.556	-4087.55	-1.006259	3.595009	19.08445	0.430629	0.759927	1.08421	1.72523	5.942928
4640	-4105.46	-4098.301	-7.158595	3.467845	16.62392	0.422502	0.754531	1.08402	1.73895	6.283983
4650	-4099.01	-4088.879	-10.13116	3.324821	18.87025	0.412928	0.748062	1.08371	1.7553	6.428627
4660	-4118.885	-4101.429	-17.45605	3.097718	19.03627	0.396683	0.736799	1.08296	1.78356	6.8076
4670	-4112.469	-4098.314	-14.15488	3.097718	15.70734	0.396683	0.736799	1.08296	1.78356	6.699753
4680	-4110.714	-4103.294	-7.419747	3.361912	16.37081	0.415457	0.749783	1.0838	1.75096	6.29428
4690	-4117.254	-4108.023	-9.231172	2.621239	17.86144	0.357658	0.708137	1.07988	1.85432	6.405031
4700	-4111.267	-4097.312	-13.95445	2.437093	16.14643	0.34041	0.694677	1.07788	1.88704	6.692659
4710	-4113.626	-4097.723	-15.90259	2.821581	17.06025	0.37497	0.721145	1.08148	1.8224	6.802293
4720	-4126.554	-4113.533	-13.02129	3.860368	16.06866	0.446523	0.770238	1.0844	1.69884	6.633992
4730	-4122.452	-4106.827	-15.62462	5.048653	15.7316	0.504086	0.805117	1.08322	1.60758	6.793624
4740	-4109.644	-4099.185	-10.45915	3.773123	16.69785	0.441447	0.766979	1.08436	1.70721	6.482967
4750	-4126.442	-4103.594	-22.8479	3.312669	13.43843	0.412092	0.747491	1.08368	1.75674	7.199725
4760	-4118.088	-4101.579	-16.50882	2.615628	14.96351	0.357152	0.70775	1.07983	1.85527	6.833689
4770	-4118.689	-4102.255	-16.43394	2.903723	16.68601	0.381674	0.726054	1.082	1.81027	6.840978
4780	-4095.774	-4080.682	-15.09129	3.067628	17.33591	0.394427	0.735205	1.08283	1.78754	6.748631
4790	-4114.149	-4093.155	-20.99419	3.165167	16.34556	0.401649	0.740281	1.08322	1.77485	7.124108
4800	-4112.919	-4097.278	-15.64047	2.605681	17.41018	0.356252	0.70706	1.07973	1.85696	6.778279
4810	-4109.457	-4095.282	-14.17573	2.365484	16.42933	0.333321	0.68899	1.07693	1.90076	6.706906
4820	-4111.304	-4099.182	-12.12213	3.584393	17.63369	0.429964	0.759488	1.0842	1.72635	6.572049
4830	-4101.959	-4083.666	-18.29297	2.604289	18.90013	0.356126	0.706963	1.07972	1.85719	6.859446
4840	-4098.067	-4088.779	-9.287936	3.426654	14.70206	0.419794	0.752713	1.08394	1.74355	6.332142
4850	-4128.631	-4106.685	-21.94597	2.858654	14.07802	0.378023	0.723389	1.08172	1.81687	7.172687
4860	-4136.678	-4107.922	-28.75643	2.216353	17.24777	0.317802	0.67621	1.07457	1.93142	7.543029
4870	-4114.406	-4103.715	-10.69053	2.417664	15.04694	0.338509	0.693161	1.07763	1.8907	6.449768
4880	-4114.145	-4096.624	-17.5215	2.906396	16.18033	0.381888	0.72621	1.08201	1.80989	6.913321
4890	-4097.741	-4087.646	-10.09532	3.019774	16.45403	0.390786	0.732617	1.08261	1.79399	6.458866
